id,filepath,site,label,file,max_detection_conf,category,conf,bbox,bbox_true
ZJ006759,train_features/ZJ006759.jpg,S0019,hog,ZJ006759.jpg,0.925,animal,0.925,"[0, 0.387, 0.9072, 0.5814]",True
ZJ006760,train_features/ZJ006760.jpg,S0031,leopard,ZJ006760.jpg,0.709,animal,0.709,"[0, 0.6194, 0.2671, 0.3805]",True
ZJ006761,train_features/ZJ006761.jpg,S0134,monkey_prosimian,ZJ006761.jpg,0.87,animal,0.87,"[0.3562, 0.5259, 0.1031, 0.3555]",True
ZJ006762,train_features/ZJ006762.jpg,S0070,rodent,ZJ006762.jpg,0.947,animal,0.947,"[0.5135, 0.7685, 0.3135, 0.2018]",True
ZJ006763,train_features/ZJ006763.jpg,S0022,bird,,,,,,False
ZJ006764,train_features/ZJ006764.jpg,S0060,monkey_prosimian,ZJ006764.jpg,0.902,animal,0.902,"[0.3656, 0.4259, 0.2187, 0.2462]",True
ZJ006765,train_features/ZJ006765.jpg,S0038,leopard,ZJ006765.jpg,0.811,animal,0.811,"[0.02916, 0.4629, 0.9708, 0.5055]",True
ZJ006766,train_features/ZJ006766.jpg,S0010,rodent,,,,,,False
ZJ006767,train_features/ZJ006767.jpg,S0075,monkey_prosimian,,,,,,False
ZJ006768,train_features/ZJ006768.jpg,S0038,leopard,,,,,,False
ZJ006769,train_features/ZJ006769.jpg,S0002,monkey_prosimian,,,,,,False
ZJ006770,train_features/ZJ006770.jpg,S0059,rodent,,,,,,False
ZJ006771,train_features/ZJ006771.jpg,S0003,monkey_prosimian,,,,,,False
ZJ006772,train_features/ZJ006772.jpg,S0150,leopard,,,,,,False
ZJ006773,train_features/ZJ006773.jpg,S0183,blank,,,,,,False
ZJ006774,train_features/ZJ006774.jpg,S0022,blank,,,,,,False
ZJ006775,train_features/ZJ006775.jpg,S0149,antelope_duiker,,,,,,False
ZJ006776,train_features/ZJ006776.jpg,S0060,civet_genet,ZJ006776.jpg,0.795,animal,0.795,"[0.1687, 0.6333, 0.4708, 0.2611]",True
ZJ006777,train_features/ZJ006777.jpg,S0060,civet_genet,ZJ006777.jpg,0.761,animal,0.761,"[0.05937, 0.5407, 0.3437, 0.2055]",True
ZJ006778,train_features/ZJ006778.jpg,S0071,civet_genet,ZJ006778.jpg,0.961,animal,0.961,"[0.6229, 0.3611, 0.377, 0.3518]",True
ZJ006779,train_features/ZJ006779.jpg,S0002,rodent,,,,,,False
ZJ006780,train_features/ZJ006780.jpg,S0073,hog,,,,,,False
ZJ006781,train_features/ZJ006781.jpg,S0073,blank,,,,,,False
ZJ006782,train_features/ZJ006782.jpg,S0009,monkey_prosimian,ZJ006782.jpg,0.709,animal,0.709,"[0.225, 0.5222, 0.214, 0.2027]",True
ZJ006783,train_features/ZJ006783.jpg,S0031,leopard,,,,,,False
ZJ006784,train_features/ZJ006784.jpg,S0083,leopard,ZJ006784.jpg,0.967,animal,0.967,"[0, 0.2666, 1.0, 0.7018]",True
ZJ006785,train_features/ZJ006785.jpg,S0060,civet_genet,,,,,,False
ZJ006786,train_features/ZJ006786.jpg,S0060,civet_genet,ZJ006786.jpg,0.729,animal,0.729,"[0.03437, 0.724, 0.1687, 0.2462]",True
ZJ006787,train_features/ZJ006787.jpg,S0060,civet_genet,,,,,,False
ZJ006788,train_features/ZJ006788.jpg,S0061,antelope_duiker,,,,,,False
ZJ006789,train_features/ZJ006789.jpg,S0141,rodent,ZJ006789.jpg,0.848,animal,0.848,"[0.7453, 0.4444, 0.05937, 0.1611]",True
ZJ006790,train_features/ZJ006790.jpg,S0071,rodent,ZJ006790.jpg,0.789,animal,0.789,"[0.1083, 0.5018, 0.05729, 0.1388]",True
ZJ006791,train_features/ZJ006791.jpg,S0184,civet_genet,ZJ006791.jpg,0.719,animal,0.719,"[0.2583, 0.6962, 0.1124, 0.1814]",True
ZJ006792,train_features/ZJ006792.jpg,S0071,rodent,ZJ006792.jpg,0.775,animal,0.775,"[0.3041, 0.7796, 0.07395, 0.1888]",True
ZJ006793,train_features/ZJ006793.jpg,S0022,leopard,,,,,,False
ZJ006794,train_features/ZJ006794.jpg,S0127,antelope_duiker,,,,,,False
ZJ006795,train_features/ZJ006795.jpg,S0121,monkey_prosimian,,,,,,False
ZJ006796,train_features/ZJ006796.jpg,S0008,rodent,ZJ006796.jpg,0.87,animal,0.87,"[0, 0.6305, 0.2093, 0.3222]",True
ZJ006797,train_features/ZJ006797.jpg,S0156,leopard,ZJ006797.jpg,0.615,animal,0.615,"[0, 0.1, 1.0, 0.8666]",True
ZJ006798,train_features/ZJ006798.jpg,S0020,civet_genet,ZJ006798.jpg,0.898,animal,0.898,"[0.5802, 0.487, 0.2864, 0.2888]",True
ZJ006799,train_features/ZJ006799.jpg,S0030,civet_genet,ZJ006799.jpg,0.605,animal,0.605,"[0.5218, 0.4129, 0.07395, 0.2907]",True
ZJ006800,train_features/ZJ006800.jpg,S0063,monkey_prosimian,ZJ006800.jpg,0.878,animal,0.878,"[0.1958, 0.1777, 0.1583, 0.7129]",True
ZJ006801,train_features/ZJ006801.jpg,S0095,bird,ZJ006801.jpg,0.94,animal,0.94,"[0.0375, 0.4611, 0.1864, 0.4555]",True
ZJ006802,train_features/ZJ006802.jpg,S0188,monkey_prosimian,ZJ006802.jpg,0.602,animal,0.602,"[0.6666, 0.4375, 0.2111, 0.3166]",True
ZJ006803,train_features/ZJ006803.jpg,S0008,civet_genet,ZJ006803.jpg,0.923,animal,0.923,"[0.7234, 0.6333, 0.2765, 0.3194]",True
ZJ006804,train_features/ZJ006804.jpg,S0088,antelope_duiker,,,,,,False
ZJ006805,train_features/ZJ006805.jpg,S0043,leopard,ZJ006805.jpg,0.951,animal,0.951,"[0.714, 0, 0.2859, 1.0]",True
ZJ006806,train_features/ZJ006806.jpg,S0008,civet_genet,ZJ006806.jpg,0.867,animal,0.867,"[0.5046, 0.2833, 0.4953, 0.5194]",True
ZJ006807,train_features/ZJ006807.jpg,S0071,bird,ZJ006807.jpg,0.821,animal,0.821,"[0.6708, 0.4351, 0.1375, 0.1611]",True
ZJ006808,train_features/ZJ006808.jpg,S0081,rodent,ZJ006808.jpg,0.601,animal,0.601,"[0.3781, 0.6277, 0.07395, 0.0537]",True
ZJ006809,train_features/ZJ006809.jpg,S0036,leopard,ZJ006809.jpg,0.958,animal,0.958,"[0, 0.1555, 1.0, 0.7972]",True
ZJ006810,train_features/ZJ006810.jpg,S0185,blank,,,,,,False
ZJ006811,train_features/ZJ006811.jpg,S0060,civet_genet,,,,,,False
ZJ006812,train_features/ZJ006812.jpg,S0073,hog,,,,,,False
ZJ006813,train_features/ZJ006813.jpg,S0056,bird,,,,,,False
ZJ006814,train_features/ZJ006814.jpg,S0002,rodent,,,,,,False
ZJ006815,train_features/ZJ006815.jpg,S0175,rodent,ZJ006815.jpg,0.729,animal,0.729,"[0.2609, 0.7074, 0.1609, 0.1432]",True
ZJ006816,train_features/ZJ006816.jpg,S0120,antelope_duiker,ZJ006816.jpg,0.736,animal,0.736,"[0, 0.4518, 0.07812, 0.2333]",True
ZJ006817,train_features/ZJ006817.jpg,S0038,leopard,,,,,,False
ZJ006818,train_features/ZJ006818.jpg,S0163,blank,,,,,,False
ZJ006819,train_features/ZJ006819.jpg,S0030,civet_genet,ZJ006819.jpg,0.9,animal,0.9,"[0.5052, 0.4833, 0.4947, 0.4851]",True
ZJ006820,train_features/ZJ006820.jpg,S0060,civet_genet,,,,,,False
ZJ006821,train_features/ZJ006821.jpg,S0083,bird,ZJ006821.jpg,0.78,animal,0.78,"[0.4895, 0.7166, 0.06145, 0.1425]",True
ZJ006822,train_features/ZJ006822.jpg,S0063,antelope_duiker,ZJ006822.jpg,0.866,animal,0.866,"[0.9333, 0.3518, 0.06666, 0.1777]",True
ZJ006823,train_features/ZJ006823.jpg,S0071,rodent,ZJ006823.jpg,0.804,animal,0.804,"[0, 0.6037, 0.09062, 0.2203]",True
ZJ006824,train_features/ZJ006824.jpg,S0093,antelope_duiker,ZJ006824.jpg,0.887,animal,0.887,"[0.5208, 0.5833, 0.3093, 0.3388]",True
ZJ006825,train_features/ZJ006825.jpg,S0085,leopard,ZJ006825.jpg,0.942,animal,0.942,"[0.0875, 0.2638, 0.4687, 0.6861]",True
ZJ006826,train_features/ZJ006826.jpg,S0069,monkey_prosimian,ZJ006826.jpg,0.831,animal,0.831,"[0.5614, 0, 0.1322, 0.9666]",True
ZJ006827,train_features/ZJ006827.jpg,S0186,civet_genet,ZJ006827.jpg,0.844,animal,0.844,"[0.101, 0.624, 0.2052, 0.187]",True
ZJ006828,train_features/ZJ006828.jpg,S0096,leopard,ZJ006828.jpg,0.751,animal,0.751,"[0, 0.005555, 1.0, 0.9916]",True
ZJ006829,train_features/ZJ006829.jpg,S0059,civet_genet,ZJ006829.jpg,0.963,animal,0.963,"[0.6229, 0.6722, 0.3125, 0.2981]",True
ZJ006830,train_features/ZJ006830.jpg,S0022,bird,,,,,,False
ZJ006831,train_features/ZJ006831.jpg,S0043,antelope_duiker,ZJ006831.jpg,0.948,animal,0.948,"[0.2312, 0.3138, 0.1687, 0.6416]",True
ZJ006832,train_features/ZJ006832.jpg,S0062,rodent,,,,,,False
ZJ006833,train_features/ZJ006833.jpg,S0197,blank,,,,,,False
ZJ006834,train_features/ZJ006834.jpg,S0049,antelope_duiker,ZJ006834.jpg,0.802,animal,0.802,"[0.2218, 0.325, 0.7781, 0.6277]",True
ZJ006835,train_features/ZJ006835.jpg,S0030,civet_genet,ZJ006835.jpg,0.74,animal,0.74,"[0.151, 0.5462, 0.3458, 0.2074]",True
ZJ006836,train_features/ZJ006836.jpg,S0009,bird,,,,,,False
ZJ006837,train_features/ZJ006837.jpg,S0008,rodent,,,,,,False
ZJ006838,train_features/ZJ006838.jpg,S0036,leopard,ZJ006838.jpg,0.883,animal,0.883,"[0, 0.3701, 1.0, 0.6268]",True
ZJ006839,train_features/ZJ006839.jpg,S0149,leopard,,,,,,False
ZJ006840,train_features/ZJ006840.jpg,S0149,antelope_duiker,ZJ006840.jpg,0.662,animal,0.662,"[0.7187, 0.375, 0.1, 0.08611]",True
ZJ006841,train_features/ZJ006841.jpg,S0043,leopard,ZJ006841.jpg,0.694,animal,0.694,"[0.8031, 0, 0.1968, 1.0]",True
ZJ006842,train_features/ZJ006842.jpg,S0036,rodent,,,,,,False
ZJ006843,train_features/ZJ006843.jpg,S0043,leopard,,,,,,False
ZJ006844,train_features/ZJ006844.jpg,S0069,monkey_prosimian,ZJ006844.jpg,0.876,animal,0.876,"[0.5604, 0, 0.1322, 0.9666]",True
ZJ006845,train_features/ZJ006845.jpg,S0084,monkey_prosimian,,,,,,False
ZJ006846,train_features/ZJ006846.jpg,S0144,hog,ZJ006846.jpg,0.685,animal,0.685,"[0.9093, 0.08543, 0.09062, 0.9106]",True
ZJ006847,train_features/ZJ006847.jpg,S0080,rodent,,,,,,False
ZJ006848,train_features/ZJ006848.jpg,S0062,rodent,,,,,,False
ZJ006849,train_features/ZJ006849.jpg,S0029,leopard,,,,,,False
ZJ006850,train_features/ZJ006850.jpg,S0038,leopard,,,,,,False
ZJ006851,train_features/ZJ006851.jpg,S0173,leopard,ZJ006851.jpg,0.717,animal,0.717,"[0.8, 0.4888, 0.05624, 0.2055]",True
ZJ006852,train_features/ZJ006852.jpg,S0141,bird,,,,,,False
ZJ006853,train_features/ZJ006853.jpg,S0009,hog,ZJ006853.jpg,0.791,animal,0.791,"[0.08437, 0.3666, 0.4687, 0.5861]",True
ZJ006854,train_features/ZJ006854.jpg,S0063,antelope_duiker,ZJ006854.jpg,0.74,animal,0.74,"[0.1083, 0.5555, 0.1395, 0.1574]",True
ZJ006855,train_features/ZJ006855.jpg,S0010,rodent,ZJ006855.jpg,0.66,animal,0.66,"[0.3375, 0.7916, 0.2531, 0.1638]",True
ZJ006856,train_features/ZJ006856.jpg,S0170,antelope_duiker,,,,,,False
ZJ006857,train_features/ZJ006857.jpg,S0032,monkey_prosimian,ZJ006857.jpg,0.923,animal,0.923,"[0.5328, 0.3944, 0.4671, 0.5055]",True
ZJ006858,train_features/ZJ006858.jpg,S0043,leopard,ZJ006858.jpg,0.91,animal,0.91,"[0.4671, 0, 0.5328, 1.0]",True
ZJ006859,train_features/ZJ006859.jpg,S0083,leopard,,,,,,False
ZJ006860,train_features/ZJ006860.jpg,S0061,blank,,,,,,False
ZJ006861,train_features/ZJ006861.jpg,S0023,leopard,,,,,,False
ZJ006862,train_features/ZJ006862.jpg,S0060,civet_genet,ZJ006862.jpg,0.88,animal,0.88,"[0, 0.7129, 0.251, 0.2555]",True
ZJ006863,train_features/ZJ006863.jpg,S0004,blank,,,,,,False
ZJ006864,train_features/ZJ006864.jpg,S0147,civet_genet,ZJ006864.jpg,0.717,animal,0.717,"[0.1656, 0.6166, 0.4109, 0.2972]",True
ZJ006865,train_features/ZJ006865.jpg,S0014,antelope_duiker,ZJ006865.jpg,0.691,animal,0.691,"[0, 0.5361, 0.07031, 0.3027]",True
ZJ006866,train_features/ZJ006866.jpg,S0038,leopard,ZJ006866.jpg,0.916,animal,0.916,"[0.4812, 0.7067, 0.1916, 0.2912]",True
ZJ006867,train_features/ZJ006867.jpg,S0022,blank,,,,,,False
ZJ006868,train_features/ZJ006868.jpg,S0060,civet_genet,,,,,,False
ZJ006869,train_features/ZJ006869.jpg,S0063,antelope_duiker,ZJ006869.jpg,0.966,animal,0.966,"[0.2302, 0.4981, 0.3927, 0.4722]",True
ZJ006870,train_features/ZJ006870.jpg,S0120,bird,ZJ006870.jpg,0.894,animal,0.894,"[0.3552, 0.3462, 0.1531, 0.3166]",True
ZJ006871,train_features/ZJ006871.jpg,S0120,blank,,,,,,False
ZJ006872,train_features/ZJ006872.jpg,S0095,monkey_prosimian,ZJ006872.jpg,0.808,animal,0.808,"[0, 0.4962, 0.2104, 0.4074]",True
ZJ006873,train_features/ZJ006873.jpg,S0043,monkey_prosimian,ZJ006873.jpg,0.903,animal,0.903,"[0.003125, 0.7972, 0.6109, 0.1583]",True
ZJ006874,train_features/ZJ006874.jpg,S0029,leopard,,,,,,False
ZJ006875,train_features/ZJ006875.jpg,S0009,bird,,,,,,False
ZJ006876,train_features/ZJ006876.jpg,S0141,bird,,,,,,False
ZJ006877,train_features/ZJ006877.jpg,S0070,monkey_prosimian,ZJ006877.jpg,0.892,animal,0.892,"[0.3343, 0.6499, 0.1895, 0.3185]",True
ZJ006878,train_features/ZJ006878.jpg,S0043,leopard,ZJ006878.jpg,0.897,animal,0.897,"[0.7328, 0, 0.2671, 0.9527]",True
ZJ006879,train_features/ZJ006879.jpg,S0038,leopard,,,,,,False
ZJ006880,train_features/ZJ006880.jpg,S0005,monkey_prosimian,ZJ006880.jpg,0.928,animal,0.928,"[0.2343, 0.6611, 0.3453, 0.3388]",True
ZJ006881,train_features/ZJ006881.jpg,S0060,civet_genet,ZJ006881.jpg,0.763,animal,0.763,"[0.3885, 0.5648, 0.1114, 0.1703]",True
ZJ006882,train_features/ZJ006882.jpg,S0023,leopard,,,,,,False
ZJ006883,train_features/ZJ006883.jpg,S0060,civet_genet,ZJ006883.jpg,0.869,animal,0.869,"[0.2291, 0.5555, 0.1541, 0.1629]",True
ZJ006884,train_features/ZJ006884.jpg,S0063,antelope_duiker,ZJ006884.jpg,0.976,animal,0.976,"[0.8343, 0.4277, 0.1656, 0.5407]",True
ZJ006885,train_features/ZJ006885.jpg,S0141,bird,,,,,,False
ZJ006886,train_features/ZJ006886.jpg,S0009,bird,ZJ006886.jpg,0.893,animal,0.893,"[0.4078, 0.5861, 0.1124, 0.2888]",True
ZJ006887,train_features/ZJ006887.jpg,S0127,blank,,,,,,False
ZJ006888,train_features/ZJ006888.jpg,S0120,bird,ZJ006888.jpg,0.845,animal,0.845,"[0.2458, 0.4111, 0.2166, 0.437]",True
ZJ006889,train_features/ZJ006889.jpg,S0095,bird,,,,,,False
ZJ006890,train_features/ZJ006890.jpg,S0076,leopard,ZJ006890.jpg,0.934,animal,0.934,"[0, 0.5582, 1.0, 0.4417]",True
ZJ006891,train_features/ZJ006891.jpg,S0097,blank,,,,,,False
ZJ006892,train_features/ZJ006892.jpg,S0043,rodent,ZJ006892.jpg,0.91,animal,0.91,"[0.6453, 0.6194, 0.3546, 0.2666]",True
ZJ006893,train_features/ZJ006893.jpg,S0060,civet_genet,,,,,,False
ZJ006894,train_features/ZJ006894.jpg,S0137,blank,,,,,,False
ZJ006895,train_features/ZJ006895.jpg,S0117,civet_genet,ZJ006895.jpg,0.836,animal,0.836,"[0.1802, 0.6092, 0.2083, 0.2203]",True
ZJ006896,train_features/ZJ006896.jpg,S0023,leopard,,,,,,False
ZJ006897,train_features/ZJ006897.jpg,S0101,hog,ZJ006897.jpg,0.806,animal,0.806,"[0.2328, 0.3694, 0.3359, 0.3388]",True
ZJ006898,train_features/ZJ006898.jpg,S0070,monkey_prosimian,ZJ006898.jpg,0.905,animal,0.905,"[0.3343, 0.7074, 0.2187, 0.2611]",True
ZJ006899,train_features/ZJ006899.jpg,S0008,rodent,ZJ006899.jpg,0.76,animal,0.76,"[0, 0.6333, 0.2156, 0.3194]",True
ZJ006900,train_features/ZJ006900.jpg,S0141,blank,,,,,,False
ZJ006901,train_features/ZJ006901.jpg,S0032,antelope_duiker,ZJ006901.jpg,0.955,animal,0.955,"[0.4453, 0.5249, 0.5546, 0.4749]",True
ZJ006902,train_features/ZJ006902.jpg,S0125,blank,,,,,,False
ZJ006903,train_features/ZJ006903.jpg,S0042,blank,,,,,,False
ZJ006904,train_features/ZJ006904.jpg,S0049,civet_genet,ZJ006904.jpg,0.687,animal,0.687,"[0.1249, 0.4, 0.2312, 0.2805]",True
ZJ006905,train_features/ZJ006905.jpg,S0088,monkey_prosimian,ZJ006905.jpg,0.815,animal,0.815,"[0.7109, 0.3361, 0.2109, 0.3194]",True
ZJ006906,train_features/ZJ006906.jpg,S0030,civet_genet,ZJ006906.jpg,0.936,animal,0.936,"[0.5499, 0.4722, 0.1041, 0.3148]",True
ZJ006907,train_features/ZJ006907.jpg,S0081,civet_genet,,,,,,False
ZJ006908,train_features/ZJ006908.jpg,S0139,hog,,,,,,False
ZJ006909,train_features/ZJ006909.jpg,S0043,leopard,ZJ006909.jpg,0.914,animal,0.914,"[0.7671, 0, 0.2328, 1.0]",True
ZJ006910,train_features/ZJ006910.jpg,S0060,civet_genet,,,,,,False
ZJ006911,train_features/ZJ006911.jpg,S0008,monkey_prosimian,ZJ006911.jpg,0.63,animal,0.63,"[0, 0.7361, 0.2234, 0.2166]",True
ZJ006912,train_features/ZJ006912.jpg,S0060,civet_genet,ZJ006912.jpg,0.859,animal,0.859,"[0.3312, 0.5351, 0.2958, 0.2129]",True
ZJ006913,train_features/ZJ006913.jpg,S0184,rodent,ZJ006913.jpg,0.791,animal,0.791,"[0.5895, 0.6592, 0.0677, 0.1111]",True
ZJ006914,train_features/ZJ006914.jpg,S0093,bird,,,,,,False
ZJ006915,train_features/ZJ006915.jpg,S0063,monkey_prosimian,ZJ006915.jpg,0.956,animal,0.956,"[0.5083, 0.3981, 0.2166, 0.3648]",True
ZJ006916,train_features/ZJ006916.jpg,S0009,hog,ZJ006916.jpg,0.931,animal,0.931,"[0.5968, 0.4111, 0.339, 0.3361]",True
ZJ006917,train_features/ZJ006917.jpg,S0134,monkey_prosimian,ZJ006917.jpg,0.664,animal,0.664,"[0.3406, 0.5444, 0.2333, 0.3222]",True
ZJ006918,train_features/ZJ006918.jpg,S0022,blank,,,,,,False
ZJ006919,train_features/ZJ006919.jpg,S0009,blank,,,,,,False
ZJ006920,train_features/ZJ006920.jpg,S0022,leopard,,,,,,False
ZJ006921,train_features/ZJ006921.jpg,S0063,monkey_prosimian,ZJ006921.jpg,0.85,animal,0.85,"[0.701, 0.5129, 0.2249, 0.3111]",True
ZJ006922,train_features/ZJ006922.jpg,S0022,monkey_prosimian,,,,,,False
ZJ006923,train_features/ZJ006923.jpg,S0051,bird,,,,,,False
ZJ006924,train_features/ZJ006924.jpg,S0175,blank,,,,,,False
ZJ006925,train_features/ZJ006925.jpg,S0063,antelope_duiker,ZJ006925.jpg,0.706,animal,0.706,"[0, 0, 0.2552, 0.9685]",True
ZJ006926,train_features/ZJ006926.jpg,S0009,bird,ZJ006926.jpg,0.684,animal,0.684,"[0.4671, 0.6166, 0.1171, 0.1388]",True
ZJ006927,train_features/ZJ006927.jpg,S0120,rodent,ZJ006927.jpg,0.655,animal,0.655,"[0.1791, 0.4, 0.05312, 0.1203]",True
ZJ006928,train_features/ZJ006928.jpg,S0004,monkey_prosimian,ZJ006928.jpg,0.815,animal,0.815,"[0.4843, 0.7166, 0.1171, 0.2361]",True
ZJ006929,train_features/ZJ006929.jpg,S0120,bird,ZJ006929.jpg,0.822,animal,0.822,"[0.2843, 0.3537, 0.05937, 0.1129]",True
ZJ006930,train_features/ZJ006930.jpg,S0184,antelope_duiker,ZJ006930.jpg,0.887,animal,0.887,"[0.2239, 0.4462, 0.06354, 0.1222]",True
ZJ006931,train_features/ZJ006931.jpg,S0141,bird,ZJ006931.jpg,0.625,animal,0.625,"[0.2124, 0.6089, 0.1375, 0.1731]",True
ZJ006932,train_features/ZJ006932.jpg,S0069,monkey_prosimian,,,,,,False
ZJ006933,train_features/ZJ006933.jpg,S0060,civet_genet,,,,,,False
ZJ006934,train_features/ZJ006934.jpg,S0050,antelope_duiker,,,,,,False
ZJ006935,train_features/ZJ006935.jpg,S0120,antelope_duiker,ZJ006935.jpg,0.823,animal,0.823,"[0.4166, 0.09629, 0.2229, 0.3277]",True
ZJ006936,train_features/ZJ006936.jpg,S0051,civet_genet,ZJ006936.jpg,0.957,animal,0.957,"[0, 0.4259, 0.3666, 0.3537]",True
ZJ006937,train_features/ZJ006937.jpg,S0137,blank,ZJ006937.jpg,0.642,animal,0.642,"[0.4109, 0.5472, 0.2234, 0.4055]",True
ZJ006938,train_features/ZJ006938.jpg,S0018,blank,,,,,,False
ZJ006939,train_features/ZJ006939.jpg,S0060,civet_genet,ZJ006939.jpg,0.629,animal,0.629,"[0, 0.6074, 0.1937, 0.1518]",True
ZJ006940,train_features/ZJ006940.jpg,S0023,leopard,,,,,,False
ZJ006941,train_features/ZJ006941.jpg,S0021,antelope_duiker,ZJ006941.jpg,0.884,animal,0.884,"[0.1859, 0.5166, 0.1968, 0.2333]",True
ZJ006942,train_features/ZJ006942.jpg,S0023,leopard,,,,,,False
ZJ006943,train_features/ZJ006943.jpg,S0074,hog,ZJ006943.jpg,0.754,animal,0.754,"[0.1625, 0.5277, 0.8374, 0.425]",True
ZJ006944,train_features/ZJ006944.jpg,S0014,hog,ZJ006944.jpg,0.932,animal,0.932,"[0.8312, 0.4638, 0.1687, 0.3166]",True
ZJ006945,train_features/ZJ006945.jpg,S0156,leopard,,,,,,False
ZJ006946,train_features/ZJ006946.jpg,S0094,blank,,,,,,False
ZJ006947,train_features/ZJ006947.jpg,S0193,antelope_duiker,,,,,,False
ZJ006948,train_features/ZJ006948.jpg,S0074,antelope_duiker,,,,,,False
ZJ006949,train_features/ZJ006949.jpg,S0063,antelope_duiker,ZJ006949.jpg,0.97,animal,0.97,"[0.1218, 0.5351, 0.4531, 0.4333]",True
ZJ006950,train_features/ZJ006950.jpg,S0120,monkey_prosimian,ZJ006950.jpg,0.854,animal,0.854,"[0.009375, 0.2537, 0.1302, 0.4685]",True
ZJ006951,train_features/ZJ006951.jpg,S0130,bird,ZJ006951.jpg,0.625,animal,0.625,"[0.625, 0.5666, 0.05312, 0.1583]",True
ZJ006952,train_features/ZJ006952.jpg,S0188,blank,,,,,,False
ZJ006953,train_features/ZJ006953.jpg,S0022,leopard,,,,,,False
ZJ006954,train_features/ZJ006954.jpg,S0070,blank,,,,,,False
ZJ006955,train_features/ZJ006955.jpg,S0043,leopard,,,,,,False
ZJ006956,train_features/ZJ006956.jpg,S0063,blank,,,,,,False
ZJ006957,train_features/ZJ006957.jpg,S0101,civet_genet,,,,,,False
ZJ006958,train_features/ZJ006958.jpg,S0069,monkey_prosimian,ZJ006958.jpg,0.666,animal,0.666,"[0.4041, 0, 0.09375, 0.9703]",True
ZJ006959,train_features/ZJ006959.jpg,S0063,rodent,,,,,,False
ZJ006960,train_features/ZJ006960.jpg,S0101,antelope_duiker,,,,,,False
ZJ006961,train_features/ZJ006961.jpg,S0120,bird,ZJ006961.jpg,0.855,animal,0.855,"[0.2229, 0.4111, 0.2395, 0.4333]",True
ZJ006962,train_features/ZJ006962.jpg,S0149,leopard,ZJ006962.jpg,0.86,animal,0.86,"[0.4062, 0.594, 0.1171, 0.385]",True
ZJ006963,train_features/ZJ006963.jpg,S0150,leopard,,,,,,False
ZJ006964,train_features/ZJ006964.jpg,S0022,leopard,,,,,,False
ZJ006965,train_features/ZJ006965.jpg,S0071,monkey_prosimian,,,,,,False
ZJ006966,train_features/ZJ006966.jpg,S0063,antelope_duiker,ZJ006966.jpg,0.714,animal,0.714,"[0.5135, 0.45, 0.176, 0.2722]",True
ZJ006967,train_features/ZJ006967.jpg,S0049,antelope_duiker,ZJ006967.jpg,0.838,animal,0.838,"[0.4921, 0.3666, 0.2218, 0.3638]",True
ZJ006968,train_features/ZJ006968.jpg,S0051,bird,ZJ006968.jpg,0.847,animal,0.847,"[0.7739, 0.6222, 0.07187, 0.1259]",True
ZJ006969,train_features/ZJ006969.jpg,S0071,rodent,,,,,,False
ZJ006970,train_features/ZJ006970.jpg,S0149,blank,,,,,,False
ZJ006971,train_features/ZJ006971.jpg,S0155,antelope_duiker,ZJ006971.jpg,0.837,animal,0.837,"[0.3416, 0.8092, 0.1833, 0.1611]",True
ZJ006972,train_features/ZJ006972.jpg,S0061,blank,,,,,,False
ZJ006973,train_features/ZJ006973.jpg,S0025,bird,,,,,,False
ZJ006974,train_features/ZJ006974.jpg,S0009,monkey_prosimian,ZJ006974.jpg,0.794,animal,0.794,"[0.7375, 0.5361, 0.1406, 0.1944]",True
ZJ006975,train_features/ZJ006975.jpg,S0060,civet_genet,ZJ006975.jpg,0.658,animal,0.658,"[0.06666, 0.6537, 0.1375, 0.2185]",True
ZJ006976,train_features/ZJ006976.jpg,S0018,bird,ZJ006976.jpg,0.776,animal,0.776,"[0.6531, 0.824, 0.06354, 0.1462]",True
ZJ006977,train_features/ZJ006977.jpg,S0084,leopard,ZJ006977.jpg,0.973,animal,0.973,"[0, 0, 0.6708, 0.9685]",True
ZJ006978,train_features/ZJ006978.jpg,S0098,leopard,ZJ006978.jpg,0.761,animal,0.761,"[0.5828, 0.2472, 0.4171, 0.75]",True
ZJ006979,train_features/ZJ006979.jpg,S0026,bird,ZJ006979.jpg,0.811,animal,0.811,"[0.8906, 0.4861, 0.1093, 0.3222]",True
ZJ006980,train_features/ZJ006980.jpg,S0002,rodent,,,,,,False
ZJ006981,train_features/ZJ006981.jpg,S0031,antelope_duiker,ZJ006981.jpg,0.855,animal,0.855,"[0.2406, 0.4444, 0.239, 0.3833]",True
ZJ006982,train_features/ZJ006982.jpg,S0074,bird,ZJ006982.jpg,0.892,animal,0.892,"[0.7468, 0.06388, 0.0375, 0.1722]",True
ZJ006983,train_features/ZJ006983.jpg,S0060,civet_genet,ZJ006983.jpg,0.642,animal,0.642,"[0.7083, 0.5444, 0.1614, 0.137]",True
ZJ006984,train_features/ZJ006984.jpg,S0032,antelope_duiker,ZJ006984.jpg,0.729,animal,0.729,"[0.4859, 0.4805, 0.1234, 0.15]",True
ZJ006985,train_features/ZJ006985.jpg,S0122,blank,,,,,,False
ZJ006986,train_features/ZJ006986.jpg,S0031,leopard,,,,,,False
ZJ006987,train_features/ZJ006987.jpg,S0036,rodent,,,,,,False
