,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
2217,ZJ018705,test_features/ZJ018705.jpg,S0151,0.884,"(103, 101, 130, 229)","[0.1515, 0.275, 0.3703, 0.3833]",True,[ 98  96 136 241],0.37695106863975525,animal
2218,ZJ018706,test_features/ZJ018706.jpg,S0072,0.0728,"(327, 332, 54, 82)","[0.3416, 0.5981, 0.09375, 0.1148]",True,,,
2219,ZJ018707,test_features/ZJ018707.jpg,S0040,0.906,"(231, 353, 75, 235)","[0.3635, 0.4203, 0.2531, 0.1537]",True,[320  89  52  58],0.32662221789360046,animal
2220,ZJ018708,test_features/ZJ018708.jpg,S0064,0.458,"(400, 763, 119, 193)","[0.7906, 0.7333, 0.2093, 0.2351]",True,,,
2221,ZJ018709,test_features/ZJ018709.jpg,S0040,0.0286,"(269, 766, 245, 190)","[0.7937, 0.4907, 0.2062, 0.4685]",True,,,
2222,ZJ018710,test_features/ZJ018710.jpg,S0040,0.903,"(211, 154, 122, 415)","[0.1562, 0.3833, 0.4406, 0.2407]",True,[206 148 132 185],0.5115920901298523,animal
2223,ZJ018711,test_features/ZJ018711.jpg,S0128,0.875,"(230, 407, 104, 130)","[0.6296, 0.6277, 0.2156, 0.3111]",True,[224 405  94 135],0.38029858469963074,bird
2224,ZJ018712,test_features/ZJ018712.jpg,S0064,0.0591,"(395, 246, 124, 407)","[0.252, 0.724, 0.4322, 0.2444]",True,,,
2225,ZJ018713,test_features/ZJ018713.jpg,S0033,0.53,"(259, 58, 77, 63)","[0.08437, 0.7083, 0.1109, 0.2361]",True,,,
2226,ZJ018714,test_features/ZJ018714.jpg,S0116,0.538,"(238, 453, 53, 87)","[0.7015, 0.6499, 0.1484, 0.1694]",True,[322   0  37  36],0.3016873002052307,civet_genet
2227,ZJ018715,test_features/ZJ018715.jpg,S0012,,,,False,,,
2228,ZJ018716,test_features/ZJ018716.jpg,S0040,0.951,"(290, 841, 88, 79)","[0.8718, 0.5296, 0.09062, 0.1777]",True,[284 835  99  91],0.6442974209785461,bird
2229,ZJ018717,test_features/ZJ018717.jpg,S0064,0.217,"(405, 643, 115, 313)","[0.6656, 0.7425, 0.3343, 0.2277]",True,,,
2230,ZJ018718,test_features/ZJ018718.jpg,S0066,0.554,"(223, 479, 31, 33)","[0.7421, 0.6083, 0.06406, 0.1083]",True,,,
2231,ZJ018719,test_features/ZJ018719.jpg,S0111,0.774,"(189, 409, 63, 60)","[0.6328, 0.5138, 0.1062, 0.1972]",True,[182 403  68  68],0.44150325655937195,bird
2232,ZJ018720,test_features/ZJ018720.jpg,S0118,,,,False,,,
2233,ZJ018721,test_features/ZJ018721.jpg,S0100,0.681,"(190, 202, 148, 156)","[0.3093, 0.5166, 0.2562, 0.4333]",True,[183 194 157 171],0.35196414589881897,animal
2234,ZJ018722,test_features/ZJ018722.jpg,S0040,0.232,"(289, 4, 229, 686)","[0, 0.5277, 0.7229, 0.4388]",True,[311  88  65  47],0.3375511169433594,bird
2235,ZJ018723,test_features/ZJ018723.jpg,S0145,,,,False,,,
2236,ZJ018724,test_features/ZJ018724.jpg,S0058,0.144,"(63, 4, 52, 81)","[0, 0.4916, 0.5562, 0.5]",True,,,
2237,ZJ018725,test_features/ZJ018725.jpg,S0135,0.0407,"(289, 52, 50, 65)","[0.07499, 0.7916, 0.114, 0.1611]",True,,,
2238,ZJ018726,test_features/ZJ018726.jpg,S0162,0.166,"(191, 924, 93, 32)","[0.9583, 0.3462, 0.04166, 0.187]",True,,,
2239,ZJ018727,test_features/ZJ018727.jpg,S0082,0.617,"(428, 61, 63, 209)","[0.05937, 0.7851, 0.226, 0.1314]",True,[425  59  65 153],0.4988706111907959,animal
2240,ZJ018728,test_features/ZJ018728.jpg,S0067,0.821,"(236, 45, 119, 110)","[0.06406, 0.6444, 0.1843, 0.3527]",True,[232  58 127 106],0.40670472383499146,animal
2241,ZJ018729,test_features/ZJ018729.jpg,S0040,0.457,"(289, 4, 229, 717)","[0, 0.5277, 0.7552, 0.4388]",True,[316  82  60  58],0.4309621751308441,bird
2242,ZJ018730,test_features/ZJ018730.jpg,S0065,,,,False,[322   0  36  36],0.30644917488098145,civet_genet
2243,ZJ018731,test_features/ZJ018731.jpg,S0100,0.969,"(156, 4, 183, 355)","[0, 0.4222, 0.5671, 0.5305]",True,[152   0 191 362],0.3036099076271057,animal
2244,ZJ018732,test_features/ZJ018732.jpg,S0012,0.691,"(228, 417, 72, 121)","[0.4302, 0.4148, 0.1343, 0.1481]",True,,,
2245,ZJ018733,test_features/ZJ018733.jpg,S0066,0.834,"(152, 477, 60, 78)","[0.739, 0.4111, 0.1343, 0.1888]",True,[159 567  48  72],0.37966054677963257,bird
2246,ZJ018734,test_features/ZJ018734.jpg,S0040,0.345,"(195, 76, 91, 101)","[0.07499, 0.3537, 0.1135, 0.1833]",True,,,
2247,ZJ018735,test_features/ZJ018735.jpg,S0040,0.839,"(196, 4, 113, 133)","[0, 0.3555, 0.1468, 0.224]",True,,,
2248,ZJ018736,test_features/ZJ018736.jpg,S0111,0.878,"(179, 349, 79, 81)","[0.539, 0.4861, 0.139, 0.2416]",True,[173 343  87  87],0.34179800748825073,bird
2249,ZJ018737,test_features/ZJ018737.jpg,S0165,0.691,"(139, 227, 63, 28)","[0.6194, 0.5625, 0.1, 0.2958]",True,,,
2250,ZJ018738,test_features/ZJ018738.jpg,S0116,0.25,"(185, 206, 63, 32)","[0.3156, 0.5027, 0.0625, 0.1972]",True,[180 198  54  57],0.3043607473373413,bird
2251,ZJ018739,test_features/ZJ018739.jpg,S0152,0.169,"(408, 260, 77, 34)","[0.2666, 0.7844, 0.04374, 0.165]",True,,,
2252,ZJ018740,test_features/ZJ018740.jpg,S0128,0.583,"(263, 219, 24, 112)","[0.3359, 0.7731, 0.1875, 0.09552]",True,[258 214  31 121],0.3342105746269226,animal
2253,ZJ018741,test_features/ZJ018741.jpg,S0162,0.0137,"(334, 345, 98, 141)","[0.3552, 0.6111, 0.1552, 0.1962]",True,,,
2254,ZJ018742,test_features/ZJ018742.jpg,S0067,0.618,"(106, 354, 249, 282)","[0.5468, 0.2833, 0.4531, 0.7138]",True,,,
2255,ZJ018743,test_features/ZJ018743.jpg,S0072,0.892,"(355, 513, 164, 154)","[0.5302, 0.6499, 0.1687, 0.3185]",True,[349 508 170 161],0.43091505765914917,animal
2256,ZJ018744,test_features/ZJ018744.jpg,S0082,0.429,"(251, 40, 200, 150)","[0.03749, 0.4574, 0.1645, 0.3851]",True,,,
2257,ZJ018745,test_features/ZJ018745.jpg,S0162,0.324,"(233, 720, 71, 57)","[0.7458, 0.424, 0.0677, 0.1462]",True,[225 714  86  68],0.3777801990509033,bird
2258,ZJ018746,test_features/ZJ018746.jpg,S0037,0.48,"(181, 81, 65, 114)","[0.1203, 0.4916, 0.1906, 0.2027]",True,,,
2259,ZJ018747,test_features/ZJ018747.jpg,S0086,0.789,"(120, 157, 43, 51)","[0.4781, 0.4833, 0.1843, 0.2125]",True,[115 158  46  55],0.4694649279117584,animal
2260,ZJ018748,test_features/ZJ018748.jpg,S0072,0.818,"(391, 310, 93, 264)","[0.3187, 0.7166, 0.2833, 0.187]",True,,,
2261,ZJ018749,test_features/ZJ018749.jpg,S0199,0.0387,"(136, 118, 31, 61)","[0.3166, 0.55, 0.1916, 0.1624]",True,,,
2262,ZJ018750,test_features/ZJ018750.jpg,S0040,0.48,"(290, 5, 229, 950)","[0.001041, 0.5296, 0.9979, 0.4388]",True,,,
2263,ZJ018751,test_features/ZJ018751.jpg,S0100,0.459,"(244, 163, 94, 79)","[0.2484, 0.6666, 0.1359, 0.2833]",True,,,
2264,ZJ018752,test_features/ZJ018752.jpg,S0037,0.726,"(180, 64, 72, 131)","[0.09375, 0.4888, 0.2171, 0.2222]",True,[152 106 100  94],0.32221898436546326,animal
2265,ZJ018753,test_features/ZJ018753.jpg,S0067,0.742,"(297, 68, 59, 106)","[0.1, 0.8138, 0.1781, 0.1861]",True,,,
2266,ZJ018754,test_features/ZJ018754.jpg,S0065,0.564,"(298, 222, 42, 91)","[0.3406, 0.8166, 0.1546, 0.1388]",True,,,
2267,ZJ018755,test_features/ZJ018755.jpg,S0128,0.872,"(277, 299, 63, 140)","[0.4609, 0.7583, 0.2312, 0.1972]",True,[273 294  71 148],0.4566011130809784,animal
2268,ZJ018756,test_features/ZJ018756.jpg,S0199,0.0063,"(122, 98, 8, 16)","[0.2611, 0.4916, 0.06666, 0.06666]",True,,,
2269,ZJ018757,test_features/ZJ018757.jpg,S0072,0.0979,"(350, 223, 48, 33)","[0.2281, 0.6718, 0.0427, 0.1087]",True,,,
2270,ZJ018758,test_features/ZJ018758.jpg,S0162,0.0543,"(189, 923, 97, 33)","[0.9572, 0.3425, 0.0427, 0.1944]",True,,,
2271,ZJ018759,test_features/ZJ018759.jpg,S0057,0.453,"(4, 297, 515, 658)","[0.3052, 0, 0.6937, 0.9685]",True,,,
2272,ZJ018760,test_features/ZJ018760.jpg,S0100,0.797,"(207, 288, 118, 102)","[0.4437, 0.5638, 0.1718, 0.3499]",True,[201 281 121 115],0.5471203923225403,animal
2273,ZJ018761,test_features/ZJ018761.jpg,S0126,0.766,"(446, 627, 73, 123)","[0.6489, 0.8185, 0.1364, 0.15]",True,,,
2274,ZJ018762,test_features/ZJ018762.jpg,S0064,0.0242,"(253, 542, 165, 414)","[0.5604, 0.4611, 0.4395, 0.3203]",True,,,
2275,ZJ018763,test_features/ZJ018763.jpg,S0145,,,,False,,,
2276,ZJ018764,test_features/ZJ018764.jpg,S0012,0.426,"(330, 586, 81, 144)","[0.6062, 0.6037, 0.1583, 0.1648]",True,,,
2277,ZJ018765,test_features/ZJ018765.jpg,S0033,0.828,"(53, 50, 286, 217)","[0.07187, 0.1361, 0.3515, 0.8166]",True,[ 51  62 292 211],0.6826956868171692,leopard
2278,ZJ018766,test_features/ZJ018766.jpg,S0091,0.907,"(283, 204, 166, 162)","[0.2083, 0.5166, 0.177, 0.3222]",True,[277 198 172 172],0.5780146718025208,monkey_prosimian
2279,ZJ018767,test_features/ZJ018767.jpg,S0066,0.43,"(213, 182, 138, 138)","[0.2781, 0.5805, 0.2281, 0.4055]",True,,,
2280,ZJ018768,test_features/ZJ018768.jpg,S0128,0.394,"(214, 152, 29, 64)","[0.2312, 0.5833, 0.1124, 0.1027]",True,,,
2281,ZJ018769,test_features/ZJ018769.jpg,S0072,0.651,"(409, 595, 107, 42)","[0.6156, 0.75, 0.05208, 0.2129]",True,,,
2282,ZJ018770,test_features/ZJ018770.jpg,S0165,0.902,"(140, 218, 96, 62)","[0.5944, 0.5666, 0.1944, 0.4333]",True,[136 214 103  69],0.5479109287261963,leopard
2283,ZJ018771,test_features/ZJ018771.jpg,S0041,0.943,"(31, 4, 299, 632)","[0, 0.08059, 1.0, 0.9164]",True,,,
2284,ZJ018772,test_features/ZJ018772.jpg,S0116,0.952,"(268, 354, 71, 60)","[0.5468, 0.7333, 0.1062, 0.2194]",True,[261 350  81  68],0.4378732144832611,bird
2285,ZJ018773,test_features/ZJ018773.jpg,S0109,0.733,"(330, 182, 26, 121)","[0.2781, 0.9055, 0.2015, 0.09444]",True,[326 182  32 120],0.3360351622104645,animal
2286,ZJ018774,test_features/ZJ018774.jpg,S0086,0.393,"(148, 93, 33, 40)","[0.2781, 0.5999, 0.15, 0.1708]",True,,,
2287,ZJ018775,test_features/ZJ018775.jpg,S0012,0.518,"(5, 82, 515, 874)","[0.08124, 0.001851, 0.9187, 0.9685]",True,,,
2288,ZJ018776,test_features/ZJ018776.jpg,S0118,0.0644,"(182, 629, 159, 7)","[0.9765, 0.4944, 0.02343, 0.4638]",True,,,
2289,ZJ018777,test_features/ZJ018777.jpg,S0066,0.851,"(132, 435, 99, 70)","[0.6734, 0.3555, 0.1218, 0.2972]",True,[128 435 106  76],0.5177050828933716,animal
2290,ZJ018778,test_features/ZJ018778.jpg,S0151,0.811,"(185, 429, 170, 141)","[0.664, 0.5027, 0.2328, 0.4944]",True,[179 424 179 152],0.6858925819396973,monkey_prosimian
2291,ZJ018779,test_features/ZJ018779.jpg,S0033,0.868,"(170, 286, 169, 307)","[0.4406, 0.4611, 0.4921, 0.4916]",True,[152 282 190 296],0.6265972852706909,leopard
2292,ZJ018780,test_features/ZJ018780.jpg,S0012,0.866,"(262, 433, 90, 62)","[0.4468, 0.4777, 0.07291, 0.1814]",True,[257 426  90  71],0.3596581816673279,animal
2293,ZJ018781,test_features/ZJ018781.jpg,S0116,0.213,"(241, 463, 62, 51)","[0.7171, 0.6583, 0.09218, 0.1944]",True,,,
2294,ZJ018782,test_features/ZJ018782.jpg,S0040,0.208,"(291, 4, 228, 719)","[0, 0.5314, 0.7572, 0.437]",True,,,
2295,ZJ018783,test_features/ZJ018783.jpg,S0012,0.46,"(307, 410, 55, 100)","[0.4229, 0.5611, 0.1124, 0.1166]",True,,,
2296,ZJ018784,test_features/ZJ018784.jpg,S0114,0.0146,"(4, 4, 327, 632)","[0, 0, 1.0, 1.0]",True,[322   0  12  37],0.3738887906074524,civet_genet
2297,ZJ018785,test_features/ZJ018785.jpg,S0064,0.457,"(196, 210, 226, 381)","[0.2145, 0.3555, 0.4052, 0.4333]",True,,,
2298,ZJ018786,test_features/ZJ018786.jpg,S0037,0.814,"(200, 279, 60, 137)","[0.4296, 0.5444, 0.2265, 0.1888]",True,[195 274  64 145],0.47268179059028625,animal
2299,ZJ018787,test_features/ZJ018787.jpg,S0041,0.921,"(36, 26, 284, 100)","[0.03437, 0.08888, 0.1687, 0.8111]",True,[ 31  21 283 107],0.5571320652961731,monkey_prosimian
2300,ZJ018788,test_features/ZJ018788.jpg,S0126,0.789,"(423, 693, 96, 71)","[0.7177, 0.7759, 0.08229, 0.1925]",True,[420 688 100  80],0.3869948387145996,animal
2301,ZJ018789,test_features/ZJ018789.jpg,S0189,0.757,"(141, 122, 94, 79)","[0.3277, 0.5708, 0.2416, 0.425]",True,[128 117  94  80],0.4418581426143646,animal
2302,ZJ018790,test_features/ZJ018790.jpg,S0114,0.784,"(4, 4, 335, 141)","[0, 0, 0.2328, 0.9527]",True,[  0   0 343 145],0.514951229095459,leopard
2303,ZJ018791,test_features/ZJ018791.jpg,S0040,0.365,"(277, 6, 235, 950)","[0.002083, 0.5055, 0.9979, 0.4499]",True,,,
2304,ZJ018792,test_features/ZJ018792.jpg,S0040,0.0376,"(351, 4, 49, 34)","[0, 0.6425, 0.04374, 0.1055]",True,,,
2305,ZJ018793,test_features/ZJ018793.jpg,S0052,0.324,"(466, 101, 54, 284)","[0.101, 0.8555, 0.3041, 0.1148]",True,,,
2306,ZJ018794,test_features/ZJ018794.jpg,S0194,0.01,"(90, 333, 54, 23)","[0.9138, 0.3583, 0.08611, 0.2583]",True,,,
2307,ZJ018795,test_features/ZJ018795.jpg,S0126,0.226,"(415, 529, 41, 81)","[0.5468, 0.7611, 0.0927, 0.09074]",True,,,
2308,ZJ018796,test_features/ZJ018796.jpg,S0166,0.855,"(62, 362, 135, 114)","[0.5593, 0.1611, 0.1906, 0.3972]",True,[ 55 359 139 121],0.41341227293014526,bird
2309,ZJ018797,test_features/ZJ018797.jpg,S0128,0.0142,"(286, 479, 9, 31)","[0.7421, 0.7833, 0.06093, 0.04722]",True,,,
2310,ZJ018798,test_features/ZJ018798.jpg,S0114,0.716,"(4, 4, 327, 461)","[0, 0, 0.7328, 1.0]",True,[  0 130 334 339],0.43444982171058655,leopard
2311,ZJ018799,test_features/ZJ018799.jpg,S0040,0.303,"(294, 4, 226, 698)","[0, 0.537, 0.7354, 0.4333]",True,,,
2312,ZJ018800,test_features/ZJ018800.jpg,S0111,0.25,"(307, 106, 49, 387)","[0.1593, 0.8416, 0.6171, 0.1583]",True,,,
2313,ZJ018801,test_features/ZJ018801.jpg,S0114,0.586,"(4, 4, 327, 489)","[0, 0, 0.7765, 1.0]",True,[  0  42 334 453],0.4660986065864563,leopard
2314,ZJ018802,test_features/ZJ018802.jpg,S0033,0.863,"(154, 294, 185, 284)","[0.4531, 0.4166, 0.4562, 0.5361]",True,[129 289 214 292],0.644492506980896,leopard
2315,ZJ018803,test_features/ZJ018803.jpg,S0040,0.3,"(228, 363, 69, 63)","[0.3739, 0.4148, 0.07395, 0.1425]",True,,,
2316,ZJ018804,test_features/ZJ018804.jpg,S0033,0.763,"(53, 59, 287, 212)","[0.08593, 0.1361, 0.3437, 0.8194]",True,[ 50  61 292 214],0.7033810019493103,leopard
2317,ZJ018805,test_features/ZJ018805.jpg,S0041,0.794,"(158, 314, 46, 66)","[0.4843, 0.4277, 0.1156, 0.15]",True,[154 309  52  56],0.30550459027290344,animal
2318,ZJ018806,test_features/ZJ018806.jpg,S0116,0.821,"(260, 427, 62, 68)","[0.6609, 0.7641, 0.1187, 0.2089]",True,[256 419  70  84],0.6324442028999329,bird
2319,ZJ018807,test_features/ZJ018807.jpg,S0199,0.0122,"(141, 62, 21, 80)","[0.1611, 0.5708, 0.2444, 0.1208]",True,,,
2320,ZJ018808,test_features/ZJ018808.jpg,S0086,0.0262,"(122, 83, 56, 46)","[0.2468, 0.4916, 0.1687, 0.2666]",True,,,
2321,ZJ018809,test_features/ZJ018809.jpg,S0055,0.767,"(134, 167, 72, 63)","[0.2546, 0.3611, 0.1109, 0.2222]",True,[129 163  79  67],0.32510432600975037,animal
2322,ZJ018810,test_features/ZJ018810.jpg,S0142,0.136,"(156, 350, 57, 23)","[0.5406, 0.4222, 0.04843, 0.1805]",True,,,
2323,ZJ018811,test_features/ZJ018811.jpg,S0100,0.502,"(224, 205, 95, 99)","[0.314, 0.6111, 0.1671, 0.2861]",True,,,
2324,ZJ018812,test_features/ZJ018812.jpg,S0162,0.0332,"(301, 391, 27, 50)","[0.4031, 0.55, 0.06041, 0.06481]",True,,,
2325,ZJ018813,test_features/ZJ018813.jpg,S0033,0.704,"(122, 410, 216, 226)","[0.6343, 0.3277, 0.3656, 0.6222]",True,[126 440 215 199],0.3864274024963379,leopard
2326,ZJ018814,test_features/ZJ018814.jpg,S0041,0.93,"(106, 288, 178, 213)","[0.4437, 0.2833, 0.3453, 0.5166]",True,[102 288 182 216],0.49218401312828064,monkey_prosimian
2327,ZJ018815,test_features/ZJ018815.jpg,S0114,0.813,"(4, 5, 326, 631)","[0.001562, 0, 0.9984, 0.997]",True,[  0   0 334 638],0.6720508337020874,leopard
2328,ZJ018816,test_features/ZJ018816.jpg,S0118,0.0113,"(321, 4, 19, 68)","[0, 0.8805, 0.1187, 0.075]",True,,,
2329,ZJ018817,test_features/ZJ018817.jpg,S0040,0.184,"(290, 4, 229, 720)","[0, 0.5296, 0.7583, 0.4388]",True,,,
2330,ZJ018818,test_features/ZJ018818.jpg,S0067,0.43,"(163, 135, 192, 498)","[0.2046, 0.4416, 0.7906, 0.5555]",True,[147 130 212 402],0.31736916303634644,animal
2331,ZJ018819,test_features/ZJ018819.jpg,S0033,0.0442,"(113, 375, 227, 261)","[0.5796, 0.3027, 0.4203, 0.6527]",True,[108 369 234 269],0.3078930974006653,leopard
2332,ZJ018820,test_features/ZJ018820.jpg,S0034,0.752,"(255, 168, 84, 108)","[0.2562, 0.6972, 0.1812, 0.2555]",True,,,
2333,ZJ018821,test_features/ZJ018821.jpg,S0012,0.0166,"(298, 231, 33, 62)","[0.2364, 0.5444, 0.07291, 0.07592]",True,,,
2334,ZJ018822,test_features/ZJ018822.jpg,S0142,,,,False,,,
2335,ZJ018823,test_features/ZJ018823.jpg,S0072,0.861,"(473, 443, 47, 57)","[0.4572, 0.8685, 0.0677, 0.1018]",True,,,
2336,ZJ018824,test_features/ZJ018824.jpg,S0011,0.0201,"(200, 327, 44, 61)","[0.5046, 0.5444, 0.1078, 0.1444]",True,,,
2337,ZJ018825,test_features/ZJ018825.jpg,S0189,,,,False,,,
2338,ZJ018826,test_features/ZJ018826.jpg,S0116,0.887,"(296, 219, 44, 149)","[0.3359, 0.8111, 0.2453, 0.1444]",True,[290 220  53 152],0.5840339064598083,bird
2339,ZJ018827,test_features/ZJ018827.jpg,S0114,0.711,"(4, 4, 327, 490)","[0, 0, 0.7781, 1.0]",True,[  0   0 334 497],0.5492551922798157,leopard
2340,ZJ018828,test_features/ZJ018828.jpg,S0067,0.0484,"(216, 179, 58, 121)","[0.2734, 0.5888, 0.2015, 0.1833]",True,,,
2341,ZJ018829,test_features/ZJ018829.jpg,S0128,0.626,"(231, 488, 102, 117)","[0.7562, 0.6305, 0.1953, 0.3055]",True,,,
2342,ZJ018830,test_features/ZJ018830.jpg,S0128,0.823,"(217, 221, 41, 72)","[0.339, 0.5916, 0.125, 0.1361]",True,[212 233  38  63],0.39167696237564087,bird
2343,ZJ018831,test_features/ZJ018831.jpg,S0142,,,,False,,,
2344,ZJ018832,test_features/ZJ018832.jpg,S0039,0.915,"(396, 305, 123, 231)","[0.3135, 0.7259, 0.2489, 0.2425]",True,,,
2345,ZJ018833,test_features/ZJ018833.jpg,S0194,0.0211,"(90, 4, 145, 14)","[0, 0.3583, 0.06111, 0.6374]",True,,,
2346,ZJ018834,test_features/ZJ018834.jpg,S0072,0.0113,"(154, 460, 36, 14)","[0.4749, 0.2777, 0.02291, 0.08148]",True,,,
2347,ZJ018835,test_features/ZJ018835.jpg,S0086,0.11,"(92, 182, 64, 55)","[0.5562, 0.3666, 0.1968, 0.3]",True,,,
2348,ZJ018836,test_features/ZJ018836.jpg,S0087,0.185,"(88, 4, 28, 15)","[0, 0.7, 0.1437, 0.3]",True,,,
2349,ZJ018837,test_features/ZJ018837.jpg,S0033,0.907,"(186, 276, 153, 282)","[0.425, 0.5055, 0.4531, 0.4472]",True,[184 323 158 236],0.37257617712020874,leopard
2350,ZJ018838,test_features/ZJ018838.jpg,S0128,0.5,"(263, 245, 28, 115)","[0.3765, 0.7731, 0.1921, 0.1074]",True,,,
2351,ZJ018839,test_features/ZJ018839.jpg,S0189,0.196,"(202, 120, 34, 35)","[0.3222, 0.825, 0.1194, 0.1749]",True,,,
2352,ZJ018840,test_features/ZJ018840.jpg,S0142,0.0227,"(176, 4, 52, 38)","[0, 0.4777, 0.07187, 0.1666]",True,,,
2353,ZJ018841,test_features/ZJ018841.jpg,S0037,0.605,"(128, 248, 87, 46)","[0.3812, 0.3444, 0.08437, 0.2638]",True,[132 248  84  50],0.3825088143348694,animal
2354,ZJ018842,test_features/ZJ018842.jpg,S0162,0.752,"(296, 450, 96, 134)","[0.4645, 0.5407, 0.1479, 0.1925]",True,[282 449 111 138],0.4079510271549225,bird
2355,ZJ018843,test_features/ZJ018843.jpg,S0166,0.199,"(238, 348, 117, 288)","[0.5375, 0.65, 0.4625, 0.3472]",True,,,
2356,ZJ018844,test_features/ZJ018844.jpg,S0162,0.433,"(376, 843, 54, 81)","[0.8739, 0.6888, 0.0927, 0.1148]",True,,,
2357,ZJ018845,test_features/ZJ018845.jpg,S0114,0.552,"(4, 4, 327, 161)","[0, 0, 0.264, 1.0]",True,[  0   0 334 165],0.4248431622982025,leopard
2358,ZJ018846,test_features/ZJ018846.jpg,S0162,0.228,"(376, 812, 66, 144)","[0.8416, 0.7223, 0.1583, 0.1436]",True,,,
2359,ZJ018847,test_features/ZJ018847.jpg,S0100,,,,False,,,
2360,ZJ018848,test_features/ZJ018848.jpg,S0040,0.907,"(333, 41, 55, 75)","[0.03854, 0.6092, 0.08645, 0.1166]",True,[323  38  70  80],0.6190927624702454,bird
2361,ZJ018849,test_features/ZJ018849.jpg,S0166,0.728,"(88, 304, 161, 211)","[0.4687, 0.2333, 0.3421, 0.4694]",True,[ 84 300 121 219],0.392212837934494,animal
2362,ZJ018850,test_features/ZJ018850.jpg,S0041,0.0447,"(141, 153, 39, 29)","[0.2328, 0.3805, 0.05781, 0.1305]",True,,,
2363,ZJ018851,test_features/ZJ018851.jpg,S0082,0.491,"(181, 320, 109, 70)","[0.3291, 0.3277, 0.08124, 0.2166]",True,[175 306 117  88],0.3328579366207123,bird
2364,ZJ018852,test_features/ZJ018852.jpg,S0041,0.859,"(150, 406, 78, 108)","[0.6281, 0.4055, 0.1812, 0.2388]",True,[144 418  77  95],0.48307016491889954,animal
2365,ZJ018853,test_features/ZJ018853.jpg,S0039,0.874,"(401, 6, 118, 229)","[0.002083, 0.7351, 0.2468, 0.2333]",True,,,
2366,ZJ018854,test_features/ZJ018854.jpg,S0162,0.859,"(250, 316, 269, 186)","[0.3249, 0.4555, 0.202, 0.5129]",True,[246 318 276 189],0.46597567200660706,monkey_prosimian
2367,ZJ018855,test_features/ZJ018855.jpg,S0162,0.396,"(263, 196, 73, 70)","[0.1999, 0.4796, 0.08124, 0.15]",True,[395 177 125 166],0.37314194440841675,animal
2368,ZJ018856,test_features/ZJ018856.jpg,S0162,,,,False,,,
2369,ZJ018857,test_features/ZJ018857.jpg,S0100,0.956,"(224, 120, 115, 116)","[0.1812, 0.6111, 0.1937, 0.3416]",True,[220 116 123 123],0.5359124541282654,leopard
2370,ZJ018858,test_features/ZJ018858.jpg,S0140,0.853,"(394, 834, 125, 122)","[0.8645, 0.7222, 0.1354, 0.2462]",True,[391 830 130 128],0.3898479640483856,animal
2371,ZJ018859,test_features/ZJ018859.jpg,S0128,0.896,"(259, 284, 80, 50)","[0.4374, 0.7083, 0.09062, 0.2444]",True,[259 278  77  63],0.5506875514984131,bird
2372,ZJ018860,test_features/ZJ018860.jpg,S0116,0.858,"(273, 393, 61, 42)","[0.6078, 0.7472, 0.07812, 0.1916]",True,[267 387  68  54],0.5782592296600342,bird
2373,ZJ018861,test_features/ZJ018861.jpg,S0082,0.647,"(345, 219, 76, 59)","[0.2239, 0.6314, 0.06979, 0.1555]",True,,,
2374,ZJ018862,test_features/ZJ018862.jpg,S0040,0.0719,"(290, 6, 229, 942)","[0.002083, 0.5296, 0.9895, 0.4388]",True,,,
2375,ZJ018863,test_features/ZJ018863.jpg,S0142,0.116,"(323, 405, 32, 59)","[0.6265, 0.8861, 0.1046, 0.1111]",True,,,
2376,ZJ018864,test_features/ZJ018864.jpg,S0116,0.949,"(248, 338, 92, 56)","[0.5218, 0.6777, 0.1, 0.2777]",True,[243 328  99  74],0.6881160736083984,bird
2377,ZJ018865,test_features/ZJ018865.jpg,S0011,,,,False,,,
2378,ZJ018866,test_features/ZJ018866.jpg,S0082,0.433,"(420, 635, 41, 84)","[0.6572, 0.7703, 0.09583, 0.09074]",True,,,
2379,ZJ018867,test_features/ZJ018867.jpg,S0034,0.654,"(329, 380, 11, 52)","[0.5874, 0.9027, 0.09375, 0.05277]",True,,,
2380,ZJ018868,test_features/ZJ018868.jpg,S0033,0.91,"(135, 4, 204, 632)","[0, 0.3638, 1.0, 0.5888]",True,[134   0 208 639],0.5029618144035339,leopard
2381,ZJ018869,test_features/ZJ018869.jpg,S0041,0.6,"(144, 298, 79, 98)","[0.4593, 0.3888, 0.1656, 0.2416]",True,[139 292  74 103],0.30675840377807617,animal
2382,ZJ018870,test_features/ZJ018870.jpg,S0040,0.879,"(169, 4, 228, 148)","[0, 0.3055, 0.1624, 0.437]",True,[164   0 198 155],0.42391669750213623,animal
2383,ZJ018871,test_features/ZJ018871.jpg,S0072,0.309,"(350, 223, 50, 33)","[0.2281, 0.6718, 0.0427, 0.1126]",True,,,
2384,ZJ018872,test_features/ZJ018872.jpg,S0012,,,,False,,,
2385,ZJ018873,test_features/ZJ018873.jpg,S0040,0.967,"(32, 188, 478, 767)","[0.1916, 0.05436, 0.8072, 0.9436]",True,[ 32 186 481 773],0.583724856376648,leopard
2386,ZJ018874,test_features/ZJ018874.jpg,S0037,0.898,"(132, 10, 84, 142)","[0.009375, 0.3555, 0.2343, 0.2555]",True,[128   7  89 151],0.4624307155609131,antelope_duiker
