id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true
ZJ009942,train_features/ZJ009942.jpg,S0063,1.0,0.888,"(286, 518, 90, 134)","[0.5354, 0.5222, 0.1479, 0.1814]",True
ZJ009943,train_features/ZJ009943.jpg,S0188,3.0,0.032,"(23, 110, 84, 155)","[0.2944, 0.07916, 0.4527, 0.3833]",True
ZJ009944,train_features/ZJ009944.jpg,S0131,0.0,0.893,"(229, 243, 111, 171)","[0.3734, 0.625, 0.2796, 0.3305]",True
ZJ009945,train_features/ZJ009945.jpg,S0009,0.0,0.933,"(166, 4, 165, 346)","[0, 0.4835, 0.5531, 0.5164]",True
ZJ009946,train_features/ZJ009946.jpg,S0071,1.0,0.836,"(238, 620, 80, 134)","[0.6416, 0.4333, 0.1479, 0.1629]",True
ZJ009947,train_features/ZJ009947.jpg,S0031,2.0,0.966,"(213, 4, 143, 241)","[0, 0.5805, 0.389, 0.4194]",True
ZJ009948,train_features/ZJ009948.jpg,S0061,1.0,0.915,"(375, 630, 144, 289)","[0.652, 0.687, 0.3093, 0.2814]",True
ZJ009949,train_features/ZJ009949.jpg,S0054,2.0,0.0322,"(464, 4, 55, 100)","[0, 0.8518, 0.1124, 0.1166]",True
ZJ009950,train_features/ZJ009950.jpg,S0009,0.0,0.14,"(159, 532, 78, 104)","[0.825, 0.4305, 0.1749, 0.2388]",True
ZJ009951,train_features/ZJ009951.jpg,S0150,3.0,0.869,"(186, 442, 111, 194)","[0.6843, 0.5055, 0.3156, 0.3305]",True
ZJ009952,train_features/ZJ009952.jpg,S0163,2.0,0.382,"(172, 49, 75, 64)","[0.07031, 0.4666, 0.1124, 0.2305]",True
ZJ009953,train_features/ZJ009953.jpg,S0038,1.0,0.856,"(429, 872, 90, 69)","[0.9041, 0.787, 0.0802, 0.1814]",True
ZJ009954,train_features/ZJ009954.jpg,S0171,4.0,0.0248,"(4, 4, 232, 352)","[0, 0, 1.0, 1.0]",True
ZJ009955,train_features/ZJ009955.jpg,S0021,2.0,0.00545,"(306, 258, 49, 66)","[0.3968, 0.8388, 0.1156, 0.1583]",True
ZJ009956,train_features/ZJ009956.jpg,S0070,1.0,0.689,"(452, 545, 67, 247)","[0.5635, 0.8296, 0.2656, 0.1388]",True
ZJ009957,train_features/ZJ009957.jpg,S0130,4.0,0.0695,"(199, 434, 33, 45)","[0.6718, 0.5416, 0.08281, 0.1138]",True
ZJ009958,train_features/ZJ009958.jpg,S0053,3.0,0.814,"(224, 180, 157, 183)","[0.1833, 0.4074, 0.1989, 0.3055]",True
ZJ009959,train_features/ZJ009959.jpg,S0009,0.0,0.1,"(164, 4, 174, 30)","[0, 0.4444, 0.05937, 0.5055]",True
ZJ009960,train_features/ZJ009960.jpg,S0050,1.0,,,,False
ZJ009961,train_features/ZJ009961.jpg,S0150,3.0,0.871,"(119, 4, 120, 42)","[0, 0.3194, 0.07812, 0.3555]",True
ZJ009962,train_features/ZJ009962.jpg,S0074,0.0,0.896,"(139, 5, 200, 586)","[0.001562, 0.3749, 0.9281, 0.5777]",True
ZJ009963,train_features/ZJ009963.jpg,S0096,3.0,0.632,"(129, 380, 53, 28)","[0.5875, 0.3472, 0.05624, 0.1694]",True
ZJ009964,train_features/ZJ009964.jpg,S0155,1.0,0.123,"(422, 291, 97, 86)","[0.2989, 0.774, 0.09791, 0.1944]",True
ZJ009965,train_features/ZJ009965.jpg,S0009,0.0,0.739,"(174, 337, 39, 36)","[0.5203, 0.4722, 0.06875, 0.1305]",True
ZJ009966,train_features/ZJ009966.jpg,S0002,4.0,0.00955,"(271, 538, 56, 98)","[0.8343, 0.7416, 0.1656, 0.1777]",True
ZJ009967,train_features/ZJ009967.jpg,S0014,4.0,0.159,"(108, 5, 248, 629)","[0.001562, 0.2888, 0.9953, 0.7111]",True
ZJ009968,train_features/ZJ009968.jpg,S0024,2.0,0.526,"(5, 191, 326, 444)","[0.2921, 0.002985, 0.7062, 0.997]",True
ZJ009969,train_features/ZJ009969.jpg,S0014,4.0,0.921,"(167, 206, 125, 110)","[0.3156, 0.4527, 0.1843, 0.3694]",True
ZJ009970,train_features/ZJ009970.jpg,S0184,0.0,0.791,"(310, 125, 123, 307)","[0.126, 0.5666, 0.3281, 0.2425]",True
ZJ009971,train_features/ZJ009971.jpg,S0060,2.0,0.227,"(413, 172, 95, 51)","[0.175, 0.7574, 0.06145, 0.1907]",True
ZJ009972,train_features/ZJ009972.jpg,S0051,4.0,0.893,"(182, 650, 101, 70)","[0.6729, 0.3296, 0.08124, 0.2018]",True
ZJ009973,train_features/ZJ009973.jpg,S0171,4.0,,,,False
ZJ009974,train_features/ZJ009974.jpg,S0095,2.0,0.932,"(158, 108, 361, 847)","[0.1083, 0.2851, 0.8906, 0.6833]",True
ZJ009975,train_features/ZJ009975.jpg,S0141,3.0,0.715,"(295, 70, 44, 104)","[0.1031, 0.8083, 0.1749, 0.1444]",True
ZJ009976,train_features/ZJ009976.jpg,S0008,4.0,0.692,"(171, 81, 168, 531)","[0.1203, 0.4638, 0.8421, 0.4888]",True
ZJ009977,train_features/ZJ009977.jpg,S0186,4.0,0.662,"(337, 345, 56, 130)","[0.3552, 0.6166, 0.1437, 0.1185]",True
ZJ009978,train_features/ZJ009978.jpg,S0031,2.0,0.498,"(249, 46, 45, 97)","[0.06562, 0.6805, 0.164, 0.1472]",True
ZJ009979,train_features/ZJ009979.jpg,S0062,2.0,0.739,"(286, 693, 44, 121)","[0.7177, 0.5222, 0.1343, 0.09629]",True
ZJ009980,train_features/ZJ009980.jpg,S0060,2.0,0.928,"(259, 4, 255, 347)","[0, 0.4722, 0.3697, 0.487]",True
ZJ009981,train_features/ZJ009981.jpg,S0150,3.0,0.408,"(225, 176, 114, 146)","[0.2687, 0.6138, 0.2406, 0.3388]",True
ZJ009982,train_features/ZJ009982.jpg,S0059,4.0,0.732,"(296, 454, 95, 140)","[0.4687, 0.5407, 0.1541, 0.1907]",True
ZJ009983,train_features/ZJ009983.jpg,S0069,3.0,0.0112,"(431, 701, 88, 114)","[0.726, 0.7907, 0.127, 0.1777]",True
ZJ009984,train_features/ZJ009984.jpg,S0137,2.0,,,,False
ZJ009985,train_features/ZJ009985.jpg,S0038,1.0,0.812,"(439, 871, 80, 85)","[0.9031, 0.8055, 0.09687, 0.1629]",True
ZJ009986,train_features/ZJ009986.jpg,S0147,2.0,0.698,"(257, 396, 19, 50)","[0.6124, 0.7027, 0.09062, 0.075]",True
ZJ009987,train_features/ZJ009987.jpg,S0060,2.0,0.573,"(331, 175, 85, 163)","[0.1781, 0.6055, 0.1781, 0.1722]",True
ZJ009988,train_features/ZJ009988.jpg,S0053,3.0,0.718,"(243, 350, 69, 65)","[0.3604, 0.464, 0.07604, 0.1495]",True
ZJ009989,train_features/ZJ009989.jpg,S0023,2.0,0.774,"(215, 91, 104, 159)","[0.1359, 0.5861, 0.2609, 0.3111]",True
ZJ009990,train_features/ZJ009990.jpg,S0031,2.0,0.578,"(219, 4, 137, 154)","[0, 0.5972, 0.2531, 0.4027]",True
ZJ009991,train_features/ZJ009991.jpg,S0051,4.0,0.753,"(373, 215, 104, 89)","[0.2197, 0.6833, 0.101, 0.2074]",True
ZJ009992,train_features/ZJ009992.jpg,S0060,2.0,0.65,"(332, 289, 71, 194)","[0.2968, 0.6074, 0.2104, 0.1462]",True
ZJ009993,train_features/ZJ009993.jpg,S0171,4.0,,,,False
ZJ009994,train_features/ZJ009994.jpg,S0036,0.0,0.758,"(212, 291, 48, 84)","[0.4484, 0.5777, 0.1437, 0.1555]",True
ZJ009995,train_features/ZJ009995.jpg,S0014,4.0,0.857,"(136, 4, 220, 559)","[0, 0.3666, 0.8859, 0.6333]",True
ZJ009996,train_features/ZJ009996.jpg,S0021,2.0,0.697,"(161, 393, 35, 73)","[0.6078, 0.4361, 0.1265, 0.1194]",True
ZJ009997,train_features/ZJ009997.jpg,S0122,0.0,0.0793,"(282, 360, 58, 91)","[0.5562, 0.7722, 0.1546, 0.1833]",True
ZJ009998,train_features/ZJ009998.jpg,S0002,4.0,,,,False
ZJ009999,train_features/ZJ009999.jpg,S0043,3.0,0.908,"(4, 301, 327, 335)","[0.464, 0, 0.5359, 1.0]",True
ZJ010000,train_features/ZJ010000.jpg,S0026,0.0,0.718,"(177, 544, 99, 92)","[0.8437, 0.4805, 0.1562, 0.2972]",True
ZJ010001,train_features/ZJ010001.jpg,S0060,2.0,0.593,"(354, 542, 124, 307)","[0.5604, 0.6481, 0.3281, 0.2444]",True
ZJ010002,train_features/ZJ010002.jpg,S0122,0.0,0.513,"(273, 421, 66, 215)","[0.6515, 0.7472, 0.3484, 0.2055]",True
ZJ010003,train_features/ZJ010003.jpg,S0060,2.0,0.923,"(348, 22, 119, 159)","[0.01875, 0.637, 0.1739, 0.2351]",True
ZJ010004,train_features/ZJ010004.jpg,S0071,1.0,0.185,"(343, 276, 73, 191)","[0.2833, 0.6277, 0.2072, 0.15]",True
ZJ010005,train_features/ZJ010005.jpg,S0123,0.0,0.0774,"(214, 127, 66, 66)","[0.1921, 0.5833, 0.1156, 0.2055]",True
ZJ010006,train_features/ZJ010006.jpg,S0070,1.0,0.801,"(377, 4, 142, 108)","[0, 0.6907, 0.1208, 0.2777]",True
ZJ010007,train_features/ZJ010007.jpg,S0038,1.0,0.938,"(4, 5, 506, 893)","[0.001041, 0, 0.9385, 0.998]",True
ZJ010008,train_features/ZJ010008.jpg,S0059,4.0,0.855,"(366, 109, 154, 436)","[0.1093, 0.6703, 0.4625, 0.3]",True
ZJ010009,train_features/ZJ010009.jpg,S0141,3.0,0.0404,"(321, 74, 10, 74)","[0.1093, 0.9462, 0.1281, 0.05373]",True
ZJ010010,train_features/ZJ010010.jpg,S0053,3.0,0.574,"(244, 353, 62, 61)","[0.3635, 0.466, 0.07187, 0.1359]",True
ZJ010011,train_features/ZJ010011.jpg,S0088,1.0,0.737,"(194, 243, 40, 58)","[0.3734, 0.5277, 0.1031, 0.1333]",True
ZJ010012,train_features/ZJ010012.jpg,S0069,3.0,0.528,"(295, 368, 176, 166)","[0.3791, 0.5388, 0.1812, 0.3407]",True
ZJ010013,train_features/ZJ010013.jpg,S0122,0.0,0.00669,"(267, 4, 59, 18)","[0, 0.7305, 0.04062, 0.1861]",True
ZJ010014,train_features/ZJ010014.jpg,S0049,3.0,0.108,"(190, 491, 98, 91)","[0.7609, 0.5166, 0.1546, 0.2944]",True
ZJ010015,train_features/ZJ010015.jpg,S0170,1.0,0.0929,"(143, 271, 50, 84)","[0.7416, 0.5791, 0.2555, 0.2416]",True
ZJ010016,train_features/ZJ010016.jpg,S0069,3.0,0.0277,"(346, 485, 173, 443)","[0.501, 0.6333, 0.4697, 0.3351]",True
ZJ010017,train_features/ZJ010017.jpg,S0071,1.0,0.163,"(302, 676, 57, 209)","[0.6999, 0.5518, 0.226, 0.1203]",True
ZJ010018,train_features/ZJ010018.jpg,S0029,4.0,0.0137,"(404, 838, 116, 107)","[0.8687, 0.7407, 0.1197, 0.2296]",True
ZJ010019,train_features/ZJ010019.jpg,S0136,0.0,0.00793,"(58, 47, 36, 30)","[0.06718, 0.15, 0.05937, 0.1222]",True
ZJ010020,train_features/ZJ010020.jpg,S0096,3.0,0.659,"(67, 97, 289, 539)","[0.1453, 0.1749, 0.8546, 0.8249]",True
ZJ010021,train_features/ZJ010021.jpg,S0014,4.0,0.943,"(178, 221, 113, 146)","[0.339, 0.4833, 0.2406, 0.3361]",True
ZJ010022,train_features/ZJ010022.jpg,S0030,1.0,0.894,"(268, 654, 155, 302)","[0.677, 0.4888, 0.3229, 0.3018]",True
ZJ010023,train_features/ZJ010023.jpg,S0073,3.0,,,,False
ZJ010024,train_features/ZJ010024.jpg,S0038,1.0,0.859,"(22, 521, 488, 435)","[0.5385, 0.03495, 0.4614, 0.9631]",True
ZJ010025,train_features/ZJ010025.jpg,S0063,1.0,0.805,"(222, 473, 128, 126)","[0.4885, 0.4037, 0.1395, 0.2518]",True
ZJ010026,train_features/ZJ010026.jpg,S0124,1.0,0.718,"(349, 468, 170, 488)","[0.4833, 0.6388, 0.5166, 0.3296]",True
ZJ010027,train_features/ZJ010027.jpg,S0036,0.0,0.89,"(204, 363, 56, 25)","[0.5609, 0.5555, 0.05156, 0.1777]",True
ZJ010028,train_features/ZJ010028.jpg,S0009,0.0,0.0132,"(142, 359, 97, 277)","[0.5546, 0.3833, 0.4453, 0.2916]",True
ZJ010029,train_features/ZJ010029.jpg,S0014,4.0,0.975,"(123, 4, 232, 288)","[0, 0.3305, 0.4625, 0.6666]",True
ZJ010030,train_features/ZJ010030.jpg,S0149,0.0,0.503,"(4, 61, 326, 575)","[0.08906, 0, 0.9109, 0.997]",True
ZJ010031,train_features/ZJ010031.jpg,S0077,1.0,0.00869,"(217, 421, 17, 44)","[0.6515, 0.5916, 0.08124, 0.06944]",True
ZJ010032,train_features/ZJ010032.jpg,S0043,3.0,0.00576,"(4, 496, 326, 140)","[0.7687, 0, 0.2312, 0.997]",True
ZJ010033,train_features/ZJ010033.jpg,S0004,2.0,0.563,"(322, 315, 18, 109)","[0.4859, 0.8833, 0.1828, 0.07222]",True
ZJ010034,train_features/ZJ010034.jpg,S0071,1.0,0.944,"(218, 460, 274, 460)","[0.4749, 0.3962, 0.4875, 0.5222]",True
ZJ010035,train_features/ZJ010035.jpg,S0038,1.0,0.759,"(342, 379, 169, 185)","[0.3906, 0.6563, 0.201, 0.3436]",True
ZJ010036,train_features/ZJ010036.jpg,S0024,2.0,0.335,"(234, 393, 88, 58)","[0.6078, 0.6865, 0.1031, 0.2865]",True
ZJ010037,train_features/ZJ010037.jpg,S0008,4.0,0.514,"(255, 38, 85, 94)","[0.05312, 0.6972, 0.1593, 0.2583]",True
ZJ010038,train_features/ZJ010038.jpg,S0038,1.0,0.127,"(204, 721, 314, 235)","[0.7468, 0.3703, 0.2531, 0.5962]",True
ZJ010039,train_features/ZJ010039.jpg,S0185,0.0,,,,False
ZJ010040,train_features/ZJ010040.jpg,S0008,4.0,0.799,"(228, 4, 111, 127)","[0, 0.6222, 0.2109, 0.3305]",True
ZJ010041,train_features/ZJ010041.jpg,S0081,1.0,0.961,"(373, 4, 146, 266)","[0, 0.6833, 0.2854, 0.2851]",True
ZJ010042,train_features/ZJ010042.jpg,S0009,0.0,,,,False
ZJ010043,train_features/ZJ010043.jpg,S0185,0.0,0.0819,"(121, 4, 77, 21)","[0, 0.4874, 0.08055, 0.3541]",True
ZJ010044,train_features/ZJ010044.jpg,S0059,4.0,0.853,"(383, 457, 127, 499)","[0.4718, 0.7359, 0.5281, 0.2621]",True
ZJ010045,train_features/ZJ010045.jpg,S0004,2.0,0.367,"(329, 271, 11, 62)","[0.4171, 0.9027, 0.1093, 0.05277]",True
ZJ010046,train_features/ZJ010046.jpg,S0049,3.0,0.492,"(115, 4, 179, 263)","[0, 0.3313, 0.4234, 0.5582]",True
ZJ010047,train_features/ZJ010047.jpg,S0101,1.0,0.0286,"(263, 331, 75, 154)","[0.5109, 0.7194, 0.2531, 0.2305]",True
ZJ010048,train_features/ZJ010048.jpg,S0060,2.0,0.747,"(308, 372, 96, 103)","[0.3833, 0.5629, 0.1156, 0.1925]",True
ZJ010049,train_features/ZJ010049.jpg,S0038,1.0,0.679,"(14, 4, 496, 952)","[0, 0.01941, 1.0, 0.9786]",True
ZJ010050,train_features/ZJ010050.jpg,S0010,2.0,0.916,"(195, 504, 143, 132)","[0.7812, 0.5305, 0.2187, 0.4194]",True
ZJ010051,train_features/ZJ010051.jpg,S0030,1.0,0.489,"(145, 261, 181, 358)","[0.2677, 0.2611, 0.3812, 0.3499]",True
ZJ010052,train_features/ZJ010052.jpg,S0077,1.0,0.325,"(226, 317, 54, 81)","[0.489, 0.6166, 0.139, 0.1722]",True
ZJ010053,train_features/ZJ010053.jpg,S0009,0.0,0.0609,"(175, 114, 45, 62)","[0.1718, 0.4749, 0.1093, 0.1472]",True
ZJ010054,train_features/ZJ010054.jpg,S0023,2.0,0.011,"(327, 542, 13, 52)","[0.8406, 0.8972, 0.09375, 0.05833]",True
ZJ010055,train_features/ZJ010055.jpg,S0120,2.0,0.565,"(273, 4, 103, 120)","[0, 0.4981, 0.1333, 0.2055]",True
ZJ010056,train_features/ZJ010056.jpg,S0167,4.0,0.509,"(117, 273, 32, 79)","[0.7472, 0.4708, 0.2416, 0.1666]",True
ZJ010057,train_features/ZJ010057.jpg,S0157,0.0,,,,False
ZJ010058,train_features/ZJ010058.jpg,S0062,2.0,0.818,"(184, 397, 68, 50)","[0.4093, 0.3333, 0.06041, 0.1407]",True
ZJ010059,train_features/ZJ010059.jpg,S0101,1.0,0.612,"(249, 226, 53, 22)","[0.3468, 0.6805, 0.04687, 0.1694]",True
ZJ010060,train_features/ZJ010060.jpg,S0093,1.0,0.89,"(289, 807, 230, 149)","[0.8364, 0.5277, 0.1635, 0.4407]",True
ZJ010061,train_features/ZJ010061.jpg,S0009,0.0,,,,False
ZJ010062,train_features/ZJ010062.jpg,S0014,4.0,0.0559,"(116, 164, 233, 468)","[0.25, 0.3111, 0.7437, 0.6694]",True
ZJ010063,train_features/ZJ010063.jpg,S0060,2.0,0.025,"(438, 454, 52, 63)","[0.4687, 0.8037, 0.07395, 0.1111]",True
ZJ010064,train_features/ZJ010064.jpg,S0036,0.0,0.455,"(266, 78, 19, 62)","[0.1156, 0.7277, 0.1093, 0.075]",True
ZJ010065,train_features/ZJ010065.jpg,S0026,0.0,0.823,"(164, 142, 93, 117)","[0.2156, 0.4444, 0.1953, 0.2805]",True
ZJ010066,train_features/ZJ010066.jpg,S0018,3.0,0.548,"(428, 573, 68, 59)","[0.5927, 0.7851, 0.06979, 0.1407]",True
ZJ010067,train_features/ZJ010067.jpg,S0069,3.0,0.606,"(470, 164, 38, 142)","[0.1666, 0.8629, 0.1562, 0.08518]",True
ZJ010068,train_features/ZJ010068.jpg,S0053,3.0,0.591,"(227, 610, 88, 34)","[0.6312, 0.4129, 0.04374, 0.1777]",True
ZJ010069,train_features/ZJ010069.jpg,S0036,0.0,0.945,"(54, 4, 285, 632)","[0, 0.1388, 1.0, 0.8138]",True
ZJ010070,train_features/ZJ010070.jpg,S0014,4.0,0.943,"(178, 218, 114, 153)","[0.3343, 0.4833, 0.2515, 0.3388]",True
ZJ010071,train_features/ZJ010071.jpg,S0141,3.0,0.749,"(205, 151, 55, 25)","[0.2296, 0.6, 0.05156, 0.188]",True
ZJ010072,train_features/ZJ010072.jpg,S0083,2.0,0.836,"(437, 700, 82, 76)","[0.725, 0.8018, 0.08749, 0.1666]",True
ZJ010073,train_features/ZJ010073.jpg,S0188,3.0,0.0367,"(130, 296, 34, 14)","[0.8111, 0.525, 0.06111, 0.1749]",True
ZJ010074,train_features/ZJ010074.jpg,S0043,3.0,0.4,"(192, 291, 45, 36)","[0.4484, 0.5222, 0.06875, 0.1472]",True
ZJ010075,train_features/ZJ010075.jpg,S0038,1.0,0.0175,"(4, 4, 346, 35)","[0, 0, 0.04479, 0.6555]",True
ZJ010076,train_features/ZJ010076.jpg,S0010,2.0,0.0272,"(331, 478, 9, 74)","[0.7406, 0.9083, 0.1281, 0.04722]",True
ZJ010077,train_features/ZJ010077.jpg,S0149,0.0,0.937,"(34, 269, 296, 263)","[0.414, 0.08955, 0.4234, 0.9074]",True
ZJ010078,train_features/ZJ010078.jpg,S0141,3.0,0.538,"(274, 277, 32, 59)","[0.4265, 0.75, 0.1046, 0.1111]",True
ZJ010079,train_features/ZJ010079.jpg,S0141,3.0,0.864,"(189, 240, 95, 156)","[0.3687, 0.5138, 0.2562, 0.2861]",True
ZJ010080,train_features/ZJ010080.jpg,S0020,4.0,0.962,"(260, 622, 162, 334)","[0.6437, 0.474, 0.3562, 0.3148]",True
ZJ010081,train_features/ZJ010081.jpg,S0008,4.0,0.252,"(234, 4, 104, 126)","[0, 0.6388, 0.2093, 0.3111]",True
ZJ010082,train_features/ZJ010082.jpg,S0038,1.0,0.021,"(248, 774, 262, 182)","[0.802, 0.4737, 0.1979, 0.5242]",True
ZJ010083,train_features/ZJ010083.jpg,S0089,3.0,0.0429,"(265, 279, 74, 42)","[0.4296, 0.7249, 0.07812, 0.2277]",True
ZJ010084,train_features/ZJ010084.jpg,S0104,1.0,0.69,"(243, 218, 83, 84)","[0.3343, 0.6638, 0.1437, 0.2527]",True
ZJ010085,train_features/ZJ010085.jpg,S0164,4.0,0.791,"(156, 82, 80, 45)","[0.2166, 0.6333, 0.1472, 0.3666]",True
ZJ010086,train_features/ZJ010086.jpg,S0096,3.0,0.706,"(6, 4, 349, 632)","[0, 0.005555, 1.0, 0.9916]",True
ZJ010087,train_features/ZJ010087.jpg,S0036,0.0,0.329,"(198, 4, 103, 101)","[0, 0.5388, 0.1703, 0.3083]",True
ZJ010088,train_features/ZJ010088.jpg,S0060,2.0,0.576,"(477, 602, 43, 268)","[0.6229, 0.8759, 0.2874, 0.09444]",True
ZJ010089,train_features/ZJ010089.jpg,S0053,3.0,0.804,"(85, 678, 244, 169)","[0.702, 0.1499, 0.1843, 0.4666]",True
ZJ010090,train_features/ZJ010090.jpg,S0038,1.0,0.53,"(381, 733, 139, 223)","[0.7593, 0.6981, 0.2406, 0.2722]",True
ZJ010091,train_features/ZJ010091.jpg,S0179,4.0,0.802,"(138, 26, 91, 107)","[0.06111, 0.5583, 0.3194, 0.4124]",True
ZJ010092,train_features/ZJ010092.jpg,S0095,2.0,0.334,"(260, 203, 51, 93)","[0.2072, 0.474, 0.1052, 0.1092]",True
ZJ010093,train_features/ZJ010093.jpg,S0191,1.0,0.499,"(91, 140, 42, 55)","[0.3777, 0.3625, 0.1749, 0.2083]",True
ZJ010094,train_features/ZJ010094.jpg,S0001,0.0,,,,False
ZJ010095,train_features/ZJ010095.jpg,S0089,3.0,0.745,"(265, 73, 74, 170)","[0.1078, 0.7249, 0.2781, 0.2277]",True
ZJ010096,train_features/ZJ010096.jpg,S0059,4.0,0.799,"(297, 718, 90, 134)","[0.7437, 0.5425, 0.1479, 0.1814]",True
ZJ010097,train_features/ZJ010097.jpg,S0071,1.0,0.453,"(360, 815, 26, 45)","[0.8447, 0.6592, 0.0552, 0.06296]",True
ZJ010098,train_features/ZJ010098.jpg,S0026,0.0,0.896,"(103, 434, 220, 202)","[0.6718, 0.2749, 0.3281, 0.6333]",True
ZJ010099,train_features/ZJ010099.jpg,S0014,4.0,0.911,"(291, 78, 64, 223)","[0.1156, 0.7972, 0.3609, 0.2]",True
ZJ010100,train_features/ZJ010100.jpg,S0061,1.0,,,,False
ZJ010101,train_features/ZJ010101.jpg,S0184,0.0,0.755,"(309, 178, 131, 249)","[0.1812, 0.5648, 0.2677, 0.2574]",True
ZJ010102,train_features/ZJ010102.jpg,S0020,4.0,,,,False
ZJ010103,train_features/ZJ010103.jpg,S0138,0.0,0.914,"(136, 389, 84, 126)","[0.6015, 0.3666, 0.2093, 0.2555]",True
ZJ010104,train_features/ZJ010104.jpg,S0096,3.0,0.607,"(130, 379, 53, 29)","[0.5859, 0.3499, 0.05781, 0.1694]",True
ZJ010105,train_features/ZJ010105.jpg,S0038,1.0,0.0238,"(198, 183, 313, 773)","[0.1864, 0.3766, 0.8135, 0.6233]",True
ZJ010106,train_features/ZJ010106.jpg,S0085,4.0,0.654,"(236, 500, 83, 136)","[0.7749, 0.6444, 0.2249, 0.2527]",True
ZJ010107,train_features/ZJ010107.jpg,S0125,2.0,0.0521,"(248, 59, 255, 108)","[0.05729, 0.4518, 0.1208, 0.487]",True
ZJ010108,train_features/ZJ010108.jpg,S0049,3.0,0.67,"(166, 570, 76, 66)","[0.8843, 0.4499, 0.1156, 0.2333]",True
ZJ010109,train_features/ZJ010109.jpg,S0059,4.0,0.467,"(305, 793, 71, 160)","[0.8218, 0.5574, 0.1749, 0.1462]",True
ZJ010110,train_features/ZJ010110.jpg,S0184,0.0,0.792,"(245, 94, 67, 96)","[0.09374, 0.4462, 0.1083, 0.1388]",True
ZJ010111,train_features/ZJ010111.jpg,S0170,1.0,0.654,"(161, 153, 40, 55)","[0.4138, 0.6541, 0.1749, 0.2]",True
ZJ010112,train_features/ZJ010112.jpg,S0080,1.0,0.00834,"(99, 4, 17, 18)","[0, 0.7916, 0.1624, 0.2083]",True
ZJ010113,train_features/ZJ010113.jpg,S0071,1.0,0.352,"(143, 231, 42, 69)","[0.2364, 0.2574, 0.0802, 0.09259]",True
ZJ010114,train_features/ZJ010114.jpg,S0020,4.0,,,,False
ZJ010115,train_features/ZJ010115.jpg,S0123,0.0,0.944,"(257, 422, 80, 85)","[0.6531, 0.7027, 0.1453, 0.2444]",True
ZJ010116,train_features/ZJ010116.jpg,S0161,2.0,0.1,"(249, 45, 90, 59)","[0.06406, 0.6805, 0.1046, 0.2722]",True
ZJ010117,train_features/ZJ010117.jpg,S0141,3.0,0.85,"(301, 291, 39, 55)","[0.4484, 0.825, 0.09843, 0.1305]",True
ZJ010118,train_features/ZJ010118.jpg,S0097,3.0,0.583,"(164, 382, 78, 89)","[0.5906, 0.4444, 0.1515, 0.2388]",True
ZJ010119,train_features/ZJ010119.jpg,S0062,2.0,0.805,"(392, 354, 88, 146)","[0.3645, 0.7185, 0.1604, 0.1777]",True
ZJ010120,train_features/ZJ010120.jpg,S0120,2.0,0.905,"(344, 4, 174, 162)","[0, 0.6296, 0.177, 0.337]",True
ZJ010121,train_features/ZJ010121.jpg,S0060,2.0,0.919,"(369, 40, 150, 428)","[0.03749, 0.6759, 0.4541, 0.2925]",True
ZJ010122,train_features/ZJ010122.jpg,S0022,0.0,0.0576,"(273, 4, 24, 21)","[0, 0.7472, 0.04531, 0.08888]",True
ZJ010123,train_features/ZJ010123.jpg,S0101,1.0,0.179,"(251, 221, 41, 44)","[0.339, 0.6861, 0.08124, 0.1361]",True
ZJ010124,train_features/ZJ010124.jpg,S0176,1.0,0.0215,"(106, 12, 42, 59)","[0.02222, 0.4249, 0.1861, 0.2083]",True
ZJ010125,train_features/ZJ010125.jpg,S0120,2.0,0.812,"(211, 348, 129, 285)","[0.3583, 0.3833, 0.3052, 0.2537]",True
ZJ010126,train_features/ZJ010126.jpg,S0184,0.0,0.692,"(264, 4, 91, 19)","[0, 0.4814, 0.02812, 0.1833]",True
ZJ010127,train_features/ZJ010127.jpg,S0123,0.0,0.26,"(219, 93, 37, 64)","[0.139, 0.5972, 0.1124, 0.125]",True
ZJ010128,train_features/ZJ010128.jpg,S0063,1.0,0.966,"(243, 639, 276, 317)","[0.6614, 0.4425, 0.3385, 0.5259]",True
ZJ010129,train_features/ZJ010129.jpg,S0080,1.0,0.0109,"(100, 4, 16, 151)","[0, 0.7999, 0.9937, 0.2]",True
ZJ010130,train_features/ZJ010130.jpg,S0036,0.0,0.91,"(195, 284, 62, 143)","[0.4374, 0.5305, 0.2359, 0.1944]",True
ZJ010131,train_features/ZJ010131.jpg,S0138,0.0,0.9,"(129, 391, 78, 129)","[0.6046, 0.3472, 0.214, 0.2388]",True
ZJ010132,train_features/ZJ010132.jpg,S0070,1.0,0.955,"(306, 304, 213, 274)","[0.3125, 0.5592, 0.2937, 0.4092]",True
ZJ010133,train_features/ZJ010133.jpg,S0070,1.0,0.867,"(373, 577, 146, 166)","[0.5968, 0.6833, 0.1812, 0.2851]",True
ZJ010134,train_features/ZJ010134.jpg,S0008,4.0,0.801,"(236, 4, 102, 121)","[0, 0.6444, 0.2015, 0.3055]",True
ZJ010135,train_features/ZJ010135.jpg,S0008,4.0,0.629,"(253, 5, 86, 126)","[0.001562, 0.6916, 0.2093, 0.2611]",True
ZJ010136,train_features/ZJ010136.jpg,S0141,3.0,0.696,"(203, 151, 58, 27)","[0.2296, 0.594, 0.05468, 0.197]",True
