,id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
6360,ZJ006360,train_features/ZJ006360.jpg,S0018,3.0,0.00877,"(406, 653, 27, 38)","[0.676, 0.7444, 0.04791, 0.06481]",True,,,
6361,ZJ006361,train_features/ZJ006361.jpg,S0047,2.0,0.832,"(299, 270, 57, 86)","[0.4156, 0.8194, 0.1468, 0.1805]",True,,,
6362,ZJ006362,train_features/ZJ006362.jpg,S0051,4.0,0.848,"(407, 699, 67, 116)","[0.7239, 0.7462, 0.1291, 0.1388]",True,[401 701  68 118],0.4460515081882477,bird
6363,ZJ006363,train_features/ZJ006363.jpg,S0003,2.0,0.0213,"(227, 335, 58, 200)","[0.5171, 0.6194, 0.3249, 0.1833]",True,,,
6364,ZJ006364,train_features/ZJ006364.jpg,S0029,4.0,0.946,"(376, 539, 128, 218)","[0.5572, 0.6888, 0.2354, 0.2518]",True,[371 534 134 227],0.30744293332099915,antelope_duiker
6365,ZJ006365,train_features/ZJ006365.jpg,S0062,2.0,0.941,"(294, 234, 124, 222)","[0.2395, 0.537, 0.2395, 0.2444]",True,[289 228 149 230],0.5656429529190063,animal
6366,ZJ006366,train_features/ZJ006366.jpg,S0009,0.0,0.00534,"(181, 184, 77, 52)","[0.2812, 0.4916, 0.09375, 0.2361]",True,,,
6367,ZJ006367,train_features/ZJ006367.jpg,S0172,0.0,0.292,"(88, 35, 16, 38)","[0.08611, 0.35, 0.1277, 0.1]",True,[83 27 24 50],0.4131016731262207,animal
6368,ZJ006368,train_features/ZJ006368.jpg,S0035,3.0,0.923,"(186, 93, 117, 84)","[0.139, 0.5055, 0.1437, 0.3472]",True,[182  98 122  83],0.4687918424606323,animal
6369,ZJ006369,train_features/ZJ006369.jpg,S0009,0.0,0.842,"(218, 309, 71, 102)","[0.4765, 0.5944, 0.1718, 0.2194]",True,[210 304  68 113],0.3853946626186371,bird
6370,ZJ006370,train_features/ZJ006370.jpg,S0130,4.0,0.29,"(260, 388, 34, 99)","[0.6, 0.7111, 0.1671, 0.1166]",True,,,
6371,ZJ006371,train_features/ZJ006371.jpg,S0036,0.0,0.0183,"(294, 515, 45, 114)","[0.7984, 0.8055, 0.1906, 0.1472]",True,,,
6372,ZJ006372,train_features/ZJ006372.jpg,S0156,0.0,0.931,"(363, 105, 157, 467)","[0.1052, 0.6648, 0.4947, 0.3055]",True,[361 101 161 461],0.32277753949165344,animal
6373,ZJ006373,train_features/ZJ006373.jpg,S0063,1.0,0.961,"(315, 426, 204, 268)","[0.4395, 0.5759, 0.2874, 0.3925]",True,[310 422 209 253],0.3536456525325775,antelope_duiker
6374,ZJ006374,train_features/ZJ006374.jpg,S0008,4.0,0.148,"(173, 213, 94, 38)","[0.3265, 0.4694, 0.07187, 0.2833]",True,,,
6375,ZJ006375,train_features/ZJ006375.jpg,S0071,1.0,0.533,"(263, 217, 38, 30)","[0.2218, 0.4796, 0.03958, 0.08518]",True,,,
6376,ZJ006376,train_features/ZJ006376.jpg,S0069,3.0,0.625,"(497, 368, 22, 82)","[0.3791, 0.9129, 0.09375, 0.05555]",True,,,
6377,ZJ006377,train_features/ZJ006377.jpg,S0022,0.0,0.0798,"(238, 4, 55, 33)","[0, 0.65, 0.06406, 0.1749]",True,,,
6378,ZJ006378,train_features/ZJ006378.jpg,S0043,3.0,0.378,"(4, 475, 335, 161)","[0.7359, 0, 0.264, 0.9527]",True,,,
6379,ZJ006379,train_features/ZJ006379.jpg,S0088,1.0,0.933,"(160, 324, 82, 112)","[0.5, 0.4333, 0.1875, 0.25]",True,[156 321  88 118],0.4033573865890503,antelope_duiker
6380,ZJ006380,train_features/ZJ006380.jpg,S0060,2.0,0.88,"(355, 118, 95, 202)","[0.1187, 0.65, 0.2187, 0.1907]",True,,,
6381,ZJ006381,train_features/ZJ006381.jpg,S0062,2.0,0.908,"(262, 593, 82, 108)","[0.6135, 0.4777, 0.1208, 0.1666]",True,[255 585  90 123],0.5566599369049072,animal
6382,ZJ006382,train_features/ZJ006382.jpg,S0060,2.0,0.869,"(329, 105, 146, 127)","[0.1052, 0.6018, 0.1406, 0.2851]",True,,,
6383,ZJ006383,train_features/ZJ006383.jpg,S0186,4.0,0.148,"(447, 161, 73, 115)","[0.1635, 0.8203, 0.1281, 0.15]",True,,,
6384,ZJ006384,train_features/ZJ006384.jpg,S0051,4.0,0.963,"(189, 308, 173, 188)","[0.3166, 0.3425, 0.2041, 0.3351]",True,[185 303 173 196],0.4735119938850403,antelope_duiker
6385,ZJ006385,train_features/ZJ006385.jpg,S0133,0.0,0.189,"(250, 102, 106, 294)","[0.1531, 0.6833, 0.4718, 0.3166]",True,,,
6386,ZJ006386,train_features/ZJ006386.jpg,S0003,2.0,0.255,"(201, 132, 37, 38)","[0.2, 0.5472, 0.07187, 0.125]",True,,,
6387,ZJ006387,train_features/ZJ006387.jpg,S0125,2.0,0.0138,"(118, 758, 120, 38)","[0.7854, 0.2111, 0.04791, 0.237]",True,[ 70 752 171  47],0.3324640691280365,bird
6388,ZJ006388,train_features/ZJ006388.jpg,S0051,4.0,0.922,"(412, 687, 63, 141)","[0.7114, 0.7555, 0.1552, 0.1314]",True,[406 682  64 152],0.6922234892845154,bird
6389,ZJ006389,train_features/ZJ006389.jpg,S0150,3.0,0.895,"(66, 120, 135, 88)","[0.1812, 0.1722, 0.15, 0.3972]",True,[ 60 113 146 101],0.4284731149673462,bird
6390,ZJ006390,train_features/ZJ006390.jpg,S0081,1.0,0.753,"(351, 604, 120, 205)","[0.6249, 0.6425, 0.2218, 0.237]",True,[303 614 170 194],0.4177480936050415,animal
6391,ZJ006391,train_features/ZJ006391.jpg,S0186,4.0,0.771,"(302, 496, 218, 458)","[0.5124, 0.5518, 0.4854, 0.4185]",True,[301 529 221 424],0.48280835151672363,animal
6392,ZJ006392,train_features/ZJ006392.jpg,S0009,0.0,0.729,"(170, 314, 161, 322)","[0.4843, 0.4955, 0.5156, 0.5044]",True,,,
6393,ZJ006393,train_features/ZJ006393.jpg,S0063,1.0,0.707,"(277, 29, 112, 150)","[0.02604, 0.5055, 0.1645, 0.2222]",True,,,
6394,ZJ006394,train_features/ZJ006394.jpg,S0014,4.0,0.0345,"(129, 120, 199, 507)","[0.1812, 0.3472, 0.8046, 0.5749]",True,,,
6395,ZJ006395,train_features/ZJ006395.jpg,S0043,3.0,0.607,"(4, 4, 335, 632)","[0, 0, 1.0, 0.9527]",True,,,
6396,ZJ006396,train_features/ZJ006396.jpg,S0009,0.0,0.0163,"(133, 291, 41, 28)","[0.4484, 0.3583, 0.05624, 0.1361]",True,,,
6397,ZJ006397,train_features/ZJ006397.jpg,S0188,3.0,,,,False,,,
6398,ZJ006398,train_features/ZJ006398.jpg,S0129,1.0,0.924,"(236, 244, 104, 266)","[0.375, 0.6444, 0.4281, 0.3111]",True,[233 246 110 257],0.5059870481491089,animal
6399,ZJ006399,train_features/ZJ006399.jpg,S0063,1.0,0.484,"(468, 469, 51, 192)","[0.4843, 0.8592, 0.2083, 0.1092]",True,,,
6400,ZJ006400,train_features/ZJ006400.jpg,S0170,1.0,0.00511,"(158, 50, 35, 54)","[0.1277, 0.6416, 0.1722, 0.1791]",True,,,
6401,ZJ006401,train_features/ZJ006401.jpg,S0071,1.0,0.85,"(432, 318, 88, 58)","[0.327, 0.7925, 0.06875, 0.1777]",True,,,
6402,ZJ006402,train_features/ZJ006402.jpg,S0028,2.0,0.916,"(168, 200, 132, 172)","[0.3062, 0.4555, 0.2812, 0.3888]",True,[164 195 137 176],0.4906652867794037,monkey_prosimian
6403,ZJ006403,train_features/ZJ006403.jpg,S0101,1.0,0.568,"(262, 327, 77, 155)","[0.5046, 0.7166, 0.2546, 0.2361]",True,,,
6404,ZJ006404,train_features/ZJ006404.jpg,S0101,1.0,0.255,"(194, 246, 59, 75)","[0.3781, 0.5277, 0.1296, 0.1861]",True,,,
6405,ZJ006405,train_features/ZJ006405.jpg,S0020,4.0,0.665,"(304, 434, 51, 62)","[0.4479, 0.5555, 0.07291, 0.1092]",True,,,
6406,ZJ006406,train_features/ZJ006406.jpg,S0080,1.0,0.166,"(92, 111, 16, 44)","[0.6687, 0.7333, 0.3249, 0.2]",True,[ 88 105  23  51],0.48293933272361755,animal
6407,ZJ006407,train_features/ZJ006407.jpg,S0081,1.0,0.66,"(307, 106, 159, 161)","[0.1062, 0.5611, 0.176, 0.3092]",True,,,
6408,ZJ006408,train_features/ZJ006408.jpg,S0036,0.0,0.952,"(243, 40, 97, 250)","[0.05625, 0.6638, 0.4031, 0.2916]",True,[238  35 104 264],0.43337252736091614,monkey_prosimian
6409,ZJ006409,train_features/ZJ006409.jpg,S0036,0.0,0.454,"(316, 267, 24, 70)","[0.4109, 0.8666, 0.1218, 0.08888]",True,,,
6410,ZJ006410,train_features/ZJ006410.jpg,S0014,4.0,0.156,"(122, 119, 220, 502)","[0.1796, 0.3277, 0.7968, 0.6333]",True,,,
6411,ZJ006411,train_features/ZJ006411.jpg,S0043,3.0,0.712,"(218, 181, 43, 139)","[0.2765, 0.5944, 0.2296, 0.1416]",True,,,
6412,ZJ006412,train_features/ZJ006412.jpg,S0122,0.0,0.00833,"(261, 489, 77, 147)","[0.7578, 0.7138, 0.2421, 0.2361]",True,,,
6413,ZJ006413,train_features/ZJ006413.jpg,S0076,3.0,0.00754,"(206, 538, 37, 58)","[0.8343, 0.6029, 0.1031, 0.1343]",True,,,
6414,ZJ006414,train_features/ZJ006414.jpg,S0123,0.0,0.016,"(226, 378, 32, 42)","[0.5843, 0.6166, 0.07812, 0.1111]",True,,,
6415,ZJ006415,train_features/ZJ006415.jpg,S0070,1.0,0.972,"(4, 128, 515, 357)","[0.1291, 0, 0.3802, 0.9685]",True,[  0 124 522 366],0.5490676164627075,monkey_prosimian
6416,ZJ006416,train_features/ZJ006416.jpg,S0030,1.0,0.564,"(265, 441, 76, 67)","[0.4552, 0.4833, 0.07812, 0.1555]",True,,,
6417,ZJ006417,train_features/ZJ006417.jpg,S0059,4.0,0.642,"(397, 769, 85, 98)","[0.7968, 0.7277, 0.1104, 0.1722]",True,[395 767  89  90],0.5527146458625793,animal
6418,ZJ006418,train_features/ZJ006418.jpg,S0009,0.0,0.164,"(202, 229, 55, 88)","[0.3515, 0.5499, 0.15, 0.1749]",True,[196 223  59  96],0.4035160541534424,bird
6419,ZJ006419,train_features/ZJ006419.jpg,S0022,0.0,0.308,"(241, 4, 115, 144)","[0, 0.6583, 0.2374, 0.3416]",True,,,
6420,ZJ006420,train_features/ZJ006420.jpg,S0088,1.0,,,,False,,,
6421,ZJ006421,train_features/ZJ006421.jpg,S0002,4.0,0.371,"(256, 32, 84, 46)","[0.04374, 0.7, 0.08437, 0.2555]",True,[251  27  91  58],0.4816359579563141,monkey_prosimian
6422,ZJ006422,train_features/ZJ006422.jpg,S0016,1.0,0.818,"(232, 305, 276, 88)","[0.3135, 0.4222, 0.1, 0.5259]",True,[227 291 257 107],0.6500064730644226,bird
6423,ZJ006423,train_features/ZJ006423.jpg,S0125,2.0,0.0107,"(505, 466, 14, 27)","[0.4812, 0.9277, 0.03645, 0.04074]",True,,,
6424,ZJ006424,train_features/ZJ006424.jpg,S0060,2.0,0.779,"(307, 276, 87, 274)","[0.2833, 0.5611, 0.2937, 0.1759]",True,,,
6425,ZJ006425,train_features/ZJ006425.jpg,S0004,2.0,0.365,"(296, 562, 27, 12)","[0.8718, 0.8111, 0.03125, 0.09722]",True,[281 557  45  21],0.3986511528491974,bird
6426,ZJ006426,train_features/ZJ006426.jpg,S0022,0.0,0.327,"(243, 4, 113, 144)","[0, 0.6638, 0.2374, 0.3361]",True,,,
6427,ZJ006427,train_features/ZJ006427.jpg,S0141,3.0,0.68,"(301, 4, 30, 90)","[0, 0.8865, 0.1531, 0.1134]",True,[297   0  37  98],0.34180331230163574,animal
6428,ZJ006428,train_features/ZJ006428.jpg,S0002,4.0,0.394,"(5, 368, 330, 268)","[0.5687, 0.002777, 0.4312, 0.9388]",True,[  0 366 324 272],0.3145146071910858,animal
6429,ZJ006429,train_features/ZJ006429.jpg,S0101,1.0,0.276,"(241, 195, 39, 80)","[0.2984, 0.6583, 0.1375, 0.1305]",True,,,
6430,ZJ006430,train_features/ZJ006430.jpg,S0022,0.0,0.0314,"(242, 4, 32, 22)","[0, 0.6611, 0.04687, 0.1111]",True,,,
6431,ZJ006431,train_features/ZJ006431.jpg,S0097,3.0,0.376,"(150, 436, 65, 94)","[0.6749, 0.4055, 0.1593, 0.2027]",True,,,
6432,ZJ006432,train_features/ZJ006432.jpg,S0030,1.0,0.896,"(229, 17, 240, 463)","[0.01354, 0.4166, 0.4906, 0.4592]",True,[235  16 231 465],0.3057062327861786,animal
6433,ZJ006433,train_features/ZJ006433.jpg,S0146,1.0,0.822,"(193, 486, 97, 131)","[0.7531, 0.5641, 0.2171, 0.3134]",True,[193 450  92 169],0.44417664408683777,animal
6434,ZJ006434,train_features/ZJ006434.jpg,S0043,3.0,0.812,"(72, 376, 141, 65)","[0.5812, 0.1888, 0.114, 0.4138]",True,[ 55 371 161  69],0.47746482491493225,animal
6435,ZJ006435,train_features/ZJ006435.jpg,S0069,3.0,0.266,"(294, 642, 222, 235)","[0.6645, 0.537, 0.2531, 0.4259]",True,,,
6436,ZJ006436,train_features/ZJ006436.jpg,S0020,4.0,0.924,"(283, 481, 112, 265)","[0.4968, 0.5166, 0.2843, 0.2222]",True,[278 487 122 266],0.5451416969299316,animal
6437,ZJ006437,train_features/ZJ006437.jpg,S0043,3.0,0.123,"(64, 414, 266, 222)","[0.6406, 0.1791, 0.3593, 0.8179]",True,,,
6438,ZJ006438,train_features/ZJ006438.jpg,S0059,4.0,0.87,"(310, 546, 171, 164)","[0.5645, 0.5666, 0.1791, 0.3314]",True,[346 542 135  61],0.4152635633945465,animal
6439,ZJ006439,train_features/ZJ006439.jpg,S0088,1.0,0.579,"(276, 359, 47, 103)","[0.5546, 0.7555, 0.1734, 0.1527]",True,,,
6440,ZJ006440,train_features/ZJ006440.jpg,S0160,0.0,0.758,"(147, 4, 185, 311)","[0, 0.3972, 0.4984, 0.5361]",True,[145  15 196 297],0.6426194906234741,leopard
6441,ZJ006441,train_features/ZJ006441.jpg,S0029,4.0,0.0135,"(276, 537, 78, 145)","[0.5552, 0.5037, 0.1593, 0.1592]",True,,,
6442,ZJ006442,train_features/ZJ006442.jpg,S0036,0.0,,,,False,,,
6443,ZJ006443,train_features/ZJ006443.jpg,S0060,2.0,0.638,"(294, 505, 64, 262)","[0.5218, 0.537, 0.2812, 0.1333]",True,,,
6444,ZJ006444,train_features/ZJ006444.jpg,S0060,2.0,0.4,"(409, 275, 57, 56)","[0.2822, 0.75, 0.06666, 0.1203]",True,,,
6445,ZJ006445,train_features/ZJ006445.jpg,S0069,3.0,0.0863,"(506, 452, 14, 157)","[0.4666, 0.9296, 0.1718, 0.04074]",True,,,
6446,ZJ006446,train_features/ZJ006446.jpg,S0038,1.0,0.841,"(438, 185, 82, 104)","[0.1885, 0.8037, 0.1166, 0.1666]",True,[433 188  89 109],0.4607512056827545,monkey_prosimian
6447,ZJ006447,train_features/ZJ006447.jpg,S0005,4.0,0.589,"(203, 324, 138, 105)","[0.5, 0.5527, 0.1765, 0.4055]",True,[119 338  92  79],0.35668227076530457,monkey_prosimian
6448,ZJ006448,train_features/ZJ006448.jpg,S0147,2.0,0.84,"(262, 315, 25, 79)","[0.4859, 0.7166, 0.1359, 0.09166]",True,[257 309  35  88],0.4779297709465027,animal
6449,ZJ006449,train_features/ZJ006449.jpg,S0139,4.0,0.189,"(403, 4, 117, 74)","[0, 0.7388, 0.08541, 0.2314]",True,,,
6450,ZJ006450,train_features/ZJ006450.jpg,S0008,4.0,0.822,"(122, 269, 163, 367)","[0.414, 0.3277, 0.5859, 0.4749]",True,,,
6451,ZJ006451,train_features/ZJ006451.jpg,S0141,3.0,0.769,"(203, 142, 58, 37)","[0.2156, 0.594, 0.07031, 0.197]",True,[198 139  64  44],0.3955543041229248,bird
6452,ZJ006452,train_features/ZJ006452.jpg,S0063,1.0,0.871,"(202, 569, 172, 264)","[0.5885, 0.3666, 0.2833, 0.3333]",True,[199 563 172 271],0.3940754234790802,animal
6453,ZJ006453,train_features/ZJ006453.jpg,S0036,0.0,,,,False,,,
6454,ZJ006454,train_features/ZJ006454.jpg,S0031,2.0,0.511,"(237, 4, 119, 150)","[0, 0.6472, 0.2468, 0.3527]",True,[248   0 111 161],0.4389628469944,animal
6455,ZJ006455,train_features/ZJ006455.jpg,S0063,1.0,0.967,"(284, 38, 235, 407)","[0.03541, 0.5185, 0.4322, 0.4499]",True,[281  34 241 414],0.48580506443977356,antelope_duiker
6456,ZJ006456,train_features/ZJ006456.jpg,S0180,4.0,0.131,"(65, 106, 90, 86)","[0.2833, 0.2541, 0.2611, 0.4083]",True,,,
6457,ZJ006457,train_features/ZJ006457.jpg,S0009,0.0,0.933,"(152, 383, 111, 213)","[0.5921, 0.4111, 0.3453, 0.3305]",True,[148 380 118 215],0.3375576138496399,hog
6458,ZJ006458,train_features/ZJ006458.jpg,S0123,0.0,0.9,"(220, 128, 63, 67)","[0.1937, 0.6, 0.1171, 0.1972]",True,[215 126  70  71],0.4707348644733429,animal
6459,ZJ006459,train_features/ZJ006459.jpg,S0063,1.0,0.967,"(225, 450, 295, 196)","[0.4645, 0.4092, 0.2125, 0.5611]",True,[220 448 302 201],0.5196675062179565,animal
6460,ZJ006460,train_features/ZJ006460.jpg,S0080,1.0,,,,False,[63 97 48 62],0.42021238803863525,animal
6461,ZJ006461,train_features/ZJ006461.jpg,S0120,2.0,0.889,"(215, 579, 122, 167)","[0.5989, 0.3907, 0.1822, 0.2407]",True,[207 573 117 175],0.4104551672935486,bird
6462,ZJ006462,train_features/ZJ006462.jpg,S0059,4.0,0.733,"(335, 4, 121, 274)","[0, 0.6129, 0.2937, 0.2388]",True,,,
6463,ZJ006463,train_features/ZJ006463.jpg,S0042,3.0,,,,False,,,
6464,ZJ006464,train_features/ZJ006464.jpg,S0060,2.0,0.763,"(414, 535, 105, 421)","[0.5531, 0.7592, 0.4468, 0.2092]",True,,,
6465,ZJ006465,train_features/ZJ006465.jpg,S0155,1.0,0.029,"(334, 751, 45, 94)","[0.7781, 0.6407, 0.1062, 0.1029]",True,[367  43 145  99],0.40852785110473633,leopard
6466,ZJ006466,train_features/ZJ006466.jpg,S0032,3.0,0.744,"(145, 231, 87, 122)","[0.3546, 0.3916, 0.2031, 0.2638]",True,,,
6467,ZJ006467,train_features/ZJ006467.jpg,S0157,0.0,0.087,"(266, 62, 73, 128)","[0.09062, 0.7277, 0.2125, 0.2249]",True,,,
6468,ZJ006468,train_features/ZJ006468.jpg,S0122,0.0,0.834,"(291, 467, 49, 169)","[0.7234, 0.7972, 0.2765, 0.1583]",True,[290 465  53 174],0.3900761604309082,animal
6469,ZJ006469,train_features/ZJ006469.jpg,S0022,0.0,0.925,"(234, 306, 110, 58)","[0.4718, 0.6388, 0.1031, 0.3277]",True,[231 299 104  72],0.7210863828659058,bird
6470,ZJ006470,train_features/ZJ006470.jpg,S0069,3.0,0.655,"(307, 740, 73, 80)","[0.7666, 0.5611, 0.09166, 0.15]",True,,,
6471,ZJ006471,train_features/ZJ006471.jpg,S0029,4.0,0.102,"(385, 578, 34, 101)","[0.5979, 0.7055, 0.1135, 0.07777]",True,,,
6472,ZJ006472,train_features/ZJ006472.jpg,S0176,1.0,0.927,"(122, 76, 54, 51)","[0.2, 0.4916, 0.1638, 0.2583]",True,[117  70  61  60],0.37852051854133606,antelope_duiker
6473,ZJ006473,train_features/ZJ006473.jpg,S0026,0.0,0.739,"(172, 130, 87, 131)","[0.1968, 0.4666, 0.2171, 0.2638]",True,[166 124  89 132],0.4487724006175995,bird
6474,ZJ006474,train_features/ZJ006474.jpg,S0059,4.0,0.949,"(356, 585, 163, 319)","[0.6052, 0.6518, 0.3406, 0.3166]",True,[354 580 167 327],0.5174811482429504,animal
6475,ZJ006475,train_features/ZJ006475.jpg,S0027,3.0,0.952,"(184, 223, 171, 412)","[0.3421, 0.4999, 0.6562, 0.4972]",True,[182 217 176 417],0.40053197741508484,monkey_prosimian
6476,ZJ006476,train_features/ZJ006476.jpg,S0161,2.0,0.595,"(173, 85, 149, 165)","[0.1265, 0.4694, 0.2703, 0.4361]",True,,,
6477,ZJ006477,train_features/ZJ006477.jpg,S0096,3.0,0.326,"(125, 379, 57, 34)","[0.5859, 0.3361, 0.06562, 0.1805]",True,[121 373  65  41],0.44565871357917786,bird
6478,ZJ006478,train_features/ZJ006478.jpg,S0184,0.0,0.919,"(233, 794, 138, 103)","[0.8229, 0.424, 0.1156, 0.2703]",True,[225 789 149 110],0.3227629065513611,animal
6479,ZJ006479,train_features/ZJ006479.jpg,S0060,2.0,0.943,"(379, 4, 128, 194)","[0, 0.6944, 0.2104, 0.2518]",True,,,
6480,ZJ006480,train_features/ZJ006480.jpg,S0125,2.0,,,,False,,,
6481,ZJ006481,train_features/ZJ006481.jpg,S0179,4.0,0.265,"(137, 4, 99, 9)","[0, 0.5541, 0.04722, 0.4458]",True,,,
6482,ZJ006482,train_features/ZJ006482.jpg,S0157,0.0,0.0107,"(179, 459, 158, 46)","[0.7109, 0.4861, 0.08437, 0.4611]",True,,,
6483,ZJ006483,train_features/ZJ006483.jpg,S0059,4.0,0.379,"(404, 406, 36, 66)","[0.4187, 0.7407, 0.07708, 0.08148]",True,,,
6484,ZJ006484,train_features/ZJ006484.jpg,S0120,2.0,0.91,"(209, 581, 143, 209)","[0.601, 0.3796, 0.226, 0.2796]",True,,,
6485,ZJ006485,train_features/ZJ006485.jpg,S0056,2.0,0.00559,"(59, 4, 34, 18)","[0, 0.4583, 0.1624, 0.3499]",True,,,
6486,ZJ006486,train_features/ZJ006486.jpg,S0085,4.0,0.00753,"(179, 434, 19, 49)","[0.6718, 0.4861, 0.08906, 0.075]",True,,,
6487,ZJ006487,train_features/ZJ006487.jpg,S0060,2.0,0.822,"(319, 151, 94, 317)","[0.1531, 0.5833, 0.3385, 0.1888]",True,,,
6488,ZJ006488,train_features/ZJ006488.jpg,S0159,2.0,0.405,"(329, 190, 27, 94)","[0.2906, 0.9027, 0.1593, 0.09722]",True,,,
6489,ZJ006489,train_features/ZJ006489.jpg,S0008,4.0,0.71,"(222, 401, 39, 77)","[0.6203, 0.6055, 0.1328, 0.1305]",True,[171 207  92  63],0.48411667346954346,bird
6490,ZJ006490,train_features/ZJ006490.jpg,S0002,4.0,0.679,"(69, 512, 270, 124)","[0.7937, 0.1805, 0.2062, 0.7722]",True,,,
6491,ZJ006491,train_features/ZJ006491.jpg,S0043,3.0,,,,False,,,
6492,ZJ006492,train_features/ZJ006492.jpg,S0043,3.0,0.874,"(4, 528, 327, 108)","[0.8187, 0, 0.1812, 1.0]",True,[  0 522 334 116],0.3139401972293854,animal
6493,ZJ006493,train_features/ZJ006493.jpg,S0009,0.0,0.79,"(139, 41, 200, 315)","[0.05781, 0.3749, 0.5046, 0.5777]",True,,,
6494,ZJ006494,train_features/ZJ006494.jpg,S0063,1.0,0.972,"(267, 34, 252, 375)","[0.03125, 0.487, 0.3989, 0.4814]",True,[262  25 234 384],0.438742071390152,antelope_duiker
6495,ZJ006495,train_features/ZJ006495.jpg,S0083,2.0,0.936,"(4, 4, 516, 952)","[0, 0, 1.0, 0.9703]",True,[  0   1 523 957],0.5759313702583313,leopard
6496,ZJ006496,train_features/ZJ006496.jpg,S0136,0.0,0.797,"(230, 322, 80, 131)","[0.4968, 0.6277, 0.2171, 0.2444]",True,[227 319  88 136],0.3140084743499756,animal
6497,ZJ006497,train_features/ZJ006497.jpg,S0029,4.0,,,,False,,,
6498,ZJ006498,train_features/ZJ006498.jpg,S0183,0.0,0.0204,"(130, 230, 55, 41)","[0.6277, 0.525, 0.1361, 0.2624]",True,,,
6499,ZJ006499,train_features/ZJ006499.jpg,S0074,0.0,0.629,"(284, 397, 56, 49)","[0.614, 0.7777, 0.08906, 0.1777]",True,[143 135  82  75],0.4293135404586792,monkey_prosimian
6500,ZJ006500,train_features/ZJ006500.jpg,S0101,1.0,0.0986,"(242, 219, 38, 45)","[0.3359, 0.6611, 0.08281, 0.1277]",True,[203 264 100  89],0.315296471118927,animal
6501,ZJ006501,train_features/ZJ006501.jpg,S0009,0.0,0.802,"(192, 120, 64, 105)","[0.1812, 0.5222, 0.1765, 0.2]",True,[187 114  72  84],0.4422205090522766,animal
6502,ZJ006502,train_features/ZJ006502.jpg,S0036,0.0,0.195,"(4, 4, 81, 77)","[0, 0, 0.1328, 0.2472]",True,,,
6503,ZJ006503,train_features/ZJ006503.jpg,S0176,1.0,0.131,"(4, 4, 231, 352)","[0, 0, 1.0, 0.9958]",True,,,
6504,ZJ006504,train_features/ZJ006504.jpg,S0020,4.0,0.941,"(260, 614, 182, 236)","[0.6354, 0.474, 0.2541, 0.3518]",True,[255 607 188 246],0.44345828890800476,animal
6505,ZJ006505,train_features/ZJ006505.jpg,S0013,3.0,0.845,"(192, 228, 68, 100)","[0.3499, 0.5222, 0.1687, 0.2111]",True,[187 227  66 106],0.49349072575569153,animal
6506,ZJ006506,train_features/ZJ006506.jpg,S0026,0.0,0.953,"(154, 115, 201, 521)","[0.1734, 0.4166, 0.8265, 0.5805]",True,[149 108 208 530],0.3570978343486786,animal
6507,ZJ006507,train_features/ZJ006507.jpg,S0059,4.0,0.874,"(421, 802, 98, 66)","[0.8312, 0.7722, 0.07708, 0.1962]",True,[418 795 105  72],0.5235980749130249,animal
6508,ZJ006508,train_features/ZJ006508.jpg,S0110,4.0,0.77,"(148, 492, 126, 85)","[0.7625, 0.4, 0.1453, 0.3722]",True,,,
6509,ZJ006509,train_features/ZJ006509.jpg,S0080,1.0,0.0552,"(84, 98, 22, 8)","[0.5874, 0.6666, 0.1, 0.25]",True,,,
6510,ZJ006510,train_features/ZJ006510.jpg,S0008,4.0,0.575,"(253, 4, 86, 125)","[0, 0.6916, 0.2078, 0.2611]",True,,,
6511,ZJ006511,train_features/ZJ006511.jpg,S0014,4.0,0.947,"(225, 323, 131, 313)","[0.4984, 0.6138, 0.5015, 0.3861]",True,[221 320 138 319],0.31988149881362915,animal
6512,ZJ006512,train_features/ZJ006512.jpg,S0043,3.0,0.879,"(4, 470, 327, 166)","[0.7281, 0, 0.2718, 1.0]",True,,,
6513,ZJ006513,train_features/ZJ006513.jpg,S0014,4.0,0.0874,"(147, 122, 140, 144)","[0.1843, 0.3972, 0.2374, 0.4111]",True,,,
6514,ZJ006514,train_features/ZJ006514.jpg,S0030,1.0,0.75,"(198, 873, 83, 69)","[0.9052, 0.3592, 0.0802, 0.1685]",True,,,
6515,ZJ006515,train_features/ZJ006515.jpg,S0073,3.0,0.816,"(214, 165, 46, 86)","[0.2515, 0.5833, 0.1468, 0.15]",True,[208 186  53  68],0.4673198461532593,animal
6516,ZJ006516,train_features/ZJ006516.jpg,S0060,2.0,0.704,"(346, 132, 137, 59)","[0.1333, 0.6333, 0.06979, 0.2685]",True,,,
6517,ZJ006517,train_features/ZJ006517.jpg,S0009,0.0,0.942,"(141, 78, 120, 196)","[0.1156, 0.3805, 0.3187, 0.3555]",True,[135  74 127 200],0.38160091638565063,hog
6518,ZJ006518,train_features/ZJ006518.jpg,S0170,1.0,0.791,"(158, 303, 78, 53)","[0.8305, 0.6416, 0.1694, 0.3583]",True,,,
6519,ZJ006519,train_features/ZJ006519.jpg,S0062,2.0,0.895,"(280, 596, 83, 40)","[0.6166, 0.5111, 0.05, 0.1685]",True,[273 589  93  50],0.47304919362068176,animal
6520,ZJ006520,train_features/ZJ006520.jpg,S0133,0.0,0.0338,"(317, 222, 39, 187)","[0.3406, 0.8694, 0.3046, 0.1305]",True,,,
