id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ019063,test_features/ZJ019063.jpg,S0086,0.61,"(122, 186, 98, 53)","[0.5687, 0.4916, 0.1906, 0.4416]",True
ZJ019064,test_features/ZJ019064.jpg,S0086,0.029,"(78, 28, 60, 75)","[0.075, 0.3083, 0.2593, 0.2833]",True
ZJ019065,test_features/ZJ019065.jpg,S0162,,,,False
ZJ019066,test_features/ZJ019066.jpg,S0162,0.902,"(244, 274, 274, 142)","[0.2812, 0.4444, 0.1562, 0.5222]",True
ZJ019067,test_features/ZJ019067.jpg,S0165,0.312,"(278, 534, 61, 102)","[0.8281, 0.7611, 0.1718, 0.1916]",True
ZJ019068,test_features/ZJ019068.jpg,S0128,0.765,"(269, 292, 33, 19)","[0.4499, 0.7361, 0.04218, 0.1138]",True
ZJ019069,test_features/ZJ019069.jpg,S0111,0.924,"(231, 341, 125, 193)","[0.5265, 0.6305, 0.314, 0.3694]",True
ZJ019070,test_features/ZJ019070.jpg,S0055,0.854,"(137, 537, 174, 99)","[0.8328, 0.3694, 0.1671, 0.5055]",True
ZJ019071,test_features/ZJ019071.jpg,S0116,0.545,"(306, 110, 34, 65)","[0.1656, 0.8388, 0.114, 0.1166]",True
ZJ019072,test_features/ZJ019072.jpg,S0111,0.709,"(251, 119, 57, 59)","[0.1796, 0.6861, 0.1046, 0.1805]",True
ZJ019073,test_features/ZJ019073.jpg,S0100,0.917,"(136, 4, 203, 285)","[0, 0.3666, 0.4578, 0.5861]",True
ZJ019074,test_features/ZJ019074.jpg,S0082,0.669,"(245, 22, 205, 171)","[0.01874, 0.4462, 0.1864, 0.3944]",True
ZJ019075,test_features/ZJ019075.jpg,S0114,0.117,"(5, 4, 334, 632)","[0, 0.002777, 1.0, 0.9499]",True
ZJ019076,test_features/ZJ019076.jpg,S0034,,,,False
ZJ019077,test_features/ZJ019077.jpg,S0142,0.0375,"(323, 406, 33, 57)","[0.6281, 0.8861, 0.1015, 0.1138]",True
ZJ019078,test_features/ZJ019078.jpg,S0114,0.522,"(4, 4, 327, 524)","[0, 0, 0.8312, 1.0]",True
ZJ019079,test_features/ZJ019079.jpg,S0067,,,,False
ZJ019080,test_features/ZJ019080.jpg,S0064,0.245,"(276, 661, 55, 163)","[0.6843, 0.5037, 0.1781, 0.1166]",True
ZJ019081,test_features/ZJ019081.jpg,S0072,0.946,"(396, 408, 123, 147)","[0.4208, 0.7259, 0.1614, 0.2425]",True
ZJ019082,test_features/ZJ019082.jpg,S0052,0.901,"(285, 486, 234, 470)","[0.502, 0.5203, 0.4979, 0.4481]",True
ZJ019083,test_features/ZJ019083.jpg,S0100,0.365,"(265, 144, 58, 62)","[0.2187, 0.7249, 0.1093, 0.1833]",True
ZJ019084,test_features/ZJ019084.jpg,S0066,0.944,"(169, 428, 187, 138)","[0.6625, 0.4583, 0.2281, 0.5416]",True
ZJ019085,test_features/ZJ019085.jpg,S0040,0.776,"(203, 304, 187, 86)","[0.3124, 0.3864, 0.09791, 0.3786]",True
ZJ019086,test_features/ZJ019086.jpg,S0166,0.084,"(239, 339, 116, 291)","[0.5234, 0.6527, 0.4671, 0.3444]",True
ZJ019087,test_features/ZJ019087.jpg,S0040,0.588,"(183, 4, 335, 636)","[0, 0.3314, 0.6708, 0.6351]",True
ZJ019088,test_features/ZJ019088.jpg,S0128,0.93,"(253, 278, 86, 43)","[0.4281, 0.6916, 0.07968, 0.2611]",True
ZJ019089,test_features/ZJ019089.jpg,S0199,0.0322,"(144, 99, 17, 25)","[0.2638, 0.5833, 0.09166, 0.1041]",True
ZJ019090,test_features/ZJ019090.jpg,S0091,0.783,"(334, 555, 170, 281)","[0.5739, 0.6111, 0.301, 0.3296]",True
ZJ019091,test_features/ZJ019091.jpg,S0064,0.485,"(343, 354, 86, 282)","[0.3645, 0.6277, 0.302, 0.174]",True
ZJ019092,test_features/ZJ019092.jpg,S0116,0.707,"(257, 342, 73, 80)","[0.5281, 0.7027, 0.1375, 0.2249]",True
ZJ019093,test_features/ZJ019093.jpg,S0162,0.859,"(299, 412, 82, 158)","[0.425, 0.5462, 0.1729, 0.1666]",True
ZJ019094,test_features/ZJ019094.jpg,S0040,0.198,"(291, 4, 227, 683)","[0, 0.5314, 0.7197, 0.4351]",True
ZJ019095,test_features/ZJ019095.jpg,S0132,0.922,"(116, 235, 159, 108)","[0.3609, 0.3111, 0.1812, 0.4638]",True
ZJ019096,test_features/ZJ019096.jpg,S0034,0.838,"(298, 286, 42, 109)","[0.4406, 0.8166, 0.1828, 0.1388]",True
ZJ019097,test_features/ZJ019097.jpg,S0067,0.865,"(171, 4, 127, 94)","[0, 0.4638, 0.1593, 0.375]",True
ZJ019098,test_features/ZJ019098.jpg,S0040,0.0162,"(376, 341, 26, 51)","[0.351, 0.6888, 0.06145, 0.06296]",True
ZJ019099,test_features/ZJ019099.jpg,S0052,,,,False
ZJ019100,test_features/ZJ019100.jpg,S0066,,,,False
ZJ019101,test_features/ZJ019101.jpg,S0195,0.186,"(7, 4, 215, 17)","[0, 0.01249, 0.06944, 0.9291]",True
ZJ019102,test_features/ZJ019102.jpg,S0040,0.592,"(230, 749, 107, 161)","[0.776, 0.4185, 0.176, 0.2129]",True
ZJ019103,test_features/ZJ019103.jpg,S0116,,,,False
ZJ019104,test_features/ZJ019104.jpg,S0037,,,,False
ZJ019105,test_features/ZJ019105.jpg,S0039,,,,False
ZJ019106,test_features/ZJ019106.jpg,S0116,0.947,"(265, 361, 74, 51)","[0.5578, 0.7249, 0.09218, 0.2277]",True
ZJ019107,test_features/ZJ019107.jpg,S0091,0.933,"(398, 644, 104, 159)","[0.6666, 0.7296, 0.1739, 0.2074]",True
ZJ019108,test_features/ZJ019108.jpg,S0100,0.936,"(259, 40, 80, 270)","[0.05625, 0.7083, 0.4343, 0.2444]",True
ZJ019109,test_features/ZJ019109.jpg,S0040,0.359,"(271, 17, 236, 939)","[0.01354, 0.4944, 0.9864, 0.4518]",True
ZJ019110,test_features/ZJ019110.jpg,S0064,0.491,"(151, 492, 287, 402)","[0.5083, 0.2722, 0.427, 0.5462]",True
ZJ019111,test_features/ZJ019111.jpg,S0087,0.02,"(88, 4, 21, 13)","[0, 0.6999, 0.1312, 0.2416]",True
ZJ019112,test_features/ZJ019112.jpg,S0145,,,,False
ZJ019113,test_features/ZJ019113.jpg,S0100,0.553,"(227, 106, 109, 165)","[0.1593, 0.6194, 0.2703, 0.3249]",True
ZJ019114,test_features/ZJ019114.jpg,S0151,0.785,"(183, 429, 172, 183)","[0.664, 0.4972, 0.2984, 0.5]",True
ZJ019115,test_features/ZJ019115.jpg,S0116,0.673,"(292, 297, 48, 75)","[0.4578, 0.7999, 0.1296, 0.1555]",True
ZJ019116,test_features/ZJ019116.jpg,S0052,0.0688,"(486, 562, 34, 226)","[0.5812, 0.8925, 0.2437, 0.07777]",True
ZJ019117,test_features/ZJ019117.jpg,S0116,0.52,"(279, 387, 60, 107)","[0.5984, 0.7638, 0.1796, 0.1888]",True
ZJ019118,test_features/ZJ019118.jpg,S0065,0.458,"(278, 110, 62, 109)","[0.1656, 0.7611, 0.1828, 0.1944]",True
ZJ019119,test_features/ZJ019119.jpg,S0118,0.00818,"(322, 4, 18, 69)","[0, 0.8833, 0.1203, 0.07222]",True
ZJ019120,test_features/ZJ019120.jpg,S0034,,,,False
ZJ019121,test_features/ZJ019121.jpg,S0162,0.431,"(224, 199, 200, 305)","[0.2031, 0.4074, 0.326, 0.3851]",True
ZJ019122,test_features/ZJ019122.jpg,S0034,0.785,"(296, 292, 44, 99)","[0.45, 0.8111, 0.1671, 0.1444]",True
ZJ019123,test_features/ZJ019123.jpg,S0111,0.873,"(221, 258, 135, 311)","[0.3968, 0.6027, 0.4984, 0.3972]",True
ZJ019124,test_features/ZJ019124.jpg,S0086,0.419,"(182, 173, 30, 107)","[0.5281, 0.7416, 0.3593, 0.1583]",True
ZJ019125,test_features/ZJ019125.jpg,S0128,0.867,"(170, 4, 170, 222)","[0, 0.4611, 0.3593, 0.4944]",True
ZJ019126,test_features/ZJ019126.jpg,S0067,0.613,"(159, 18, 80, 129)","[0.02187, 0.4305, 0.214, 0.2444]",True
ZJ019127,test_features/ZJ019127.jpg,S0011,,,,False
ZJ019128,test_features/ZJ019128.jpg,S0040,0.0812,"(351, 4, 65, 40)","[0, 0.6425, 0.05, 0.1351]",True
ZJ019129,test_features/ZJ019129.jpg,S0055,0.0664,"(254, 602, 60, 34)","[0.9343, 0.6944, 0.06562, 0.1888]",True
ZJ019130,test_features/ZJ019130.jpg,S0086,0.805,"(156, 128, 25, 39)","[0.3875, 0.6333, 0.1468, 0.1375]",True
ZJ019131,test_features/ZJ019131.jpg,S0128,0.938,"(161, 4, 178, 273)","[0, 0.4361, 0.439, 0.5166]",True
ZJ019132,test_features/ZJ019132.jpg,S0118,0.169,"(279, 245, 61, 297)","[0.3765, 0.7638, 0.4765, 0.1916]",True
ZJ019133,test_features/ZJ019133.jpg,S0151,0.0357,"(283, 336, 33, 55)","[0.5187, 0.775, 0.09843, 0.1138]",True
ZJ019134,test_features/ZJ019134.jpg,S0033,0.694,"(113, 455, 171, 181)","[0.7046, 0.3027, 0.2953, 0.4972]",True
ZJ019135,test_features/ZJ019135.jpg,S0132,0.964,"(158, 57, 198, 297)","[0.08281, 0.4277, 0.4765, 0.5722]",True
ZJ019136,test_features/ZJ019136.jpg,S0165,0.918,"(145, 225, 91, 44)","[0.6138, 0.5874, 0.1444, 0.4124]",True
ZJ019137,test_features/ZJ019137.jpg,S0040,0.929,"(210, 147, 145, 363)","[0.1489, 0.3814, 0.3864, 0.2833]",True
ZJ019138,test_features/ZJ019138.jpg,S0162,0.286,"(129, 523, 109, 97)","[0.5406, 0.2314, 0.1093, 0.2166]",True
ZJ019139,test_features/ZJ019139.jpg,S0072,0.514,"(451, 638, 69, 35)","[0.6604, 0.8277, 0.04479, 0.1425]",True
ZJ019140,test_features/ZJ019140.jpg,S0199,0.0992,"(138, 59, 49, 53)","[0.1527, 0.5583, 0.1694, 0.2374]",True
ZJ019141,test_features/ZJ019141.jpg,S0132,0.403,"(236, 260, 24, 41)","[0.3999, 0.6444, 0.07656, 0.08888]",True
ZJ019142,test_features/ZJ019142.jpg,S0087,0.334,"(46, 4, 24, 9)","[0, 0.3499, 0.1062, 0.2666]",True
ZJ019143,test_features/ZJ019143.jpg,S0012,0.00793,"(5, 4, 513, 952)","[0, 0.001851, 1.0, 0.9648]",True
ZJ019144,test_features/ZJ019144.jpg,S0064,0.762,"(162, 171, 249, 240)","[0.1739, 0.2925, 0.2583, 0.4759]",True
ZJ019145,test_features/ZJ019145.jpg,S0033,0.217,"(275, 65, 41, 35)","[0.09531, 0.7527, 0.06718, 0.1361]",True
ZJ019146,test_features/ZJ019146.jpg,S0165,0.527,"(274, 568, 66, 68)","[0.8812, 0.75, 0.1187, 0.2055]",True
ZJ019147,test_features/ZJ019147.jpg,S0039,0.777,"(344, 260, 128, 134)","[0.2666, 0.6296, 0.1479, 0.2518]",True
ZJ019148,test_features/ZJ019148.jpg,S0040,0.451,"(236, 736, 98, 97)","[0.7624, 0.4296, 0.1093, 0.1962]",True
ZJ019149,test_features/ZJ019149.jpg,S0040,0.898,"(292, 832, 81, 110)","[0.8625, 0.5333, 0.1229, 0.1648]",True
ZJ019150,test_features/ZJ019150.jpg,S0041,0.337,"(22, 5, 308, 485)","[0.001562, 0.05373, 0.7703, 0.9432]",True
ZJ019151,test_features/ZJ019151.jpg,S0037,0.757,"(180, 82, 69, 116)","[0.1218, 0.4888, 0.1937, 0.2138]",True
ZJ019152,test_features/ZJ019152.jpg,S0082,0.629,"(274, 375, 245, 255)","[0.3864, 0.4999, 0.2739, 0.4685]",True
ZJ019153,test_features/ZJ019153.jpg,S0086,0.662,"(139, 262, 19, 29)","[0.8062, 0.5624, 0.1156, 0.1124]",True
ZJ019154,test_features/ZJ019154.jpg,S0116,0.946,"(236, 356, 103, 58)","[0.55, 0.6444, 0.1031, 0.3083]",True
ZJ019155,test_features/ZJ019155.jpg,S0162,0.138,"(467, 57, 53, 134)","[0.0552, 0.8574, 0.1479, 0.1129]",True
ZJ019156,test_features/ZJ019156.jpg,S0194,0.148,"(8, 4, 228, 19)","[0, 0.01666, 0.075, 0.9833]",True
ZJ019157,test_features/ZJ019157.jpg,S0114,0.118,"(4, 5, 327, 628)","[0.001562, 0, 0.9937, 1.0]",True
ZJ019158,test_features/ZJ019158.jpg,S0128,0.00836,"(241, 398, 51, 20)","[0.6156, 0.7074, 0.04374, 0.1761]",True
ZJ019159,test_features/ZJ019159.jpg,S0199,0.0546,"(139, 88, 31, 91)","[0.2333, 0.5625, 0.275, 0.1624]",True
ZJ019160,test_features/ZJ019160.jpg,S0041,0.918,"(97, 300, 187, 202)","[0.4624, 0.2583, 0.3281, 0.5416]",True
ZJ019161,test_features/ZJ019161.jpg,S0072,0.524,"(358, 352, 65, 104)","[0.3624, 0.6555, 0.1166, 0.1351]",True
ZJ019162,test_features/ZJ019162.jpg,S0072,0.44,"(349, 300, 77, 145)","[0.3083, 0.6388, 0.1593, 0.1574]",True
ZJ019163,test_features/ZJ019163.jpg,S0111,0.681,"(123, 339, 69, 33)","[0.5234, 0.3305, 0.06406, 0.2138]",True
ZJ019164,test_features/ZJ019164.jpg,S0142,0.0139,"(179, 4, 48, 39)","[0, 0.5223, 0.07343, 0.1671]",True
ZJ019165,test_features/ZJ019165.jpg,S0162,0.529,"(323, 425, 41, 74)","[0.4385, 0.5907, 0.08541, 0.09074]",True
ZJ019166,test_features/ZJ019166.jpg,S0116,0.363,"(304, 116, 36, 57)","[0.1749, 0.8333, 0.1015, 0.1222]",True
ZJ019167,test_features/ZJ019167.jpg,S0116,0.857,"(240, 413, 91, 31)","[0.639, 0.7044, 0.06093, 0.2955]",True
ZJ019168,test_features/ZJ019168.jpg,S0114,0.0199,"(4, 4, 336, 632)","[0, 0, 1.0, 0.9555]",True
ZJ019169,test_features/ZJ019169.jpg,S0162,0.279,"(155, 388, 124, 159)","[0.3999, 0.2796, 0.1739, 0.2444]",True
ZJ019170,test_features/ZJ019170.jpg,S0114,0.889,"(4, 4, 335, 270)","[0, 0, 0.4343, 0.9527]",True
ZJ019171,test_features/ZJ019171.jpg,S0067,0.631,"(307, 105, 48, 53)","[0.1578, 0.8416, 0.09531, 0.1555]",True
ZJ019172,test_features/ZJ019172.jpg,S0040,0.493,"(290, 4, 227, 673)","[0, 0.5296, 0.7093, 0.4351]",True
ZJ019173,test_features/ZJ019173.jpg,S0012,0.801,"(305, 622, 210, 263)","[0.6437, 0.5574, 0.2822, 0.4037]",True
ZJ019174,test_features/ZJ019174.jpg,S0100,0.0391,"(228, 140, 48, 58)","[0.2124, 0.6222, 0.1031, 0.1555]",True
ZJ019175,test_features/ZJ019175.jpg,S0128,0.227,"(268, 424, 45, 63)","[0.6562, 0.7333, 0.1109, 0.1472]",True
ZJ019176,test_features/ZJ019176.jpg,S0162,0.591,"(320, 904, 188, 52)","[0.9375, 0.5851, 0.0625, 0.3629]",True
ZJ019177,test_features/ZJ019177.jpg,S0162,0.136,"(4, 4, 511, 77)","[0, 0, 0.08854, 0.9611]",True
ZJ019178,test_features/ZJ019178.jpg,S0072,0.322,"(349, 222, 48, 35)","[0.227, 0.6699, 0.04479, 0.1087]",True
ZJ019179,test_features/ZJ019179.jpg,S0040,0.564,"(291, 4, 228, 678)","[0, 0.5314, 0.7145, 0.437]",True
ZJ019180,test_features/ZJ019180.jpg,S0082,0.831,"(240, 739, 270, 217)","[0.7656, 0.4582, 0.2343, 0.5398]",True
ZJ019181,test_features/ZJ019181.jpg,S0064,0.0116,"(294, 665, 222, 291)","[0.6885, 0.537, 0.3114, 0.4259]",True
ZJ019182,test_features/ZJ019182.jpg,S0162,0.448,"(378, 4, 101, 175)","[0, 0.6925, 0.1906, 0.2018]",True
ZJ019183,test_features/ZJ019183.jpg,S0041,0.89,"(169, 442, 93, 93)","[0.6843, 0.4583, 0.1578, 0.2805]",True
ZJ019184,test_features/ZJ019184.jpg,S0162,0.627,"(325, 4, 141, 235)","[0, 0.5944, 0.2531, 0.2759]",True
ZJ019185,test_features/ZJ019185.jpg,S0151,,,,False
ZJ019186,test_features/ZJ019186.jpg,S0086,0.00841,"(233, 225, 3, 91)","[0.6906, 0.9541, 0.3093, 0.04583]",True
ZJ019187,test_features/ZJ019187.jpg,S0055,0.472,"(139, 428, 61, 46)","[0.6624, 0.375, 0.08437, 0.1916]",True
ZJ019188,test_features/ZJ019188.jpg,S0128,,,,False
ZJ019189,test_features/ZJ019189.jpg,S0041,0.924,"(146, 349, 139, 201)","[0.539, 0.3944, 0.3265, 0.4083]",True
ZJ019190,test_features/ZJ019190.jpg,S0082,0.67,"(252, 54, 196, 129)","[0.05208, 0.4592, 0.1427, 0.3777]",True
ZJ019191,test_features/ZJ019191.jpg,S0116,0.156,"(271, 72, 65, 58)","[0.1062, 0.7416, 0.1031, 0.2027]",True
ZJ019192,test_features/ZJ019192.jpg,S0039,0.221,"(327, 280, 139, 77)","[0.2875, 0.5981, 0.08854, 0.2722]",True
ZJ019193,test_features/ZJ019193.jpg,S0039,,,,False
ZJ019194,test_features/ZJ019194.jpg,S0100,0.91,"(133, 4, 206, 400)","[0, 0.3583, 0.6374, 0.5944]",True
ZJ019195,test_features/ZJ019195.jpg,S0033,0.675,"(4, 4, 335, 63)","[0, 0, 0.1109, 0.9527]",True
ZJ019196,test_features/ZJ019196.jpg,S0040,0.374,"(286, 5, 234, 950)","[0.001041, 0.5222, 0.9979, 0.4481]",True
ZJ019197,test_features/ZJ019197.jpg,S0040,0.965,"(4, 103, 507, 853)","[0.1031, 0, 0.8968, 1.0]",True
ZJ019198,test_features/ZJ019198.jpg,S0012,0.794,"(335, 627, 52, 77)","[0.6489, 0.6129, 0.08854, 0.1111]",True
ZJ019199,test_features/ZJ019199.jpg,S0040,0.307,"(291, 4, 228, 656)","[0, 0.5314, 0.6916, 0.437]",True
ZJ019200,test_features/ZJ019200.jpg,S0040,0.722,"(242, 746, 79, 76)","[0.7729, 0.4407, 0.08749, 0.1611]",True
ZJ019201,test_features/ZJ019201.jpg,S0040,0.657,"(235, 861, 76, 95)","[0.8927, 0.4277, 0.1072, 0.1555]",True
ZJ019202,test_features/ZJ019202.jpg,S0040,0.0149,"(291, 5, 228, 670)","[0.001041, 0.5314, 0.7062, 0.437]",True
ZJ019203,test_features/ZJ019203.jpg,S0199,0.0849,"(138, 83, 30, 103)","[0.2194, 0.5583, 0.3083, 0.1583]",True
ZJ019204,test_features/ZJ019204.jpg,S0040,0.836,"(206, 39, 313, 418)","[0.03645, 0.374, 0.4437, 0.5944]",True
ZJ019205,test_features/ZJ019205.jpg,S0151,0.408,"(233, 127, 44, 77)","[0.1921, 0.6361, 0.1328, 0.1444]",True
ZJ019206,test_features/ZJ019206.jpg,S0162,0.875,"(441, 430, 79, 150)","[0.4437, 0.8092, 0.1645, 0.1611]",True
ZJ019207,test_features/ZJ019207.jpg,S0041,0.915,"(133, 279, 108, 138)","[0.4296, 0.3583, 0.2281, 0.3222]",True
ZJ019208,test_features/ZJ019208.jpg,S0072,,,,False
ZJ019209,test_features/ZJ019209.jpg,S0067,0.0243,"(230, 496, 126, 140)","[0.7687, 0.6277, 0.2312, 0.3722]",True
ZJ019210,test_features/ZJ019210.jpg,S0162,,,,False
ZJ019211,test_features/ZJ019211.jpg,S0128,0.0234,"(310, 4, 30, 61)","[0, 0.85, 0.1078, 0.1055]",True
ZJ019212,test_features/ZJ019212.jpg,S0066,0.872,"(120, 354, 133, 180)","[0.5468, 0.3222, 0.2937, 0.3916]",True
ZJ019213,test_features/ZJ019213.jpg,S0064,0.501,"(332, 283, 94, 193)","[0.2906, 0.6074, 0.2093, 0.1888]",True
ZJ019214,test_features/ZJ019214.jpg,S0037,0.0319,"(148, 573, 96, 63)","[0.889, 0.3999, 0.1109, 0.2888]",True
ZJ019215,test_features/ZJ019215.jpg,S0082,0.586,"(177, 322, 113, 71)","[0.3312, 0.3203, 0.08229, 0.224]",True
ZJ019216,test_features/ZJ019216.jpg,S0162,0.00506,"(176, 920, 111, 36)","[0.9541, 0.3185, 0.04583, 0.2203]",True
ZJ019217,test_features/ZJ019217.jpg,S0116,0.134,"(186, 453, 68, 23)","[0.7015, 0.5055, 0.04843, 0.2111]",True
ZJ019218,test_features/ZJ019218.jpg,S0041,0.765,"(174, 482, 62, 95)","[0.7468, 0.4722, 0.1609, 0.1944]",True
ZJ019219,test_features/ZJ019219.jpg,S0033,0.678,"(140, 286, 199, 313)","[0.4406, 0.3777, 0.5015, 0.5749]",True
ZJ019220,test_features/ZJ019220.jpg,S0082,0.711,"(266, 110, 221, 300)","[0.1104, 0.4851, 0.3208, 0.424]",True
ZJ019221,test_features/ZJ019221.jpg,S0100,0.956,"(224, 120, 115, 116)","[0.1812, 0.6111, 0.1937, 0.3416]",True
ZJ019222,test_features/ZJ019222.jpg,S0040,0.56,"(192, 808, 88, 148)","[0.8374, 0.3481, 0.1624, 0.1777]",True
ZJ019223,test_features/ZJ019223.jpg,S0100,0.931,"(240, 387, 99, 96)","[0.5984, 0.6555, 0.1624, 0.2972]",True
ZJ019224,test_features/ZJ019224.jpg,S0037,0.934,"(158, 221, 113, 122)","[0.339, 0.4277, 0.2031, 0.3361]",True
ZJ019225,test_features/ZJ019225.jpg,S0100,0.184,"(228, 162, 103, 183)","[0.2468, 0.6222, 0.2984, 0.3083]",True
ZJ019226,test_features/ZJ019226.jpg,S0151,0.0396,"(120, 378, 29, 45)","[0.5843, 0.3222, 0.08281, 0.1027]",True
ZJ019227,test_features/ZJ019227.jpg,S0100,0.93,"(230, 225, 110, 135)","[0.3453, 0.6277, 0.2234, 0.3277]",True
ZJ019228,test_features/ZJ019228.jpg,S0100,,,,False
ZJ019229,test_features/ZJ019229.jpg,S0072,0.947,"(303, 460, 139, 171)","[0.4749, 0.5537, 0.1864, 0.2722]",True
ZJ019230,test_features/ZJ019230.jpg,S0072,0.905,"(448, 196, 71, 189)","[0.2, 0.8222, 0.2052, 0.1462]",True
ZJ019231,test_features/ZJ019231.jpg,S0086,0.291,"(77, 37, 64, 68)","[0.1031, 0.3041, 0.2374, 0.3]",True
ZJ019232,test_features/ZJ019232.jpg,S0040,0.472,"(226, 431, 59, 59)","[0.4447, 0.4111, 0.06979, 0.124]",True
ZJ019233,test_features/ZJ019233.jpg,S0100,0.65,"(212, 279, 127, 175)","[0.4296, 0.5777, 0.2859, 0.375]",True
ZJ019234,test_features/ZJ019234.jpg,S0082,0.669,"(229, 548, 250, 408)","[0.5666, 0.4166, 0.4333, 0.4777]",True
ZJ019235,test_features/ZJ019235.jpg,S0100,0.0083,"(56, 533, 169, 103)","[0.8265, 0.1444, 0.1734, 0.4916]",True
ZJ019236,test_features/ZJ019236.jpg,S0111,0.834,"(187, 416, 69, 60)","[0.6437, 0.5083, 0.1062, 0.2138]",True
ZJ019237,test_features/ZJ019237.jpg,S0142,0.265,"(147, 458, 111, 130)","[0.7093, 0.3972, 0.2156, 0.3305]",True
ZJ019238,test_features/ZJ019238.jpg,S0116,0.597,"(208, 385, 122, 98)","[0.5953, 0.6089, 0.1656, 0.388]",True
ZJ019239,test_features/ZJ019239.jpg,S0064,0.2,"(380, 171, 121, 398)","[0.1739, 0.6962, 0.4229, 0.2388]",True
ZJ019240,test_features/ZJ019240.jpg,S0116,0.555,"(305, 217, 34, 95)","[0.3328, 0.8361, 0.1609, 0.1166]",True
ZJ019241,test_features/ZJ019241.jpg,S0128,0.964,"(4, 6, 327, 630)","[0.003124, 0, 0.9968, 1.0]",True
ZJ019242,test_features/ZJ019242.jpg,S0040,0.588,"(250, 747, 86, 48)","[0.7739, 0.4555, 0.05833, 0.174]",True
ZJ019243,test_features/ZJ019243.jpg,S0041,,,,False
ZJ019244,test_features/ZJ019244.jpg,S0064,,,,False
ZJ019245,test_features/ZJ019245.jpg,S0189,0.0222,"(168, 32, 35, 59)","[0.07777, 0.6833, 0.1861, 0.1791]",True
ZJ019246,test_features/ZJ019246.jpg,S0100,0.374,"(225, 209, 108, 96)","[0.3203, 0.6138, 0.1624, 0.3222]",True
ZJ019247,test_features/ZJ019247.jpg,S0111,0.755,"(214, 491, 62, 65)","[0.7609, 0.5833, 0.114, 0.1944]",True
ZJ019248,test_features/ZJ019248.jpg,S0189,0.386,"(201, 257, 35, 99)","[0.7027, 0.8208, 0.2972, 0.1791]",True
ZJ019249,test_features/ZJ019249.jpg,S0041,0.172,"(130, 114, 102, 116)","[0.1718, 0.3499, 0.1937, 0.3055]",True
ZJ019250,test_features/ZJ019250.jpg,S0100,0.197,"(229, 370, 58, 54)","[0.5718, 0.6249, 0.09687, 0.1833]",True
ZJ019251,test_features/ZJ019251.jpg,S0194,0.696,"(5, 4, 228, 20)","[0, 0.004166, 0.07777, 0.9833]",True
ZJ019252,test_features/ZJ019252.jpg,S0116,0.839,"(240, 412, 91, 32)","[0.6374, 0.7044, 0.0625, 0.2955]",True
ZJ019253,test_features/ZJ019253.jpg,S0194,,,,False
ZJ019254,test_features/ZJ019254.jpg,S0086,0.466,"(129, 150, 75, 40)","[0.4562, 0.5208, 0.15, 0.3458]",True
ZJ019255,test_features/ZJ019255.jpg,S0040,0.154,"(290, 4, 228, 720)","[0, 0.5296, 0.7583, 0.437]",True
ZJ019256,test_features/ZJ019256.jpg,S0116,0.698,"(213, 317, 25, 40)","[0.489, 0.5805, 0.075, 0.09166]",True
ZJ019257,test_features/ZJ019257.jpg,S0111,0.897,"(196, 419, 57, 34)","[0.6484, 0.5333, 0.06562, 0.1805]",True
ZJ019258,test_features/ZJ019258.jpg,S0114,0.18,"(4, 5, 335, 623)","[0.001562, 0, 0.9859, 0.9527]",True
ZJ019259,test_features/ZJ019259.jpg,S0114,0.599,"(4, 4, 327, 530)","[0, 0, 0.8406, 1.0]",True
ZJ019260,test_features/ZJ019260.jpg,S0162,0.956,"(123, 318, 312, 442)","[0.327, 0.2203, 0.4687, 0.5925]",True
ZJ019261,test_features/ZJ019261.jpg,S0034,,,,False
ZJ019262,test_features/ZJ019262.jpg,S0162,0.549,"(359, 713, 74, 185)","[0.7385, 0.6574, 0.201, 0.1518]",True
ZJ019263,test_features/ZJ019263.jpg,S0162,,,,False
ZJ019264,test_features/ZJ019264.jpg,S0151,0.83,"(98, 149, 124, 229)","[0.2265, 0.2611, 0.3703, 0.3666]",True
ZJ019265,test_features/ZJ019265.jpg,S0067,0.054,"(212, 211, 49, 84)","[0.3234, 0.5777, 0.1437, 0.1583]",True
ZJ019266,test_features/ZJ019266.jpg,S0040,0.169,"(126, 570, 46, 77)","[0.5895, 0.2259, 0.08854, 0.1]",True
ZJ019267,test_features/ZJ019267.jpg,S0082,0.21,"(202, 756, 274, 200)","[0.7833, 0.3666, 0.2166, 0.5222]",True
ZJ019268,test_features/ZJ019268.jpg,S0040,0.677,"(208, 473, 93, 157)","[0.4885, 0.3777, 0.1718, 0.187]",True
ZJ019269,test_features/ZJ019269.jpg,S0162,0.957,"(118, 304, 315, 473)","[0.3125, 0.2111, 0.501, 0.5981]",True
ZJ019270,test_features/ZJ019270.jpg,S0065,0.575,"(318, 317, 22, 80)","[0.489, 0.8722, 0.1375, 0.08333]",True
ZJ019271,test_features/ZJ019271.jpg,S0091,0.937,"(367, 650, 137, 120)","[0.6729, 0.6722, 0.1333, 0.2685]",True
ZJ019272,test_features/ZJ019272.jpg,S0151,0.448,"(5, 189, 351, 447)","[0.289, 0.002777, 0.7109, 0.9972]",True
ZJ019273,test_features/ZJ019273.jpg,S0040,0.592,"(184, 67, 126, 98)","[0.06562, 0.3333, 0.1104, 0.2481]",True
