index,id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true,bbox_transformed
10029,ZJ010026,train_features/ZJ010026.jpg,S0124,1.0,0.718,animal,0.718,"[0.4833, 0.6388, 0.5166, 0.3296]",True,"(349, 468, 170, 488)"
10030,ZJ010027,train_features/ZJ010027.jpg,S0036,0.0,0.89,animal,0.89,"[0.5609, 0.5555, 0.05156, 0.1777]",True,"(204, 363, 56, 25)"
10031,ZJ010028,train_features/ZJ010028.jpg,S0009,0.0,0.0132,animal,0.0132,"[0.5546, 0.3833, 0.4453, 0.2916]",True,"(142, 359, 97, 277)"
10032,ZJ010029,train_features/ZJ010029.jpg,S0014,4.0,0.975,animal,0.975,"[0, 0.3305, 0.4625, 0.6666]",True,"(123, 4, 232, 288)"
10033,ZJ010030,train_features/ZJ010030.jpg,S0149,0.0,0.503,animal,0.503,"[0.08906, 0, 0.9109, 0.997]",True,"(4, 61, 326, 575)"
10034,ZJ010031,train_features/ZJ010031.jpg,S0077,1.0,0.00869,animal,0.00869,"[0.6515, 0.5916, 0.08124, 0.06944]",True,"(217, 421, 17, 44)"
10035,ZJ010032,train_features/ZJ010032.jpg,S0043,3.0,0.00576,animal,0.00576,"[0.7687, 0, 0.2312, 0.997]",True,"(4, 496, 326, 140)"
10036,ZJ010033,train_features/ZJ010033.jpg,S0004,2.0,0.563,animal,0.563,"[0.4859, 0.8833, 0.1828, 0.07222]",True,"(322, 315, 18, 109)"
10037,ZJ010034,train_features/ZJ010034.jpg,S0071,1.0,0.944,animal,0.944,"[0.4749, 0.3962, 0.4875, 0.5222]",True,"(218, 460, 274, 460)"
10038,ZJ010035,train_features/ZJ010035.jpg,S0038,1.0,0.759,animal,0.759,"[0.3906, 0.6563, 0.201, 0.3436]",True,"(342, 379, 169, 185)"
10039,ZJ010036,train_features/ZJ010036.jpg,S0024,2.0,0.335,animal,0.335,"[0.6078, 0.6865, 0.1031, 0.2865]",True,"(234, 393, 88, 58)"
10040,ZJ010037,train_features/ZJ010037.jpg,S0008,4.0,0.514,animal,0.514,"[0.05312, 0.6972, 0.1593, 0.2583]",True,"(255, 38, 85, 94)"
10041,ZJ010038,train_features/ZJ010038.jpg,S0038,1.0,0.127,animal,0.127,"[0.7468, 0.3703, 0.2531, 0.5962]",True,"(204, 721, 314, 235)"
10042,ZJ010039,train_features/ZJ010039.jpg,S0185,0.0,,,,,False,
10043,ZJ010040,train_features/ZJ010040.jpg,S0008,4.0,0.799,animal,0.799,"[0, 0.6222, 0.2109, 0.3305]",True,"(228, 4, 111, 127)"
10044,ZJ010041,train_features/ZJ010041.jpg,S0081,1.0,0.961,animal,0.961,"[0, 0.6833, 0.2854, 0.2851]",True,"(373, 4, 146, 266)"
10045,ZJ010042,train_features/ZJ010042.jpg,S0009,0.0,,,,,False,
10046,ZJ010043,train_features/ZJ010043.jpg,S0185,0.0,0.0819,animal,0.0819,"[0, 0.4874, 0.08055, 0.3541]",True,"(121, 4, 77, 21)"
10047,ZJ010044,train_features/ZJ010044.jpg,S0059,4.0,0.853,animal,0.853,"[0.4718, 0.7359, 0.5281, 0.2621]",True,"(383, 457, 127, 499)"
10048,ZJ010045,train_features/ZJ010045.jpg,S0004,2.0,0.367,animal,0.367,"[0.4171, 0.9027, 0.1093, 0.05277]",True,"(329, 271, 11, 62)"
10049,ZJ010046,train_features/ZJ010046.jpg,S0049,3.0,0.492,animal,0.492,"[0, 0.3313, 0.4234, 0.5582]",True,"(115, 4, 179, 263)"
10050,ZJ010047,train_features/ZJ010047.jpg,S0101,1.0,0.0286,animal,0.0286,"[0.5109, 0.7194, 0.2531, 0.2305]",True,"(263, 331, 75, 154)"
10051,ZJ010048,train_features/ZJ010048.jpg,S0060,2.0,0.747,animal,0.747,"[0.3833, 0.5629, 0.1156, 0.1925]",True,"(308, 372, 96, 103)"
10052,ZJ010049,train_features/ZJ010049.jpg,S0038,1.0,0.679,animal,0.679,"[0, 0.01941, 1.0, 0.9786]",True,"(14, 4, 496, 952)"
10053,ZJ010050,train_features/ZJ010050.jpg,S0010,2.0,0.916,animal,0.916,"[0.7812, 0.5305, 0.2187, 0.4194]",True,"(195, 504, 143, 132)"
10054,ZJ010051,train_features/ZJ010051.jpg,S0030,1.0,0.489,animal,0.489,"[0.2677, 0.2611, 0.3812, 0.3499]",True,"(145, 261, 181, 358)"
10055,ZJ010052,train_features/ZJ010052.jpg,S0077,1.0,0.325,animal,0.325,"[0.489, 0.6166, 0.139, 0.1722]",True,"(226, 317, 54, 81)"
10056,ZJ010053,train_features/ZJ010053.jpg,S0009,0.0,0.0609,animal,0.0609,"[0.1718, 0.4749, 0.1093, 0.1472]",True,"(175, 114, 45, 62)"
10057,ZJ010054,train_features/ZJ010054.jpg,S0023,2.0,0.011,person,0.011,"[0.8406, 0.8972, 0.09375, 0.05833]",True,"(327, 542, 13, 52)"
10058,ZJ010055,train_features/ZJ010055.jpg,S0120,2.0,0.565,animal,0.565,"[0, 0.4981, 0.1333, 0.2055]",True,"(273, 4, 103, 120)"
10059,ZJ010056,train_features/ZJ010056.jpg,S0167,4.0,0.509,animal,0.509,"[0.7472, 0.4708, 0.2416, 0.1666]",True,"(117, 273, 32, 79)"
10060,ZJ010057,train_features/ZJ010057.jpg,S0157,0.0,,,,,False,
10061,ZJ010058,train_features/ZJ010058.jpg,S0062,2.0,0.818,animal,0.818,"[0.4093, 0.3333, 0.06041, 0.1407]",True,"(184, 397, 68, 50)"
10062,ZJ010059,train_features/ZJ010059.jpg,S0101,1.0,0.612,animal,0.612,"[0.3468, 0.6805, 0.04687, 0.1694]",True,"(249, 226, 53, 22)"
10063,ZJ010060,train_features/ZJ010060.jpg,S0093,1.0,0.89,animal,0.89,"[0.8364, 0.5277, 0.1635, 0.4407]",True,"(289, 807, 230, 149)"
10064,ZJ010061,train_features/ZJ010061.jpg,S0009,0.0,,,,,False,
10065,ZJ010062,train_features/ZJ010062.jpg,S0014,4.0,0.0559,animal,0.0559,"[0.25, 0.3111, 0.7437, 0.6694]",True,"(116, 164, 233, 468)"
10066,ZJ010063,train_features/ZJ010063.jpg,S0060,2.0,0.025,animal,0.025,"[0.4687, 0.8037, 0.07395, 0.1111]",True,"(438, 454, 52, 63)"
10067,ZJ010064,train_features/ZJ010064.jpg,S0036,0.0,0.455,animal,0.455,"[0.1156, 0.7277, 0.1093, 0.075]",True,"(266, 78, 19, 62)"
10068,ZJ010065,train_features/ZJ010065.jpg,S0026,0.0,0.823,animal,0.823,"[0.2156, 0.4444, 0.1953, 0.2805]",True,"(164, 142, 93, 117)"
10069,ZJ010066,train_features/ZJ010066.jpg,S0018,3.0,0.548,animal,0.548,"[0.5927, 0.7851, 0.06979, 0.1407]",True,"(428, 573, 68, 59)"
10070,ZJ010067,train_features/ZJ010067.jpg,S0069,3.0,0.606,animal,0.606,"[0.1666, 0.8629, 0.1562, 0.08518]",True,"(470, 164, 38, 142)"
10071,ZJ010068,train_features/ZJ010068.jpg,S0053,3.0,0.591,animal,0.591,"[0.6312, 0.4129, 0.04374, 0.1777]",True,"(227, 610, 88, 34)"
10072,ZJ010069,train_features/ZJ010069.jpg,S0036,0.0,0.945,animal,0.945,"[0, 0.1388, 1.0, 0.8138]",True,"(54, 4, 285, 632)"
10073,ZJ010070,train_features/ZJ010070.jpg,S0014,4.0,0.943,animal,0.943,"[0.3343, 0.4833, 0.2515, 0.3388]",True,"(178, 218, 114, 153)"
10074,ZJ010071,train_features/ZJ010071.jpg,S0141,3.0,0.749,animal,0.749,"[0.2296, 0.6, 0.05156, 0.188]",True,"(205, 151, 55, 25)"
10075,ZJ010072,train_features/ZJ010072.jpg,S0083,2.0,0.836,animal,0.836,"[0.725, 0.8018, 0.08749, 0.1666]",True,"(437, 700, 82, 76)"
10076,ZJ010073,train_features/ZJ010073.jpg,S0188,3.0,0.0367,animal,0.0367,"[0.8111, 0.525, 0.06111, 0.1749]",True,"(130, 296, 34, 14)"
10077,ZJ010074,train_features/ZJ010074.jpg,S0043,3.0,0.4,animal,0.4,"[0.4484, 0.5222, 0.06875, 0.1472]",True,"(192, 291, 45, 36)"
10078,ZJ010075,train_features/ZJ010075.jpg,S0038,1.0,0.0175,animal,0.0175,"[0, 0, 0.04479, 0.6555]",True,"(4, 4, 346, 35)"
10079,ZJ010076,train_features/ZJ010076.jpg,S0010,2.0,0.0272,animal,0.0272,"[0.7406, 0.9083, 0.1281, 0.04722]",True,"(331, 478, 9, 74)"
10080,ZJ010077,train_features/ZJ010077.jpg,S0149,0.0,0.937,animal,0.937,"[0.414, 0.08955, 0.4234, 0.9074]",True,"(34, 269, 296, 263)"
10081,ZJ010078,train_features/ZJ010078.jpg,S0141,3.0,0.538,animal,0.538,"[0.4265, 0.75, 0.1046, 0.1111]",True,"(274, 277, 32, 59)"
10082,ZJ010079,train_features/ZJ010079.jpg,S0141,3.0,0.864,animal,0.864,"[0.3687, 0.5138, 0.2562, 0.2861]",True,"(189, 240, 95, 156)"
10083,ZJ010080,train_features/ZJ010080.jpg,S0020,4.0,0.962,animal,0.962,"[0.6437, 0.474, 0.3562, 0.3148]",True,"(260, 622, 162, 334)"
10084,ZJ010081,train_features/ZJ010081.jpg,S0008,4.0,0.252,animal,0.252,"[0, 0.6388, 0.2093, 0.3111]",True,"(234, 4, 104, 126)"
10085,ZJ010082,train_features/ZJ010082.jpg,S0038,1.0,0.021,vehicle,0.021,"[0.802, 0.4737, 0.1979, 0.5242]",True,"(248, 774, 262, 182)"
10086,ZJ010083,train_features/ZJ010083.jpg,S0089,3.0,0.0429,animal,0.0429,"[0.4296, 0.7249, 0.07812, 0.2277]",True,"(265, 279, 74, 42)"
10087,ZJ010084,train_features/ZJ010084.jpg,S0104,1.0,0.69,animal,0.69,"[0.3343, 0.6638, 0.1437, 0.2527]",True,"(243, 218, 83, 84)"
10088,ZJ010085,train_features/ZJ010085.jpg,S0164,4.0,0.791,animal,0.791,"[0.2166, 0.6333, 0.1472, 0.3666]",True,"(156, 82, 80, 45)"
10089,ZJ010086,train_features/ZJ010086.jpg,S0096,3.0,0.706,animal,0.706,"[0, 0.005555, 1.0, 0.9916]",True,"(6, 4, 349, 632)"
10090,ZJ010087,train_features/ZJ010087.jpg,S0036,0.0,0.329,animal,0.329,"[0, 0.5388, 0.1703, 0.3083]",True,"(198, 4, 103, 101)"
10091,ZJ010088,train_features/ZJ010088.jpg,S0060,2.0,0.576,animal,0.576,"[0.6229, 0.8759, 0.2874, 0.09444]",True,"(477, 602, 43, 268)"
10092,ZJ010089,train_features/ZJ010089.jpg,S0053,3.0,0.804,animal,0.804,"[0.702, 0.1499, 0.1843, 0.4666]",True,"(85, 678, 244, 169)"
10093,ZJ010090,train_features/ZJ010090.jpg,S0038,1.0,0.53,animal,0.53,"[0.7593, 0.6981, 0.2406, 0.2722]",True,"(381, 733, 139, 223)"
10094,ZJ010091,train_features/ZJ010091.jpg,S0179,4.0,0.802,animal,0.802,"[0.06111, 0.5583, 0.3194, 0.4124]",True,"(138, 26, 91, 107)"
10095,ZJ010092,train_features/ZJ010092.jpg,S0095,2.0,0.334,animal,0.334,"[0.2072, 0.474, 0.1052, 0.1092]",True,"(260, 203, 51, 93)"
10096,ZJ010093,train_features/ZJ010093.jpg,S0191,1.0,0.499,animal,0.499,"[0.3777, 0.3625, 0.1749, 0.2083]",True,"(91, 140, 42, 55)"
10097,ZJ010094,train_features/ZJ010094.jpg,S0001,0.0,,,,,False,
10098,ZJ010095,train_features/ZJ010095.jpg,S0089,3.0,0.745,animal,0.745,"[0.1078, 0.7249, 0.2781, 0.2277]",True,"(265, 73, 74, 170)"
10099,ZJ010096,train_features/ZJ010096.jpg,S0059,4.0,0.799,animal,0.799,"[0.7437, 0.5425, 0.1479, 0.1814]",True,"(297, 718, 90, 134)"
10100,ZJ010097,train_features/ZJ010097.jpg,S0071,1.0,0.453,animal,0.453,"[0.8447, 0.6592, 0.0552, 0.06296]",True,"(360, 815, 26, 45)"
10101,ZJ010098,train_features/ZJ010098.jpg,S0026,0.0,0.896,animal,0.896,"[0.6718, 0.2749, 0.3281, 0.6333]",True,"(103, 434, 220, 202)"
10102,ZJ010099,train_features/ZJ010099.jpg,S0014,4.0,0.911,animal,0.911,"[0.1156, 0.7972, 0.3609, 0.2]",True,"(291, 78, 64, 223)"
10103,ZJ010100,train_features/ZJ010100.jpg,S0061,1.0,,,,,False,
10104,ZJ010101,train_features/ZJ010101.jpg,S0184,0.0,0.755,animal,0.755,"[0.1812, 0.5648, 0.2677, 0.2574]",True,"(309, 178, 131, 249)"
10105,ZJ010102,train_features/ZJ010102.jpg,S0020,4.0,,,,,False,
10106,ZJ010103,train_features/ZJ010103.jpg,S0138,0.0,0.914,animal,0.914,"[0.6015, 0.3666, 0.2093, 0.2555]",True,"(136, 389, 84, 126)"
10107,ZJ010104,train_features/ZJ010104.jpg,S0096,3.0,0.607,animal,0.607,"[0.5859, 0.3499, 0.05781, 0.1694]",True,"(130, 379, 53, 29)"
10108,ZJ010105,train_features/ZJ010105.jpg,S0038,1.0,0.0238,animal,0.0238,"[0.1864, 0.3766, 0.8135, 0.6233]",True,"(198, 183, 313, 773)"
10109,ZJ010106,train_features/ZJ010106.jpg,S0085,4.0,0.654,animal,0.654,"[0.7749, 0.6444, 0.2249, 0.2527]",True,"(236, 500, 83, 136)"
10110,ZJ010107,train_features/ZJ010107.jpg,S0125,2.0,0.0521,animal,0.0521,"[0.05729, 0.4518, 0.1208, 0.487]",True,"(248, 59, 255, 108)"
10111,ZJ010108,train_features/ZJ010108.jpg,S0049,3.0,0.67,animal,0.67,"[0.8843, 0.4499, 0.1156, 0.2333]",True,"(166, 570, 76, 66)"
10112,ZJ010109,train_features/ZJ010109.jpg,S0059,4.0,0.467,animal,0.467,"[0.8218, 0.5574, 0.1749, 0.1462]",True,"(305, 793, 71, 160)"
10113,ZJ010110,train_features/ZJ010110.jpg,S0184,0.0,0.792,animal,0.792,"[0.09374, 0.4462, 0.1083, 0.1388]",True,"(245, 94, 67, 96)"
10114,ZJ010111,train_features/ZJ010111.jpg,S0170,1.0,0.654,animal,0.654,"[0.4138, 0.6541, 0.1749, 0.2]",True,"(161, 153, 40, 55)"
10115,ZJ010112,train_features/ZJ010112.jpg,S0080,1.0,0.00834,vehicle,0.00834,"[0, 0.7916, 0.1624, 0.2083]",True,"(99, 4, 17, 18)"
10116,ZJ010113,train_features/ZJ010113.jpg,S0071,1.0,0.352,animal,0.352,"[0.2364, 0.2574, 0.0802, 0.09259]",True,"(143, 231, 42, 69)"
10117,ZJ010114,train_features/ZJ010114.jpg,S0020,4.0,,,,,False,
10118,ZJ010115,train_features/ZJ010115.jpg,S0123,0.0,0.944,animal,0.944,"[0.6531, 0.7027, 0.1453, 0.2444]",True,"(257, 422, 80, 85)"
10119,ZJ010116,train_features/ZJ010116.jpg,S0161,2.0,0.1,animal,0.1,"[0.06406, 0.6805, 0.1046, 0.2722]",True,"(249, 45, 90, 59)"
10120,ZJ010117,train_features/ZJ010117.jpg,S0141,3.0,0.85,animal,0.85,"[0.4484, 0.825, 0.09843, 0.1305]",True,"(301, 291, 39, 55)"
10121,ZJ010118,train_features/ZJ010118.jpg,S0097,3.0,0.583,animal,0.583,"[0.5906, 0.4444, 0.1515, 0.2388]",True,"(164, 382, 78, 89)"
10122,ZJ010119,train_features/ZJ010119.jpg,S0062,2.0,0.805,animal,0.805,"[0.3645, 0.7185, 0.1604, 0.1777]",True,"(392, 354, 88, 146)"
10123,ZJ010120,train_features/ZJ010120.jpg,S0120,2.0,0.905,animal,0.905,"[0, 0.6296, 0.177, 0.337]",True,"(344, 4, 174, 162)"
10124,ZJ010121,train_features/ZJ010121.jpg,S0060,2.0,0.919,animal,0.919,"[0.03749, 0.6759, 0.4541, 0.2925]",True,"(369, 40, 150, 428)"
10125,ZJ010122,train_features/ZJ010122.jpg,S0022,0.0,0.0576,animal,0.0576,"[0, 0.7472, 0.04531, 0.08888]",True,"(273, 4, 24, 21)"
10126,ZJ010123,train_features/ZJ010123.jpg,S0101,1.0,0.179,animal,0.179,"[0.339, 0.6861, 0.08124, 0.1361]",True,"(251, 221, 41, 44)"
10127,ZJ010124,train_features/ZJ010124.jpg,S0176,1.0,0.0215,animal,0.0215,"[0.02222, 0.4249, 0.1861, 0.2083]",True,"(106, 12, 42, 59)"
10128,ZJ010125,train_features/ZJ010125.jpg,S0120,2.0,0.812,animal,0.812,"[0.3583, 0.3833, 0.3052, 0.2537]",True,"(211, 348, 129, 285)"
10129,ZJ010126,train_features/ZJ010126.jpg,S0184,0.0,0.692,animal,0.692,"[0, 0.4814, 0.02812, 0.1833]",True,"(264, 4, 91, 19)"
10130,ZJ010127,train_features/ZJ010127.jpg,S0123,0.0,0.26,animal,0.26,"[0.139, 0.5972, 0.1124, 0.125]",True,"(219, 93, 37, 64)"
10131,ZJ010128,train_features/ZJ010128.jpg,S0063,1.0,0.966,animal,0.966,"[0.6614, 0.4425, 0.3385, 0.5259]",True,"(243, 639, 276, 317)"
10132,ZJ010129,train_features/ZJ010129.jpg,S0080,1.0,0.0109,vehicle,0.0109,"[0, 0.7999, 0.9937, 0.2]",True,"(100, 4, 16, 151)"
10133,ZJ010130,train_features/ZJ010130.jpg,S0036,0.0,0.91,animal,0.91,"[0.4374, 0.5305, 0.2359, 0.1944]",True,"(195, 284, 62, 143)"
10134,ZJ010131,train_features/ZJ010131.jpg,S0138,0.0,0.9,animal,0.9,"[0.6046, 0.3472, 0.214, 0.2388]",True,"(129, 391, 78, 129)"
10135,ZJ010132,train_features/ZJ010132.jpg,S0070,1.0,0.955,animal,0.955,"[0.3125, 0.5592, 0.2937, 0.4092]",True,"(306, 304, 213, 274)"
10136,ZJ010133,train_features/ZJ010133.jpg,S0070,1.0,0.867,animal,0.867,"[0.5968, 0.6833, 0.1812, 0.2851]",True,"(373, 577, 146, 166)"
10137,ZJ010134,train_features/ZJ010134.jpg,S0008,4.0,0.801,animal,0.801,"[0, 0.6444, 0.2015, 0.3055]",True,"(236, 4, 102, 121)"
10138,ZJ010135,train_features/ZJ010135.jpg,S0008,4.0,0.629,animal,0.629,"[0.001562, 0.6916, 0.2093, 0.2611]",True,"(253, 5, 86, 126)"
10139,ZJ010136,train_features/ZJ010136.jpg,S0141,3.0,0.696,animal,0.696,"[0.2296, 0.594, 0.05468, 0.197]",True,"(203, 151, 58, 27)"
10140,ZJ010137,train_features/ZJ010137.jpg,S0017,2.0,0.94,animal,0.94,"[0.8468, 0.5111, 0.1531, 0.4888]",True,"(188, 546, 168, 90)"
10141,ZJ010138,train_features/ZJ010138.jpg,S0030,1.0,0.0368,animal,0.0368,"[0.1447, 0.5314, 0.1354, 0.1759]",True,"(291, 143, 87, 122)"
10142,ZJ010139,train_features/ZJ010139.jpg,S0163,2.0,0.342,animal,0.342,"[0.4703, 0.7944, 0.5296, 0.1583]",True,"(290, 305, 49, 331)"
10143,ZJ010140,train_features/ZJ010140.jpg,S0183,0.0,0.00526,animal,0.00526,"[0.4722, 0.675, 0.1944, 0.1624]",True,"(166, 174, 31, 62)"
10144,ZJ010141,train_features/ZJ010141.jpg,S0063,1.0,0.556,animal,0.556,"[0.3229, 0.8333, 0.2614, 0.137]",True,"(454, 314, 66, 243)"
10145,ZJ010142,train_features/ZJ010142.jpg,S0060,2.0,0.776,animal,0.776,"[0, 0.6074, 0.1729, 0.1425]",True,"(332, 4, 69, 158)"
10146,ZJ010143,train_features/ZJ010143.jpg,S0021,2.0,0.812,animal,0.812,"[0, 0.4055, 0.2125, 0.2861]",True,"(150, 4, 95, 128)"
10147,ZJ010144,train_features/ZJ010144.jpg,S0043,3.0,0.662,animal,0.662,"[0.7812, 0.02388, 0.2187, 0.9731]",True,"(12, 504, 318, 132)"
10148,ZJ010145,train_features/ZJ010145.jpg,S0017,2.0,0.126,animal,0.126,"[0.689, 0.5694, 0.1187, 0.1027]",True,"(209, 445, 29, 68)"
10149,ZJ010146,train_features/ZJ010146.jpg,S0075,4.0,0.878,animal,0.878,"[0.6234, 0.7611, 0.3765, 0.1944]",True,"(278, 403, 62, 233)"
10150,ZJ010147,train_features/ZJ010147.jpg,S0054,2.0,0.418,animal,0.418,"[0.4791, 0.7351, 0.1083, 0.1481]",True,"(401, 464, 72, 96)"
10151,ZJ010148,train_features/ZJ010148.jpg,S0027,3.0,0.902,animal,0.902,"[0.2781, 0.06666, 0.314, 0.9305]",True,"(28, 182, 327, 193)"
10152,ZJ010149,train_features/ZJ010149.jpg,S0005,4.0,0.303,animal,0.303,"[0.1374, 0.8999, 0.1234, 0.1]",True,"(328, 92, 28, 71)"
10153,ZJ010150,train_features/ZJ010150.jpg,S0030,1.0,0.787,animal,0.787,"[0.527, 0.5092, 0.2562, 0.274]",True,"(279, 510, 140, 238)"
10154,ZJ010151,train_features/ZJ010151.jpg,S0059,4.0,,,,,False,
10155,ZJ010152,train_features/ZJ010152.jpg,S0123,0.0,0.926,animal,0.926,"[0.2749, 0.5861, 0.4765, 0.3666]",True,"(215, 180, 124, 297)"
10156,ZJ010153,train_features/ZJ010153.jpg,S0147,2.0,0.089,animal,0.089,"[0.5718, 0.7333, 0.05312, 0.05]",True,"(268, 370, 10, 26)"
10157,ZJ010154,train_features/ZJ010154.jpg,S0010,2.0,0.713,animal,0.713,"[0.3312, 0.7944, 0.2593, 0.1611]",True,"(290, 216, 50, 158)"
10158,ZJ010155,train_features/ZJ010155.jpg,S0020,4.0,0.145,animal,0.145,"[0.4458, 0.6814, 0.1156, 0.1574]",True,"(372, 432, 77, 103)"
10159,ZJ010156,train_features/ZJ010156.jpg,S0069,3.0,0.682,animal,0.682,"[0, 0.8648, 0.1624, 0.1037]",True,"(471, 4, 48, 148)"
10160,ZJ010157,train_features/ZJ010157.jpg,S0060,2.0,0.895,animal,0.895,"[0, 0.6111, 0.1281, 0.2925]",True,"(334, 4, 150, 115)"
10161,ZJ010158,train_features/ZJ010158.jpg,S0002,4.0,0.843,person,0.843,"[0.7937, 0.1833, 0.2062, 0.7722]",True,"(70, 512, 270, 124)"
10162,ZJ010159,train_features/ZJ010159.jpg,S0093,1.0,0.51,animal,0.51,"[0.6958, 0.8537, 0.1562, 0.1148]",True,"(465, 672, 54, 142)"
10163,ZJ010160,train_features/ZJ010160.jpg,S0014,4.0,0.782,animal,0.782,"[0.1453, 0.5388, 0.275, 0.3444]",True,"(198, 97, 116, 168)"
10164,ZJ010161,train_features/ZJ010161.jpg,S0074,0.0,0.896,animal,0.896,"[0.714, 0.5249, 0.2515, 0.3666]",True,"(193, 461, 124, 153)"
10165,ZJ010162,train_features/ZJ010162.jpg,S0101,1.0,0.923,animal,0.923,"[0, 0.3888, 0.5109, 0.5638]",True,"(144, 4, 195, 319)"
10166,ZJ010163,train_features/ZJ010163.jpg,S0059,4.0,0.0885,animal,0.0885,"[0, 0.7, 0.025, 0.1666]",True,"(382, 4, 82, 16)"
10167,ZJ010164,train_features/ZJ010164.jpg,S0060,2.0,0.836,animal,0.836,"[0.08333, 0.7462, 0.09687, 0.224]",True,"(407, 84, 113, 85)"
10168,ZJ010165,train_features/ZJ010165.jpg,S0049,3.0,0.764,animal,0.764,"[0, 0.4027, 0.6437, 0.5527]",True,"(149, 4, 191, 404)"
10169,ZJ010166,train_features/ZJ010166.jpg,S0059,4.0,0.972,animal,0.972,"[0.5489, 0.2555, 0.451, 0.7111]",True,"(142, 531, 376, 425)"
10170,ZJ010167,train_features/ZJ010167.jpg,S0036,0.0,0.616,animal,0.616,"[0.3687, 0.7333, 0.1124, 0.1083]",True,"(268, 240, 31, 64)"
10171,ZJ010168,train_features/ZJ010168.jpg,S0129,1.0,0.0287,vehicle,0.0287,"[0.3609, 0.6611, 0.4953, 0.2916]",True,"(242, 235, 97, 309)"
10172,ZJ010169,train_features/ZJ010169.jpg,S0049,3.0,0.657,animal,0.657,"[0, 0.3749, 0.2, 0.3083]",True,"(139, 4, 103, 120)"
10173,ZJ010170,train_features/ZJ010170.jpg,S0164,4.0,0.914,animal,0.914,"[0.45, 0.6458, 0.5388, 0.3541]",True,"(159, 166, 77, 186)"
10174,ZJ010171,train_features/ZJ010171.jpg,S0180,4.0,0.387,animal,0.387,"[0.5083, 0.5291, 0.1472, 0.1791]",True,"(131, 187, 35, 45)"
10175,ZJ010172,train_features/ZJ010172.jpg,S0095,2.0,0.693,animal,0.693,"[0.4916, 0.3907, 0.3645, 0.2203]",True,"(215, 476, 111, 342)"
10176,ZJ010173,train_features/ZJ010173.jpg,S0063,1.0,0.00745,animal,0.00745,"[0.4458, 0.7999, 0.06562, 0.09444]",True,"(436, 432, 43, 55)"
10177,ZJ010174,train_features/ZJ010174.jpg,S0018,3.0,0.656,animal,0.656,"[0.7031, 0.874, 0.06458, 0.09629]",True,"(476, 679, 44, 54)"
10178,ZJ010175,train_features/ZJ010175.jpg,S0141,3.0,0.467,animal,0.467,"[0.3031, 0.9104, 0.1031, 0.08955]",True,"(309, 198, 22, 58)"
10179,ZJ010176,train_features/ZJ010176.jpg,S0062,2.0,0.893,animal,0.893,"[0.5635, 0.4648, 0.1875, 0.1759]",True,"(255, 545, 87, 172)"
10180,ZJ010177,train_features/ZJ010177.jpg,S0088,1.0,0.267,animal,0.267,"[0, 0.2388, 0.4593, 0.7138]",True,"(90, 4, 249, 286)"
10181,ZJ010178,train_features/ZJ010178.jpg,S0045,4.0,,,,,False,
10182,ZJ010179,train_features/ZJ010179.jpg,S0164,4.0,0.00541,animal,0.00541,"[0.55, 0.8166, 0.08055, 0.1]",True,"(200, 202, 16, 21)"
10183,ZJ010180,train_features/ZJ010180.jpg,S0163,2.0,0.182,animal,0.182,"[0.2078, 0.8972, 0.05781, 0.05833]",True,"(327, 137, 13, 29)"
10184,ZJ010181,train_features/ZJ010181.jpg,S0071,1.0,0.963,animal,0.963,"[0.1416, 0.5111, 0.7416, 0.4574]",True,"(280, 140, 239, 704)"
10185,ZJ010182,train_features/ZJ010182.jpg,S0130,4.0,0.449,animal,0.449,"[0.5406, 0.5944, 0.09687, 0.1472]",True,"(218, 350, 45, 54)"
10186,ZJ010183,train_features/ZJ010183.jpg,S0038,1.0,0.584,animal,0.584,"[0.001041, 0.001941, 0.9979, 0.998]",True,"(5, 5, 506, 950)"
10187,ZJ010184,train_features/ZJ010184.jpg,S0023,2.0,0.00997,animal,0.00997,"[0.5218, 0.2925, 0.05312, 0.2059]",True,"(102, 338, 61, 26)"
10188,ZJ010185,train_features/ZJ010185.jpg,S0123,0.0,0.203,animal,0.203,"[0.2171, 0.09166, 0.7828, 0.8583]",True,"(37, 143, 301, 493)"
10189,ZJ010186,train_features/ZJ010186.jpg,S0013,3.0,0.866,animal,0.866,"[0.275, 0.5166, 0.3171, 0.3083]",True,"(190, 180, 103, 195)"
10190,ZJ010187,train_features/ZJ010187.jpg,S0036,0.0,0.891,animal,0.891,"[0.4312, 0.5641, 0.1749, 0.4268]",True,"(193, 280, 135, 104)"
10191,ZJ010188,train_features/ZJ010188.jpg,S0179,4.0,0.129,animal,0.129,"[0, 0, 1.0, 1.0]",True,"(4, 4, 207, 352)"
10192,ZJ010189,train_features/ZJ010189.jpg,S0123,0.0,,,,,False,
10193,ZJ010190,train_features/ZJ010190.jpg,S0008,4.0,0.0297,animal,0.0297,"[0.139, 0.5694, 0.2, 0.3277]",True,"(209, 93, 110, 120)"
10194,ZJ010191,train_features/ZJ010191.jpg,S0186,4.0,0.0148,animal,0.0148,"[0.4812, 0.6722, 0.2364, 0.2907]",True,"(367, 466, 149, 219)"
10195,ZJ010192,train_features/ZJ010192.jpg,S0060,2.0,0.787,animal,0.787,"[0.4593, 0.5388, 0.1083, 0.1092]",True,"(295, 445, 51, 96)"
