id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ010010,train_features/ZJ010010.jpg,S0053,3.0,0.574,"(244, 353, 62, 61)","[0.3635, 0.466, 0.07187, 0.1359]",True,"(108, 85, 22, 8)"
ZJ010011,train_features/ZJ010011.jpg,S0088,1.0,0.737,"(194, 243, 40, 58)","[0.3734, 0.5277, 0.1031, 0.1333]",True,"(122, 88, 22, 15)"
ZJ010012,train_features/ZJ010012.jpg,S0069,3.0,0.528,"(295, 368, 176, 166)","[0.3791, 0.5388, 0.1812, 0.3407]",True,"(125, 89, 68, 33)"
ZJ010013,train_features/ZJ010013.jpg,S0122,0.0,0.00669,"(267, 4, 59, 18)","[0, 0.7305, 0.04062, 0.1861]",True,"(168, 4, 34, 1)"
ZJ010014,train_features/ZJ010014.jpg,S0049,3.0,0.108,"(190, 491, 98, 91)","[0.7609, 0.5166, 0.1546, 0.2944]",True,"(120, 174, 58, 27)"
ZJ010015,train_features/ZJ010015.jpg,S0170,1.0,0.0929,"(143, 271, 50, 84)","[0.7416, 0.5791, 0.2555, 0.2416]",True,"(134, 170, 46, 49)"
ZJ010016,train_features/ZJ010016.jpg,S0069,3.0,0.0277,"(346, 485, 173, 443)","[0.501, 0.6333, 0.4697, 0.3351]",True,"(146, 116, 67, 97)"
ZJ010017,train_features/ZJ010017.jpg,S0071,1.0,0.163,"(302, 676, 57, 209)","[0.6999, 0.5518, 0.226, 0.1203]",True,"(128, 161, 19, 43)"
ZJ010018,train_features/ZJ010018.jpg,S0029,4.0,0.0137,"(404, 838, 116, 107)","[0.8687, 0.7407, 0.1197, 0.2296]",True,"(170, 199, 43, 19)"
ZJ010019,train_features/ZJ010019.jpg,S0136,0.0,0.00793,"(58, 47, 36, 30)","[0.06718, 0.15, 0.05937, 0.1222]",True,"(38, 19, 19, 5)"
ZJ010020,train_features/ZJ010020.jpg,S0096,3.0,0.659,"(67, 97, 289, 539)","[0.1453, 0.1749, 0.8546, 0.8249]",True,"(43, 37, 177, 183)"
ZJ010021,train_features/ZJ010021.jpg,S0014,4.0,0.943,"(178, 221, 113, 146)","[0.339, 0.4833, 0.2406, 0.3361]",True,"(112, 80, 67, 46)"
ZJ010022,train_features/ZJ010022.jpg,S0030,1.0,0.894,"(268, 654, 155, 302)","[0.677, 0.4888, 0.3229, 0.3018]",True,"(113, 156, 60, 64)"
ZJ010023,train_features/ZJ010023.jpg,S0073,3.0,,,,False,
ZJ010024,train_features/ZJ010024.jpg,S0038,1.0,0.859,"(22, 521, 488, 435)","[0.5385, 0.03495, 0.4614, 0.9631]",True,"(12, 125, 208, 95)"
ZJ010025,train_features/ZJ010025.jpg,S0063,1.0,0.805,"(222, 473, 128, 126)","[0.4885, 0.4037, 0.1395, 0.2518]",True,"(94, 113, 48, 23)"
ZJ010026,train_features/ZJ010026.jpg,S0124,1.0,0.718,"(349, 468, 170, 488)","[0.4833, 0.6388, 0.5166, 0.3296]",True,"(147, 112, 66, 108)"
ZJ010027,train_features/ZJ010027.jpg,S0036,0.0,0.89,"(204, 363, 56, 25)","[0.5609, 0.5555, 0.05156, 0.1777]",True,"(128, 130, 32, 4)"
ZJ010028,train_features/ZJ010028.jpg,S0009,0.0,0.0132,"(142, 359, 97, 277)","[0.5546, 0.3833, 0.4453, 0.2916]",True,"(90, 128, 57, 92)"
ZJ010029,train_features/ZJ010029.jpg,S0014,4.0,0.975,"(123, 4, 232, 288)","[0, 0.3305, 0.4625, 0.6666]",True,"(78, 4, 141, 96)"
ZJ010030,train_features/ZJ010030.jpg,S0149,0.0,0.503,"(4, 61, 326, 575)","[0.08906, 0, 0.9109, 0.997]",True,"(4, 24, 215, 196)"
ZJ010031,train_features/ZJ010031.jpg,S0077,1.0,0.00869,"(217, 421, 17, 44)","[0.6515, 0.5916, 0.08124, 0.06944]",True,"(137, 150, 8, 10)"
ZJ010032,train_features/ZJ010032.jpg,S0043,3.0,0.00576,"(4, 496, 326, 140)","[0.7687, 0, 0.2312, 0.997]",True,"(4, 176, 215, 44)"
ZJ010033,train_features/ZJ010033.jpg,S0004,2.0,0.563,"(322, 315, 18, 109)","[0.4859, 0.8833, 0.1828, 0.07222]",True,"(202, 113, 8, 33)"
ZJ010034,train_features/ZJ010034.jpg,S0071,1.0,0.944,"(218, 460, 274, 460)","[0.4749, 0.3962, 0.4875, 0.5222]",True,"(93, 110, 109, 101)"
ZJ010035,train_features/ZJ010035.jpg,S0038,1.0,0.759,"(342, 379, 169, 185)","[0.3906, 0.6563, 0.201, 0.3436]",True,"(151, 91, 69, 37)"
ZJ010036,train_features/ZJ010036.jpg,S0024,2.0,0.335,"(234, 393, 88, 58)","[0.6078, 0.6865, 0.1031, 0.2865]",True,"(158, 140, 56, 15)"
ZJ010037,train_features/ZJ010037.jpg,S0008,4.0,0.514,"(255, 38, 85, 94)","[0.05312, 0.6972, 0.1593, 0.2583]",True,"(160, 16, 50, 28)"
ZJ010038,train_features/ZJ010038.jpg,S0038,1.0,0.127,"(204, 721, 314, 235)","[0.7468, 0.3703, 0.2531, 0.5962]",True,"(87, 171, 126, 49)"
ZJ010039,train_features/ZJ010039.jpg,S0185,0.0,,,,False,
ZJ010040,train_features/ZJ010040.jpg,S0008,4.0,0.799,"(228, 4, 111, 127)","[0, 0.6222, 0.2109, 0.3305]",True,"(143, 4, 66, 39)"
ZJ010041,train_features/ZJ010041.jpg,S0081,1.0,0.961,"(373, 4, 146, 266)","[0, 0.6833, 0.2854, 0.2851]",True,"(157, 4, 56, 56)"
ZJ010042,train_features/ZJ010042.jpg,S0009,0.0,,,,False,
ZJ010043,train_features/ZJ010043.jpg,S0185,0.0,0.0819,"(121, 4, 77, 21)","[0, 0.4874, 0.08055, 0.3541]",True,"(113, 4, 71, 10)"
ZJ010044,train_features/ZJ010044.jpg,S0059,4.0,0.853,"(383, 457, 127, 499)","[0.4718, 0.7359, 0.5281, 0.2621]",True,"(169, 110, 51, 110)"
ZJ010045,train_features/ZJ010045.jpg,S0004,2.0,0.367,"(329, 271, 11, 62)","[0.4171, 0.9027, 0.1093, 0.05277]",True,"(206, 97, 4, 16)"
ZJ010046,train_features/ZJ010046.jpg,S0049,3.0,0.492,"(115, 4, 179, 263)","[0, 0.3313, 0.4234, 0.5582]",True,"(78, 4, 117, 87)"
ZJ010047,train_features/ZJ010047.jpg,S0101,1.0,0.0286,"(263, 331, 75, 154)","[0.5109, 0.7194, 0.2531, 0.2305]",True,"(165, 118, 44, 49)"
ZJ010048,train_features/ZJ010048.jpg,S0060,2.0,0.747,"(308, 372, 96, 103)","[0.3833, 0.5629, 0.1156, 0.1925]",True,"(130, 90, 35, 18)"
ZJ010049,train_features/ZJ010049.jpg,S0038,1.0,0.679,"(14, 4, 496, 952)","[0, 0.01941, 1.0, 0.9786]",True,"(8, 4, 211, 216)"
ZJ010050,train_features/ZJ010050.jpg,S0010,2.0,0.916,"(195, 504, 143, 132)","[0.7812, 0.5305, 0.2187, 0.4194]",True,"(123, 179, 86, 41)"
ZJ010051,train_features/ZJ010051.jpg,S0030,1.0,0.489,"(145, 261, 181, 358)","[0.2677, 0.2611, 0.3812, 0.3499]",True,"(62, 64, 70, 77)"
ZJ010052,train_features/ZJ010052.jpg,S0077,1.0,0.325,"(226, 317, 54, 81)","[0.489, 0.6166, 0.139, 0.1722]",True,"(142, 114, 31, 23)"
ZJ010053,train_features/ZJ010053.jpg,S0009,0.0,0.0609,"(175, 114, 45, 62)","[0.1718, 0.4749, 0.1093, 0.1472]",True,"(110, 42, 25, 16)"
ZJ010054,train_features/ZJ010054.jpg,S0023,2.0,0.011,"(327, 542, 13, 52)","[0.8406, 0.8972, 0.09375, 0.05833]",True,"(205, 192, 5, 13)"
ZJ010055,train_features/ZJ010055.jpg,S0120,2.0,0.565,"(273, 4, 103, 120)","[0, 0.4981, 0.1333, 0.2055]",True,"(116, 4, 38, 22)"
ZJ010056,train_features/ZJ010056.jpg,S0167,4.0,0.509,"(117, 273, 32, 79)","[0.7472, 0.4708, 0.2416, 0.1666]",True,"(109, 171, 29, 46)"
ZJ010057,train_features/ZJ010057.jpg,S0157,0.0,,,,False,
ZJ010058,train_features/ZJ010058.jpg,S0062,2.0,0.818,"(184, 397, 68, 50)","[0.4093, 0.3333, 0.06041, 0.1407]",True,"(79, 96, 24, 6)"
ZJ010059,train_features/ZJ010059.jpg,S0101,1.0,0.612,"(249, 226, 53, 22)","[0.3468, 0.6805, 0.04687, 0.1694]",True,"(156, 82, 30, 2)"
ZJ010060,train_features/ZJ010060.jpg,S0093,1.0,0.89,"(289, 807, 230, 149)","[0.8364, 0.5277, 0.1635, 0.4407]",True,"(122, 191, 91, 29)"
ZJ010061,train_features/ZJ010061.jpg,S0009,0.0,,,,False,
ZJ010062,train_features/ZJ010062.jpg,S0014,4.0,0.0559,"(116, 164, 233, 468)","[0.25, 0.3111, 0.7437, 0.6694]",True,"(74, 60, 142, 159)"
ZJ010063,train_features/ZJ010063.jpg,S0060,2.0,0.025,"(438, 454, 52, 63)","[0.4687, 0.8037, 0.07395, 0.1111]",True,"(184, 109, 17, 9)"
ZJ010064,train_features/ZJ010064.jpg,S0036,0.0,0.455,"(266, 78, 19, 62)","[0.1156, 0.7277, 0.1093, 0.075]",True,"(167, 30, 9, 16)"
ZJ010065,train_features/ZJ010065.jpg,S0026,0.0,0.823,"(164, 142, 93, 117)","[0.2156, 0.4444, 0.1953, 0.2805]",True,"(104, 52, 55, 36)"
ZJ010066,train_features/ZJ010066.jpg,S0018,3.0,0.548,"(428, 573, 68, 59)","[0.5927, 0.7851, 0.06979, 0.1407]",True,"(180, 137, 24, 8)"
ZJ010067,train_features/ZJ010067.jpg,S0069,3.0,0.606,"(470, 164, 38, 142)","[0.1666, 0.8629, 0.1562, 0.08518]",True,"(197, 41, 11, 27)"
ZJ010068,train_features/ZJ010068.jpg,S0053,3.0,0.591,"(227, 610, 88, 34)","[0.6312, 0.4129, 0.04374, 0.1777]",True,"(96, 145, 32, 2)"
ZJ010069,train_features/ZJ010069.jpg,S0036,0.0,0.945,"(54, 4, 285, 632)","[0, 0.1388, 1.0, 0.8138]",True,"(35, 4, 174, 216)"
ZJ010070,train_features/ZJ010070.jpg,S0014,4.0,0.943,"(178, 218, 114, 153)","[0.3343, 0.4833, 0.2515, 0.3388]",True,"(112, 79, 68, 48)"
ZJ010071,train_features/ZJ010071.jpg,S0141,3.0,0.749,"(205, 151, 55, 25)","[0.2296, 0.6, 0.05156, 0.188]",True,"(138, 55, 34, 4)"
ZJ010072,train_features/ZJ010072.jpg,S0083,2.0,0.836,"(437, 700, 82, 76)","[0.725, 0.8018, 0.08749, 0.1666]",True,"(184, 166, 29, 12)"
ZJ010073,train_features/ZJ010073.jpg,S0188,3.0,0.0367,"(130, 296, 34, 14)","[0.8111, 0.525, 0.06111, 0.1749]",True,"(122, 186, 31, 6)"
ZJ010074,train_features/ZJ010074.jpg,S0043,3.0,0.4,"(192, 291, 45, 36)","[0.4484, 0.5222, 0.06875, 0.1472]",True,"(121, 104, 25, 7)"
ZJ010075,train_features/ZJ010075.jpg,S0038,1.0,0.0175,"(4, 4, 346, 35)","[0, 0, 0.04479, 0.6555]",True,"(4, 4, 139, 2)"
ZJ010076,train_features/ZJ010076.jpg,S0010,2.0,0.0272,"(331, 478, 9, 74)","[0.7406, 0.9083, 0.1281, 0.04722]",True,"(207, 170, 3, 21)"
ZJ010077,train_features/ZJ010077.jpg,S0149,0.0,0.937,"(34, 269, 296, 263)","[0.414, 0.08955, 0.4234, 0.9074]",True,"(24, 97, 195, 87)"
ZJ010078,train_features/ZJ010078.jpg,S0141,3.0,0.538,"(274, 277, 32, 59)","[0.4265, 0.75, 0.1046, 0.1111]",True,"(172, 100, 17, 15)"
ZJ010079,train_features/ZJ010079.jpg,S0141,3.0,0.864,"(189, 240, 95, 156)","[0.3687, 0.5138, 0.2562, 0.2861]",True,"(119, 87, 56, 49)"
ZJ010080,train_features/ZJ010080.jpg,S0020,4.0,0.962,"(260, 622, 162, 334)","[0.6437, 0.474, 0.3562, 0.3148]",True,"(110, 148, 63, 72)"
ZJ010081,train_features/ZJ010081.jpg,S0008,4.0,0.252,"(234, 4, 104, 126)","[0, 0.6388, 0.2093, 0.3111]",True,"(147, 4, 62, 39)"
ZJ010082,train_features/ZJ010082.jpg,S0038,1.0,0.021,"(248, 774, 262, 182)","[0.802, 0.4737, 0.1979, 0.5242]",True,"(110, 184, 109, 36)"
ZJ010083,train_features/ZJ010083.jpg,S0089,3.0,0.0429,"(265, 279, 74, 42)","[0.4296, 0.7249, 0.07812, 0.2277]",True,"(166, 100, 43, 9)"
ZJ010084,train_features/ZJ010084.jpg,S0104,1.0,0.69,"(243, 218, 83, 84)","[0.3343, 0.6638, 0.1437, 0.2527]",True,"(153, 79, 49, 24)"
ZJ010085,train_features/ZJ010085.jpg,S0164,4.0,0.791,"(156, 82, 80, 45)","[0.2166, 0.6333, 0.1472, 0.3666]",True,"(146, 53, 74, 25)"
ZJ010086,train_features/ZJ010086.jpg,S0096,3.0,0.706,"(6, 4, 349, 632)","[0, 0.005555, 1.0, 0.9916]",True,"(5, 4, 214, 216)"
ZJ010087,train_features/ZJ010087.jpg,S0036,0.0,0.329,"(198, 4, 103, 101)","[0, 0.5388, 0.1703, 0.3083]",True,"(125, 4, 61, 30)"
ZJ010088,train_features/ZJ010088.jpg,S0060,2.0,0.576,"(477, 602, 43, 268)","[0.6229, 0.8759, 0.2874, 0.09444]",True,"(200, 144, 13, 56)"
ZJ010089,train_features/ZJ010089.jpg,S0053,3.0,0.804,"(85, 678, 244, 169)","[0.702, 0.1499, 0.1843, 0.4666]",True,"(38, 161, 97, 33)"
ZJ010090,train_features/ZJ010090.jpg,S0038,1.0,0.53,"(381, 733, 139, 223)","[0.7593, 0.6981, 0.2406, 0.2722]",True,"(160, 174, 53, 46)"
ZJ010091,train_features/ZJ010091.jpg,S0179,4.0,0.802,"(138, 26, 91, 107)","[0.06111, 0.5583, 0.3194, 0.4124]",True,"(129, 18, 84, 64)"
ZJ010092,train_features/ZJ010092.jpg,S0095,2.0,0.334,"(260, 203, 51, 93)","[0.2072, 0.474, 0.1052, 0.1092]",True,"(110, 50, 16, 16)"
ZJ010093,train_features/ZJ010093.jpg,S0191,1.0,0.499,"(91, 140, 42, 55)","[0.3777, 0.3625, 0.1749, 0.2083]",True,"(85, 89, 39, 31)"
ZJ010094,train_features/ZJ010094.jpg,S0001,0.0,,,,False,
ZJ010095,train_features/ZJ010095.jpg,S0089,3.0,0.745,"(265, 73, 74, 170)","[0.1078, 0.7249, 0.2781, 0.2277]",True,"(166, 28, 43, 54)"
ZJ010096,train_features/ZJ010096.jpg,S0059,4.0,0.799,"(297, 718, 90, 134)","[0.7437, 0.5425, 0.1479, 0.1814]",True,"(126, 171, 33, 25)"
ZJ010097,train_features/ZJ010097.jpg,S0071,1.0,0.453,"(360, 815, 26, 45)","[0.8447, 0.6592, 0.0552, 0.06296]",True,"(152, 193, 6, 4)"
ZJ010098,train_features/ZJ010098.jpg,S0026,0.0,0.896,"(103, 434, 220, 202)","[0.6718, 0.2749, 0.3281, 0.6333]",True,"(66, 154, 134, 65)"
ZJ010099,train_features/ZJ010099.jpg,S0014,4.0,0.911,"(291, 78, 64, 223)","[0.1156, 0.7972, 0.3609, 0.2]",True,"(183, 30, 37, 73)"
ZJ010100,train_features/ZJ010100.jpg,S0061,1.0,,,,False,
ZJ010101,train_features/ZJ010101.jpg,S0184,0.0,0.755,"(309, 178, 131, 249)","[0.1812, 0.5648, 0.2677, 0.2574]",True,"(131, 45, 50, 52)"
ZJ010102,train_features/ZJ010102.jpg,S0020,4.0,,,,False,
ZJ010103,train_features/ZJ010103.jpg,S0138,0.0,0.914,"(136, 389, 84, 126)","[0.6015, 0.3666, 0.2093, 0.2555]",True,"(86, 139, 49, 39)"
ZJ010104,train_features/ZJ010104.jpg,S0096,3.0,0.607,"(130, 379, 53, 29)","[0.5859, 0.3499, 0.05781, 0.1694]",True,"(82, 135, 30, 5)"
ZJ010105,train_features/ZJ010105.jpg,S0038,1.0,0.0238,"(198, 183, 313, 773)","[0.1864, 0.3766, 0.8135, 0.6233]",True,"(88, 46, 132, 174)"
ZJ010106,train_features/ZJ010106.jpg,S0085,4.0,0.654,"(236, 500, 83, 136)","[0.7749, 0.6444, 0.2249, 0.2527]",True,"(148, 178, 49, 42)"
ZJ010107,train_features/ZJ010107.jpg,S0125,2.0,0.0521,"(248, 59, 255, 108)","[0.05729, 0.4518, 0.1208, 0.487]",True,"(105, 17, 101, 19)"
ZJ010108,train_features/ZJ010108.jpg,S0049,3.0,0.67,"(166, 570, 76, 66)","[0.8843, 0.4499, 0.1156, 0.2333]",True,"(105, 202, 44, 18)"
ZJ010109,train_features/ZJ010109.jpg,S0059,4.0,0.467,"(305, 793, 71, 160)","[0.8218, 0.5574, 0.1749, 0.1462]",True,"(129, 188, 25, 31)"
ZJ010110,train_features/ZJ010110.jpg,S0184,0.0,0.792,"(245, 94, 67, 96)","[0.09374, 0.4462, 0.1083, 0.1388]",True,"(104, 25, 23, 16)"
ZJ010111,train_features/ZJ010111.jpg,S0170,1.0,0.654,"(161, 153, 40, 55)","[0.4138, 0.6541, 0.1749, 0.2]",True,"(151, 97, 37, 31)"
ZJ010112,train_features/ZJ010112.jpg,S0080,1.0,0.00834,"(99, 4, 17, 18)","[0, 0.7916, 0.1624, 0.2083]",True,"(181, 4, 39, 28)"
ZJ010113,train_features/ZJ010113.jpg,S0071,1.0,0.352,"(143, 231, 42, 69)","[0.2364, 0.2574, 0.0802, 0.09259]",True,"(62, 57, 13, 10)"
ZJ010114,train_features/ZJ010114.jpg,S0020,4.0,,,,False,
ZJ010115,train_features/ZJ010115.jpg,S0123,0.0,0.944,"(257, 422, 80, 85)","[0.6531, 0.7027, 0.1453, 0.2444]",True,"(161, 150, 47, 25)"
ZJ010116,train_features/ZJ010116.jpg,S0161,2.0,0.1,"(249, 45, 90, 59)","[0.06406, 0.6805, 0.1046, 0.2722]",True,"(156, 18, 53, 15)"
ZJ010117,train_features/ZJ010117.jpg,S0141,3.0,0.85,"(301, 291, 39, 55)","[0.4484, 0.825, 0.09843, 0.1305]",True,"(189, 104, 21, 14)"
ZJ010118,train_features/ZJ010118.jpg,S0097,3.0,0.583,"(164, 382, 78, 89)","[0.5906, 0.4444, 0.1515, 0.2388]",True,"(104, 136, 45, 26)"
ZJ010119,train_features/ZJ010119.jpg,S0062,2.0,0.805,"(392, 354, 88, 146)","[0.3645, 0.7185, 0.1604, 0.1777]",True,"(165, 86, 32, 28)"
ZJ010120,train_features/ZJ010120.jpg,S0120,2.0,0.905,"(344, 4, 174, 162)","[0, 0.6296, 0.177, 0.337]",True,"(145, 4, 67, 32)"
ZJ010121,train_features/ZJ010121.jpg,S0060,2.0,0.919,"(369, 40, 150, 428)","[0.03749, 0.6759, 0.4541, 0.2925]",True,"(155, 12, 58, 94)"
ZJ010122,train_features/ZJ010122.jpg,S0022,0.0,0.0576,"(273, 4, 24, 21)","[0, 0.7472, 0.04531, 0.08888]",True,"(171, 4, 12, 2)"
ZJ010123,train_features/ZJ010123.jpg,S0101,1.0,0.179,"(251, 221, 41, 44)","[0.339, 0.6861, 0.08124, 0.1361]",True,"(158, 80, 22, 10)"
ZJ010124,train_features/ZJ010124.jpg,S0176,1.0,0.0215,"(106, 12, 42, 59)","[0.02222, 0.4249, 0.1861, 0.2083]",True,"(99, 9, 39, 34)"
ZJ010125,train_features/ZJ010125.jpg,S0120,2.0,0.812,"(211, 348, 129, 285)","[0.3583, 0.3833, 0.3052, 0.2537]",True,"(90, 84, 49, 60)"
ZJ010126,train_features/ZJ010126.jpg,S0184,0.0,0.692,"(264, 4, 91, 19)","[0, 0.4814, 0.02812, 0.1833]",True,"(112, 4, 33, -2)"
ZJ010127,train_features/ZJ010127.jpg,S0123,0.0,0.26,"(219, 93, 37, 64)","[0.139, 0.5972, 0.1124, 0.125]",True,"(138, 35, 20, 17)"
ZJ010128,train_features/ZJ010128.jpg,S0063,1.0,0.966,"(243, 639, 276, 317)","[0.6614, 0.4425, 0.3385, 0.5259]",True,"(103, 152, 110, 68)"
ZJ010129,train_features/ZJ010129.jpg,S0080,1.0,0.0109,"(100, 4, 16, 151)","[0, 0.7999, 0.9937, 0.2]",True,"(183, 4, 37, 215)"
ZJ010130,train_features/ZJ010130.jpg,S0036,0.0,0.91,"(195, 284, 62, 143)","[0.4374, 0.5305, 0.2359, 0.1944]",True,"(123, 102, 36, 45)"
ZJ010131,train_features/ZJ010131.jpg,S0138,0.0,0.9,"(129, 391, 78, 129)","[0.6046, 0.3472, 0.214, 0.2388]",True,"(82, 139, 45, 40)"
ZJ010132,train_features/ZJ010132.jpg,S0070,1.0,0.955,"(306, 304, 213, 274)","[0.3125, 0.5592, 0.2937, 0.4092]",True,"(129, 74, 84, 58)"
ZJ010133,train_features/ZJ010133.jpg,S0070,1.0,0.867,"(373, 577, 146, 166)","[0.5968, 0.6833, 0.1812, 0.2851]",True,"(157, 138, 56, 33)"
ZJ010134,train_features/ZJ010134.jpg,S0008,4.0,0.801,"(236, 4, 102, 121)","[0, 0.6444, 0.2015, 0.3055]",True,"(148, 4, 60, 37)"
ZJ010135,train_features/ZJ010135.jpg,S0008,4.0,0.629,"(253, 5, 86, 126)","[0.001562, 0.6916, 0.2093, 0.2611]",True,"(159, 4, 50, 39)"
ZJ010136,train_features/ZJ010136.jpg,S0141,3.0,0.696,"(203, 151, 58, 27)","[0.2296, 0.594, 0.05468, 0.197]",True,"(137, 55, 36, 4)"
ZJ010137,train_features/ZJ010137.jpg,S0017,2.0,0.94,"(188, 546, 168, 90)","[0.8468, 0.5111, 0.1531, 0.4888]",True,"(118, 194, 101, 26)"
ZJ010138,train_features/ZJ010138.jpg,S0030,1.0,0.0368,"(291, 143, 87, 122)","[0.1447, 0.5314, 0.1354, 0.1759]",True,"(123, 36, 31, 22)"
ZJ010139,train_features/ZJ010139.jpg,S0163,2.0,0.342,"(290, 305, 49, 331)","[0.4703, 0.7944, 0.5296, 0.1583]",True,"(182, 109, 27, 111)"
ZJ010140,train_features/ZJ010140.jpg,S0183,0.0,0.00526,"(166, 174, 31, 62)","[0.4722, 0.675, 0.1944, 0.1624]",True,"(155, 110, 28, 36)"
ZJ010141,train_features/ZJ010141.jpg,S0063,1.0,0.556,"(454, 314, 66, 243)","[0.3229, 0.8333, 0.2614, 0.137]",True,"(191, 76, 23, 51)"
ZJ010142,train_features/ZJ010142.jpg,S0060,2.0,0.776,"(332, 4, 69, 158)","[0, 0.6074, 0.1729, 0.1425]",True,"(140, 4, 24, 31)"
ZJ010143,train_features/ZJ010143.jpg,S0021,2.0,0.812,"(150, 4, 95, 128)","[0, 0.4055, 0.2125, 0.2861]",True,"(95, 4, 56, 40)"
ZJ010144,train_features/ZJ010144.jpg,S0043,3.0,0.662,"(12, 504, 318, 132)","[0.7812, 0.02388, 0.2187, 0.9731]",True,"(9, 179, 210, 41)"
ZJ010145,train_features/ZJ010145.jpg,S0017,2.0,0.126,"(209, 445, 29, 68)","[0.689, 0.5694, 0.1187, 0.1027]",True,"(132, 158, 15, 19)"
ZJ010146,train_features/ZJ010146.jpg,S0075,4.0,0.878,"(278, 403, 62, 233)","[0.6234, 0.7611, 0.3765, 0.1944]",True,"(174, 144, 36, 76)"
ZJ010147,train_features/ZJ010147.jpg,S0054,2.0,0.418,"(401, 464, 72, 96)","[0.4791, 0.7351, 0.1083, 0.1481]",True,"(169, 111, 25, 16)"
ZJ010148,train_features/ZJ010148.jpg,S0027,3.0,0.902,"(28, 182, 327, 193)","[0.2781, 0.06666, 0.314, 0.9305]",True,"(19, 66, 200, 62)"
ZJ010149,train_features/ZJ010149.jpg,S0005,4.0,0.303,"(328, 92, 28, 71)","[0.1374, 0.8999, 0.1234, 0.1]",True,"(206, 35, 14, 20)"
ZJ010150,train_features/ZJ010150.jpg,S0030,1.0,0.787,"(279, 510, 140, 238)","[0.527, 0.5092, 0.2562, 0.274]",True,"(118, 122, 53, 49)"
ZJ010151,train_features/ZJ010151.jpg,S0059,4.0,,,,False,
ZJ010152,train_features/ZJ010152.jpg,S0123,0.0,0.926,"(215, 180, 124, 297)","[0.2749, 0.5861, 0.4765, 0.3666]",True,"(135, 66, 74, 99)"
ZJ010153,train_features/ZJ010153.jpg,S0147,2.0,0.089,"(268, 370, 10, 26)","[0.5718, 0.7333, 0.05312, 0.05]",True,"(168, 132, 3, 4)"
ZJ010154,train_features/ZJ010154.jpg,S0010,2.0,0.713,"(290, 216, 50, 158)","[0.3312, 0.7944, 0.2593, 0.1611]",True,"(182, 78, 28, 50)"
ZJ010155,train_features/ZJ010155.jpg,S0020,4.0,0.145,"(372, 432, 77, 103)","[0.4458, 0.6814, 0.1156, 0.1574]",True,"(157, 104, 27, 18)"
ZJ010156,train_features/ZJ010156.jpg,S0069,3.0,0.682,"(471, 4, 48, 148)","[0, 0.8648, 0.1624, 0.1037]",True,"(198, 4, 15, 28)"
ZJ010157,train_features/ZJ010157.jpg,S0060,2.0,0.895,"(334, 4, 150, 115)","[0, 0.6111, 0.1281, 0.2925]",True,"(141, 4, 58, 21)"
ZJ010158,train_features/ZJ010158.jpg,S0002,4.0,0.843,"(70, 512, 270, 124)","[0.7937, 0.1833, 0.2062, 0.7722]",True,"(45, 182, 165, 38)"
ZJ010159,train_features/ZJ010159.jpg,S0093,1.0,0.51,"(465, 672, 54, 142)","[0.6958, 0.8537, 0.1562, 0.1148]",True,"(195, 160, 18, 27)"
ZJ010160,train_features/ZJ010160.jpg,S0014,4.0,0.782,"(198, 97, 116, 168)","[0.1453, 0.5388, 0.275, 0.3444]",True,"(125, 37, 69, 54)"
ZJ010161,train_features/ZJ010161.jpg,S0074,0.0,0.896,"(193, 461, 124, 153)","[0.714, 0.5249, 0.2515, 0.3666]",True,"(122, 164, 74, 48)"
ZJ010162,train_features/ZJ010162.jpg,S0101,1.0,0.923,"(144, 4, 195, 319)","[0, 0.3888, 0.5109, 0.5638]",True,"(91, 4, 118, 106)"
ZJ010163,train_features/ZJ010163.jpg,S0059,4.0,0.0885,"(382, 4, 82, 16)","[0, 0.7, 0.025, 0.1666]",True,"(161, 4, 29, -2)"
ZJ010164,train_features/ZJ010164.jpg,S0060,2.0,0.836,"(407, 84, 113, 85)","[0.08333, 0.7462, 0.09687, 0.224]",True,"(171, 23, 42, 14)"
ZJ010165,train_features/ZJ010165.jpg,S0049,3.0,0.764,"(149, 4, 191, 404)","[0, 0.4027, 0.6437, 0.5527]",True,"(94, 4, 116, 136)"
ZJ010166,train_features/ZJ010166.jpg,S0059,4.0,0.972,"(142, 531, 376, 425)","[0.5489, 0.2555, 0.451, 0.7111]",True,"(61, 127, 151, 93)"
ZJ010167,train_features/ZJ010167.jpg,S0036,0.0,0.616,"(268, 240, 31, 64)","[0.3687, 0.7333, 0.1124, 0.1083]",True,"(168, 87, 16, 17)"
ZJ010168,train_features/ZJ010168.jpg,S0129,1.0,0.0287,"(242, 235, 97, 309)","[0.3609, 0.6611, 0.4953, 0.2916]",True,"(152, 85, 57, 103)"
ZJ010169,train_features/ZJ010169.jpg,S0049,3.0,0.657,"(139, 4, 103, 120)","[0, 0.3749, 0.2, 0.3083]",True,"(88, 4, 61, 37)"
ZJ010170,train_features/ZJ010170.jpg,S0164,4.0,0.914,"(159, 166, 77, 186)","[0.45, 0.6458, 0.5388, 0.3541]",True,"(149, 105, 71, 113)"
ZJ010171,train_features/ZJ010171.jpg,S0180,4.0,0.387,"(131, 187, 35, 45)","[0.5083, 0.5291, 0.1472, 0.1791]",True,"(123, 118, 32, 25)"
