image_name,file,max_detection_conf,category,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ005994,ZJ005994.jpg,0.00625,animal,0.00625,"(327, 547, 4, 33)","[0.8484, 0.9641, 0.06406, 0.03582]",True,"(220, 194, 0, 6)"
ZJ005995,ZJ005995.jpg,0.237,animal,0.237,"(104, 12, 17, 11)","[0.02222, 0.4166, 0.05277, 0.1041]",True,"(97, 9, 15, 4)"
ZJ005996,ZJ005996.jpg,0.0738,animal,0.0738,"(408, 4, 112, 73)","[0, 0.7481, 0.08437, 0.2222]",True,"(172, 4, 42, 11)"
ZJ005997,ZJ005997.jpg,0.267,animal,0.267,"(451, 612, 68, 138)","[0.6333, 0.8277, 0.152, 0.1407]",True,"(189, 146, 24, 26)"
ZJ005998,ZJ005998.jpg,0.0114,person,0.0114,"(240, 405, 56, 40)","[0.6265, 0.7044, 0.075, 0.191]",True,"(162, 144, 35, 9)"
ZJ005999,ZJ005999.jpg,0.00742,animal,0.00742,"(265, 65, 74, 125)","[0.09531, 0.7249, 0.2078, 0.2277]",True,"(166, 25, 43, 39)"
ZJ006000,ZJ006000.jpg,0.902,animal,0.902,"(259, 32, 80, 206)","[0.04375, 0.7083, 0.3343, 0.2444]",True,"(163, 14, 47, 67)"
ZJ006001,ZJ006001.jpg,,,,,,False,
ZJ006002,ZJ006002.jpg,0.00934,animal,0.00934,"(51, 9, 13, 5)","[0.03125, 0.3916, 0.08124, 0.1749]",True,"(92, 11, 31, 10)"
ZJ006003,ZJ006003.jpg,0.88,animal,0.88,"(231, 4, 108, 126)","[0, 0.6305, 0.2093, 0.3222]",True,"(145, 4, 64, 39)"
ZJ006004,ZJ006004.jpg,0.024,animal,0.024,"(320, 83, 20, 150)","[0.1234, 0.8777, 0.2468, 0.07777]",True,"(201, 32, 9, 47)"
ZJ006005,ZJ006005.jpg,0.913,animal,0.913,"(312, 555, 136, 231)","[0.5739, 0.5703, 0.2489, 0.2666]",True,"(132, 133, 52, 48)"
ZJ006006,ZJ006006.jpg,0.923,animal,0.923,"(196, 92, 152, 176)","[0.1375, 0.5333, 0.2874, 0.4444]",True,"(123, 35, 92, 56)"
ZJ006007,ZJ006007.jpg,0.743,animal,0.743,"(333, 505, 181, 190)","[0.5218, 0.6092, 0.2062, 0.3499]",True,"(140, 121, 70, 38)"
ZJ006008,ZJ006008.jpg,0.186,person,0.186,"(5, 4, 348, 103)","[0, 0.002777, 0.1734, 0.9888]",True,"(5, 4, 213, 31)"
ZJ006009,ZJ006009.jpg,0.479,animal,0.479,"(301, 224, 111, 149)","[0.2291, 0.5499, 0.1635, 0.2203]",True,"(127, 55, 41, 29)"
ZJ006010,ZJ006010.jpg,0.627,animal,0.627,"(5, 4, 512, 942)","[0, 0.001851, 0.9895, 0.9629]",True,"(4, 4, 208, 214)"
ZJ006011,ZJ006011.jpg,0.931,animal,0.931,"(131, 4, 199, 632)","[0, 0.3791, 1.0, 0.6179]",True,"(89, 4, 130, 216)"
ZJ006012,ZJ006012.jpg,0.379,animal,0.379,"(303, 6, 207, 942)","[0.002083, 0.5805, 0.9895, 0.4174]",True,"(134, 4, 85, 214)"
ZJ006013,ZJ006013.jpg,0.77,animal,0.77,"(248, 158, 68, 98)","[0.1604, 0.4518, 0.1104, 0.1407]",True,"(105, 40, 24, 17)"
ZJ006014,ZJ006014.jpg,0.883,animal,0.883,"(29, 482, 52, 16)","[0.7468, 0.06944, 0.0375, 0.1666]",True,"(20, 171, 29, 0)"
ZJ006015,ZJ006015.jpg,0.519,animal,0.519,"(392, 828, 60, 94)","[0.8583, 0.7185, 0.1062, 0.1259]",True,"(165, 196, 20, 16)"
ZJ006016,ZJ006016.jpg,0.167,animal,0.167,"(266, 37, 69, 99)","[0.05156, 0.7277, 0.1671, 0.2138]",True,"(167, 16, 40, 29)"
ZJ006017,ZJ006017.jpg,0.408,animal,0.408,"(242, 343, 51, 175)","[0.5296, 0.6611, 0.2859, 0.1638]",True,"(152, 123, 29, 56)"
ZJ006018,ZJ006018.jpg,0.371,animal,0.371,"(208, 222, 57, 58)","[0.3406, 0.5666, 0.1031, 0.1805]",True,"(131, 80, 32, 15)"
ZJ006019,ZJ006019.jpg,0.931,animal,0.931,"(152, 399, 112, 207)","[0.6171, 0.4111, 0.3359, 0.3333]",True,"(96, 142, 67, 67)"
ZJ006020,ZJ006020.jpg,0.921,animal,0.921,"(171, 536, 104, 100)","[0.8312, 0.4638, 0.1687, 0.3111]",True,"(108, 190, 62, 30)"
ZJ006021,ZJ006021.jpg,0.0792,person,0.0792,"(67, 61, 24, 12)","[0.3562, 0.525, 0.125, 0.2666]",True,"(122, 84, 52, 20)"
ZJ006022,ZJ006022.jpg,,,,,,False,
ZJ006023,ZJ006023.jpg,0.523,animal,0.523,"(217, 155, 45, 104)","[0.2359, 0.5916, 0.1749, 0.1472]",True,"(137, 57, 25, 31)"
ZJ006024,ZJ006024.jpg,0.547,animal,0.547,"(83, 523, 256, 113)","[0.8109, 0.2194, 0.189, 0.7333]",True,"(53, 186, 156, 34)"
ZJ006025,ZJ006025.jpg,0.684,animal,0.684,"(164, 291, 79, 91)","[0.4484, 0.4444, 0.1546, 0.2416]",True,"(104, 104, 46, 27)"
ZJ006026,ZJ006026.jpg,0.948,animal,0.948,"(228, 398, 292, 465)","[0.4104, 0.4148, 0.4927, 0.5555]",True,"(97, 96, 116, 102)"
ZJ006027,ZJ006027.jpg,0.00596,animal,0.00596,"(246, 236, 67, 106)","[0.3624, 0.6722, 0.1781, 0.2083]",True,"(155, 85, 39, 32)"
ZJ006028,ZJ006028.jpg,,,,,,False,
ZJ006029,ZJ006029.jpg,0.0621,animal,0.0621,"(29, 49, 332, 803)","[0.04687, 0.04854, 0.8447, 0.6601]",True,"(15, 14, 140, 181)"
ZJ006030,ZJ006030.jpg,0.716,animal,0.716,"(6, 4, 349, 632)","[0, 0.005555, 1.0, 0.9916]",True,"(5, 4, 214, 216)"
ZJ006031,ZJ006031.jpg,0.826,animal,0.826,"(172, 166, 76, 126)","[0.2531, 0.4666, 0.2093, 0.2333]",True,"(109, 61, 44, 39)"
ZJ006032,ZJ006032.jpg,0.327,animal,0.327,"(375, 461, 143, 67)","[0.476, 0.687, 0.07812, 0.2796]",True,"(158, 111, 55, 9)"
ZJ006033,ZJ006033.jpg,,,,,,False,
ZJ006034,ZJ006034.jpg,0.291,animal,0.291,"(250, 25, 48, 120)","[0.03281, 0.6833, 0.2, 0.1555]",True,"(157, 11, 27, 37)"
ZJ006035,ZJ006035.jpg,0.615,animal,0.615,"(340, 319, 60, 76)","[0.3281, 0.6222, 0.08749, 0.1259]",True,"(143, 77, 20, 12)"
ZJ006036,ZJ006036.jpg,0.107,animal,0.107,"(123, 127, 211, 484)","[0.1921, 0.3305, 0.7687, 0.6083]",True,"(78, 47, 128, 164)"
ZJ006037,ZJ006037.jpg,0.0117,animal,0.0117,"(327, 541, 13, 54)","[0.839, 0.8972, 0.09687, 0.05833]",True,"(205, 192, 5, 14)"
ZJ006038,ZJ006038.jpg,0.83,animal,0.83,"(479, 724, 40, 122)","[0.7499, 0.8796, 0.1354, 0.08888]",True,"(201, 172, 12, 22)"
ZJ006039,ZJ006039.jpg,0.86,animal,0.86,"(221, 401, 118, 84)","[0.6203, 0.6027, 0.1437, 0.3499]",True,"(139, 143, 70, 24)"
ZJ006040,ZJ006040.jpg,0.734,animal,0.734,"(256, 4, 84, 125)","[0, 0.7, 0.2078, 0.2555]",True,"(161, 4, 49, 39)"
ZJ006041,ZJ006041.jpg,0.299,animal,0.299,"(221, 184, 118, 95)","[0.2812, 0.6027, 0.1609, 0.3499]",True,"(139, 67, 70, 28)"
ZJ006042,ZJ006042.jpg,0.823,animal,0.823,"(130, 477, 85, 117)","[0.739, 0.3499, 0.1953, 0.2583]",True,"(82, 170, 50, 36)"
ZJ006043,ZJ006043.jpg,0.276,animal,0.276,"(213, 268, 81, 153)","[0.4125, 0.5805, 0.2515, 0.2472]",True,"(134, 96, 47, 48)"
ZJ006044,ZJ006044.jpg,0.1,animal,0.1,"(182, 146, 111, 209)","[0.1479, 0.3296, 0.226, 0.2203]",True,"(78, 37, 41, 43)"
ZJ006045,ZJ006045.jpg,0.61,animal,0.61,"(426, 4, 94, 209)","[0, 0.7814, 0.226, 0.1888]",True,"(179, 4, 34, 43)"
ZJ006046,ZJ006046.jpg,,,,,,False,
ZJ006047,ZJ006047.jpg,,,,,,False,
ZJ006048,ZJ006048.jpg,0.0195,animal,0.0195,"(241, 4, 55, 26)","[0, 0.6583, 0.05312, 0.1749]",True,"(151, 4, 31, 4)"
ZJ006049,ZJ006049.jpg,0.978,animal,0.978,"(239, 812, 280, 144)","[0.8416, 0.4351, 0.1583, 0.5333]",True,"(101, 193, 111, 27)"
ZJ006050,ZJ006050.jpg,0.853,animal,0.853,"(16, 342, 201, 323)","[0.352, 0.02222, 0.3447, 0.387]",True,"(9, 83, 79, 69)"
ZJ006051,ZJ006051.jpg,0.0788,animal,0.0788,"(67, 4, 28, 3)","[0, 0.525, 0.06875, 0.3]",True,"(122, 4, 59, 7)"
ZJ006052,ZJ006052.jpg,0.324,person,0.324,"(120, 659, 399, 157)","[0.6822, 0.2148, 0.1718, 0.7537]",True,"(52, 157, 161, 30)"
ZJ006053,ZJ006053.jpg,0.251,animal,0.251,"(163, 230, 154, 242)","[0.3531, 0.4416, 0.3906, 0.4499]",True,"(103, 83, 93, 79)"
ZJ006054,ZJ006054.jpg,0.386,animal,0.386,"(200, 4, 131, 141)","[0, 0.5444, 0.2328, 0.3861]",True,"(126, 4, 78, 44)"
ZJ006055,ZJ006055.jpg,0.971,animal,0.971,"(371, 746, 148, 210)","[0.7729, 0.6796, 0.227, 0.2888]",True,"(156, 177, 57, 43)"
ZJ006056,ZJ006056.jpg,0.556,animal,0.556,"(209, 338, 46, 43)","[0.5218, 0.5694, 0.07968, 0.15]",True,"(132, 121, 26, 10)"
ZJ006057,ZJ006057.jpg,0.825,animal,0.825,"(327, 159, 86, 188)","[0.1614, 0.5981, 0.2041, 0.174]",True,"(138, 40, 31, 38)"
ZJ006058,ZJ006058.jpg,0.015,animal,0.015,"(475, 597, 45, 140)","[0.6177, 0.8722, 0.1541, 0.09814]",True,"(199, 142, 14, 27)"
ZJ006059,ZJ006059.jpg,0.823,animal,0.823,"(4, 4, 506, 951)","[0, 0, 0.9989, 0.998]",True,"(4, 4, 216, 216)"
ZJ006060,ZJ006060.jpg,0.62,animal,0.62,"(6, 446, 324, 190)","[0.6906, 0.00597, 0.3093, 0.991]",True,"(5, 159, 214, 61)"
ZJ006061,ZJ006061.jpg,0.0487,vehicle,0.0487,"(274, 4, 57, 30)","[0, 0.8059, 0.05937, 0.194]",True,"(185, 4, 35, 5)"
ZJ006062,ZJ006062.jpg,0.786,animal,0.786,"(287, 277, 45, 146)","[0.4265, 0.7861, 0.2406, 0.1472]",True,"(180, 100, 25, 46)"
ZJ006063,ZJ006063.jpg,,,,,,False,
ZJ006064,ZJ006064.jpg,0.0547,animal,0.0547,"(57, 27, 12, 3)","[0.1437, 0.4416, 0.06875, 0.1666]",True,"(103, 36, 29, 7)"
ZJ006065,ZJ006065.jpg,0.558,animal,0.558,"(385, 611, 32, 50)","[0.6322, 0.7055, 0.06041, 0.07407]",True,"(162, 146, 9, 6)"
ZJ006066,ZJ006066.jpg,0.914,animal,0.914,"(323, 4, 196, 316)","[0, 0.5907, 0.3375, 0.3777]",True,"(136, 4, 77, 68)"
ZJ006067,ZJ006067.jpg,0.964,animal,0.964,"(333, 254, 186, 701)","[0.2604, 0.6092, 0.7385, 0.3592]",True,"(140, 62, 72, 157)"
ZJ006068,ZJ006068.jpg,0.0918,person,0.0918,"(29, 4, 219, 11)","[0, 0.06944, 0.02968, 0.6305]",True,"(20, 4, 133, -1)"
ZJ006069,ZJ006069.jpg,0.0989,vehicle,0.0989,"(85, 449, 145, 187)","[0.6953, 0.2249, 0.3046, 0.425]",True,"(54, 160, 87, 60)"
ZJ006070,ZJ006070.jpg,0.657,animal,0.657,"(306, 590, 46, 206)","[0.6104, 0.5592, 0.2229, 0.1]",True,"(129, 141, 14, 42)"
ZJ006071,ZJ006071.jpg,0.588,animal,0.588,"(299, 301, 30, 27)","[0.464, 0.8194, 0.05468, 0.1055]",True,"(188, 108, 16, 4)"
ZJ006072,ZJ006072.jpg,0.895,animal,0.895,"(77, 4, 442, 247)","[0, 0.1351, 0.2656, 0.8333]",True,"(34, 4, 179, 51)"
ZJ006073,ZJ006073.jpg,0.873,animal,0.873,"(4, 4, 507, 512)","[0, 0, 0.5416, 1.0]",True,"(4, 4, 216, 113)"
ZJ006074,ZJ006074.jpg,0.903,animal,0.903,"(255, 404, 222, 195)","[0.4166, 0.4648, 0.2114, 0.4259]",True,"(108, 97, 87, 39)"
ZJ006075,ZJ006075.jpg,0.829,animal,0.829,"(410, 4, 109, 196)","[0, 0.7518, 0.2125, 0.2166]",True,"(172, 4, 41, 40)"
ZJ006076,ZJ006076.jpg,0.927,animal,0.927,"(161, 4, 123, 81)","[0, 0.4361, 0.139, 0.3638]",True,"(102, 4, 73, 23)"
ZJ006077,ZJ006077.jpg,0.799,animal,0.799,"(316, 4, 204, 952)","[0, 0.5777, 1.0, 0.3925]",True,"(133, 4, 80, 216)"
ZJ006078,ZJ006078.jpg,0.56,animal,0.56,"(242, 4, 113, 144)","[0, 0.6611, 0.2374, 0.3361]",True,"(152, 4, 67, 45)"
ZJ006079,ZJ006079.jpg,0.168,animal,0.168,"(471, 502, 49, 135)","[0.5187, 0.8648, 0.1489, 0.1055]",True,"(198, 120, 16, 25)"
ZJ006080,ZJ006080.jpg,0.071,animal,0.071,"(403, 49, 115, 198)","[0.04687, 0.7388, 0.2145, 0.2277]",True,"(169, 14, 43, 40)"
ZJ006081,ZJ006081.jpg,0.702,animal,0.702,"(222, 134, 70, 40)","[0.2031, 0.6055, 0.075, 0.2166]",True,"(140, 49, 41, 9)"
ZJ006082,ZJ006082.jpg,0.877,animal,0.877,"(303, 68, 98, 174)","[0.06666, 0.5537, 0.1895, 0.1962]",True,"(128, 19, 36, 34)"
ZJ006083,ZJ006083.jpg,0.876,animal,0.876,"(460, 372, 60, 353)","[0.3833, 0.8444, 0.376, 0.1259]",True,"(193, 90, 20, 76)"
ZJ006084,ZJ006084.jpg,,,,,,False,
ZJ006085,ZJ006085.jpg,,,,,,False,
ZJ006086,ZJ006086.jpg,0.233,animal,0.233,"(273, 72, 66, 187)","[0.1062, 0.7472, 0.3046, 0.2055]",True,"(171, 28, 38, 60)"
ZJ006087,ZJ006087.jpg,,,,,,False,
ZJ006088,ZJ006088.jpg,0.326,animal,0.326,"(336, 232, 37, 78)","[0.2375, 0.6148, 0.08958, 0.08333]",True,"(142, 57, 11, 12)"
ZJ006089,ZJ006089.jpg,0.897,animal,0.897,"(303, 282, 113, 275)","[0.2895, 0.5537, 0.2947, 0.224]",True,"(128, 69, 42, 58)"
ZJ006090,ZJ006090.jpg,0.393,animal,0.393,"(311, 140, 146, 257)","[0.1416, 0.5685, 0.276, 0.2851]",True,"(131, 36, 56, 54)"
ZJ006091,ZJ006091.jpg,0.285,animal,0.285,"(247, 603, 25, 73)","[0.6239, 0.45, 0.08437, 0.06111]",True,"(105, 144, 6, 11)"
ZJ006092,ZJ006092.jpg,0.471,animal,0.471,"(221, 178, 60, 39)","[0.1812, 0.4018, 0.04895, 0.1259]",True,"(94, 45, 20, 3)"
ZJ006093,ZJ006093.jpg,0.0183,animal,0.0183,"(170, 164, 104, 83)","[0.2499, 0.4611, 0.1421, 0.3111]",True,"(107, 60, 62, 24)"
ZJ006094,ZJ006094.jpg,0.47,animal,0.47,"(13, 531, 154, 72)","[0.5489, 0.01666, 0.08333, 0.3]",True,"(8, 127, 59, 11)"
ZJ006095,ZJ006095.jpg,0.621,animal,0.621,"(409, 364, 111, 81)","[0.375, 0.75, 0.0927, 0.2203]",True,"(172, 88, 41, 13)"
ZJ006096,ZJ006096.jpg,0.0881,animal,0.0881,"(129, 378, 53, 34)","[0.5843, 0.3472, 0.06562, 0.1694]",True,"(82, 135, 30, 7)"
ZJ006097,ZJ006097.jpg,0.0989,animal,0.0989,"(134, 544, 33, 69)","[0.8437, 0.3611, 0.1203, 0.1138]",True,"(85, 193, 17, 19)"
ZJ006098,ZJ006098.jpg,0.109,animal,0.109,"(117, 127, 174, 422)","[0.1921, 0.3138, 0.6718, 0.5055]",True,"(74, 47, 105, 142)"
ZJ006099,ZJ006099.jpg,0.809,animal,0.809,"(171, 401, 107, 93)","[0.6203, 0.4638, 0.1578, 0.3194]",True,"(108, 143, 64, 27)"
ZJ006100,ZJ006100.jpg,0.904,animal,0.904,"(278, 245, 62, 171)","[0.3765, 0.7611, 0.2796, 0.1944]",True,"(174, 88, 36, 55)"
ZJ006101,ZJ006101.jpg,0.604,animal,0.604,"(342, 368, 21, 54)","[0.3791, 0.6259, 0.06458, 0.0537]",True,"(144, 89, 4, 6)"
ZJ006102,ZJ006102.jpg,,,,,,False,
ZJ006103,ZJ006103.jpg,0.835,animal,0.835,"(4, 327, 327, 309)","[0.5046, 0, 0.4953, 1.0]",True,"(4, 117, 216, 103)"
ZJ006104,ZJ006104.jpg,0.035,person,0.035,"(6, 4, 514, 952)","[0, 0.003703, 1.0, 0.9666]",True,"(5, 4, 209, 216)"
ZJ006105,ZJ006105.jpg,0.0202,animal,0.0202,"(7, 4, 226, 352)","[0, 0.01249, 1.0, 0.975]",True,"(7, 4, 210, 216)"
ZJ006106,ZJ006106.jpg,0.808,animal,0.808,"(384, 430, 62, 151)","[0.4437, 0.7037, 0.1656, 0.1296]",True,"(162, 103, 21, 29)"
ZJ006107,ZJ006107.jpg,,,,,,False,
ZJ006108,ZJ006108.jpg,0.733,animal,0.733,"(173, 376, 166, 146)","[0.5812, 0.4694, 0.2406, 0.4833]",True,"(109, 134, 100, 46)"
ZJ006109,ZJ006109.jpg,0.783,animal,0.783,"(285, 682, 44, 141)","[0.7062, 0.5203, 0.1552, 0.09629]",True,"(121, 162, 14, 27)"
ZJ006110,ZJ006110.jpg,0.486,animal,0.486,"(200, 456, 79, 103)","[0.7062, 0.5444, 0.1734, 0.2416]",True,"(126, 162, 46, 31)"
ZJ006111,ZJ006111.jpg,0.922,animal,0.922,"(212, 306, 143, 166)","[0.4718, 0.5777, 0.2718, 0.4194]",True,"(133, 110, 86, 53)"
ZJ006112,ZJ006112.jpg,0.803,animal,0.803,"(39, 4, 317, 632)","[0, 0.09722, 1.0, 0.9027]",True,"(26, 4, 194, 216)"
ZJ006113,ZJ006113.jpg,0.726,animal,0.726,"(154, 4, 170, 306)","[0, 0.4166, 0.4906, 0.4944]",True,"(97, 4, 103, 102)"
ZJ006114,ZJ006114.jpg,0.403,animal,0.403,"(127, 379, 56, 31)","[0.5859, 0.3416, 0.06093, 0.1777]",True,"(81, 135, 32, 6)"
ZJ006115,ZJ006115.jpg,0.802,animal,0.802,"(203, 145, 59, 33)","[0.2203, 0.594, 0.06406, 0.2]",True,"(137, 53, 37, 6)"
ZJ006116,ZJ006116.jpg,0.961,animal,0.961,"(297, 782, 222, 174)","[0.8104, 0.5425, 0.1895, 0.4259]",True,"(126, 186, 87, 34)"
ZJ006117,ZJ006117.jpg,0.891,animal,0.891,"(187, 317, 67, 102)","[0.489, 0.5083, 0.1718, 0.2083]",True,"(118, 114, 39, 30)"
ZJ006118,ZJ006118.jpg,0.95,animal,0.95,"(195, 195, 208, 189)","[0.1989, 0.3537, 0.2052, 0.4]",True,"(83, 49, 82, 38)"
ZJ006119,ZJ006119.jpg,0.873,animal,0.873,"(139, 59, 215, 111)","[0.05729, 0.25, 0.1239, 0.4129]",True,"(60, 17, 84, 20)"
ZJ006120,ZJ006120.jpg,0.413,animal,0.413,"(267, 244, 28, 40)","[0.3749, 0.7305, 0.075, 0.1]",True,"(168, 88, 14, 9)"
ZJ006121,ZJ006121.jpg,0.766,animal,0.766,"(225, 300, 44, 68)","[0.4625, 0.6138, 0.1187, 0.1444]",True,"(141, 108, 24, 19)"
ZJ006122,ZJ006122.jpg,0.574,animal,0.574,"(305, 273, 78, 206)","[0.2802, 0.5574, 0.2229, 0.1592]",True,"(129, 67, 28, 42)"
ZJ006123,ZJ006123.jpg,0.0216,animal,0.0216,"(113, 148, 4, 19)","[0.3999, 0.4541, 0.075, 0.05]",True,"(106, 94, 3, 9)"
ZJ006124,ZJ006124.jpg,0.787,animal,0.787,"(70, 398, 440, 450)","[0.4104, 0.1281, 0.477, 0.8699]",True,"(33, 96, 187, 99)"
ZJ006125,ZJ006125.jpg,,,,,,False,
ZJ006126,ZJ006126.jpg,0.761,animal,0.761,"(240, 346, 90, 118)","[0.5343, 0.6555, 0.1968, 0.2722]",True,"(151, 124, 53, 36)"
ZJ006127,ZJ006127.jpg,0.928,animal,0.928,"(233, 160, 123, 313)","[0.2437, 0.6361, 0.5015, 0.3638]",True,"(146, 59, 73, 104)"
ZJ006128,ZJ006128.jpg,0.867,animal,0.867,"(262, 364, 77, 169)","[0.5624, 0.7166, 0.2765, 0.2361]",True,"(165, 130, 45, 54)"
ZJ006129,ZJ006129.jpg,0.885,animal,0.885,"(205, 181, 314, 235)","[0.1843, 0.3722, 0.2531, 0.5962]",True,"(87, 45, 126, 49)"
ZJ006130,ZJ006130.jpg,0.716,animal,0.716,"(381, 252, 92, 100)","[0.2583, 0.6981, 0.1124, 0.1851]",True,"(160, 62, 33, 17)"
ZJ006131,ZJ006131.jpg,,,,,,False,
ZJ006132,ZJ006132.jpg,0.125,person,0.125,"(4, 845, 514, 111)","[0.876, 0, 0.1239, 0.9666]",True,"(4, 200, 209, 20)"
ZJ006133,ZJ006133.jpg,0.824,animal,0.824,"(194, 332, 84, 77)","[0.5124, 0.5671, 0.1328, 0.2746]",True,"(131, 119, 54, 22)"
ZJ006134,ZJ006134.jpg,0.935,animal,0.935,"(280, 418, 59, 218)","[0.6468, 0.7666, 0.3531, 0.1861]",True,"(176, 149, 34, 71)"
ZJ006135,ZJ006135.jpg,0.295,animal,0.295,"(237, 4, 83, 17)","[0, 0.6472, 0.03906, 0.2527]",True,"(149, 4, 49, 1)"
ZJ006136,ZJ006136.jpg,0.903,animal,0.903,"(165, 217, 71, 128)","[0.5916, 0.6708, 0.3777, 0.3291]",True,"(154, 137, 66, 77)"
ZJ006137,ZJ006137.jpg,0.941,animal,0.941,"(289, 265, 133, 225)","[0.2718, 0.5277, 0.2427, 0.2611]",True,"(122, 65, 50, 46)"
ZJ006138,ZJ006138.jpg,0.144,animal,0.144,"(233, 356, 27, 47)","[0.55, 0.6361, 0.08593, 0.09722]",True,"(146, 127, 14, 11)"
ZJ006139,ZJ006139.jpg,0.86,animal,0.86,"(4, 159, 502, 449)","[0.1614, 0, 0.476, 0.9444]",True,"(4, 40, 204, 99)"
ZJ006140,ZJ006140.jpg,,,,,,False,
ZJ006141,ZJ006141.jpg,0.231,animal,0.231,"(229, 291, 109, 344)","[0.4484, 0.625, 0.55, 0.3249]",True,"(144, 104, 65, 115)"
ZJ006142,ZJ006142.jpg,0.835,animal,0.835,"(241, 641, 88, 131)","[0.6635, 0.4388, 0.1447, 0.1777]",True,"(102, 153, 32, 24)"
ZJ006143,ZJ006143.jpg,0.839,animal,0.839,"(231, 209, 64, 30)","[0.2135, 0.4203, 0.03958, 0.1333]",True,"(98, 52, 22, 1)"
ZJ006144,ZJ006144.jpg,0.535,animal,0.535,"(243, 868, 45, 87)","[0.8999, 0.4425, 0.09895, 0.09814]",True,"(103, 206, 14, 14)"
ZJ006145,ZJ006145.jpg,0.877,animal,0.877,"(230, 453, 109, 183)","[0.7015, 0.6277, 0.2984, 0.3249]",True,"(145, 161, 65, 59)"
ZJ006146,ZJ006146.jpg,0.192,animal,0.192,"(4, 5, 335, 630)","[0.001562, 0, 0.9968, 0.9527]",True,"(4, 4, 205, 215)"
ZJ006147,ZJ006147.jpg,,,,,,False,
ZJ006148,ZJ006148.jpg,,,,,,False,
ZJ006149,ZJ006149.jpg,0.874,animal,0.874,"(390, 490, 129, 423)","[0.5062, 0.7148, 0.4489, 0.2537]",True,"(164, 117, 49, 93)"
ZJ006150,ZJ006150.jpg,0.902,animal,0.902,"(29, 483, 50, 17)","[0.7484, 0.06944, 0.03906, 0.1611]",True,"(20, 172, 28, 1)"
ZJ006151,ZJ006151.jpg,0.916,animal,0.916,"(123, 201, 161, 163)","[0.3078, 0.3305, 0.2671, 0.4694]",True,"(78, 73, 97, 52)"
ZJ006152,ZJ006152.jpg,0.821,animal,0.821,"(245, 173, 132, 126)","[0.176, 0.4462, 0.1395, 0.2592]",True,"(104, 43, 50, 23)"
ZJ006153,ZJ006153.jpg,0.0123,vehicle,0.0123,"(4, 5, 109, 350)","[0.002777, 0, 0.9944, 0.4875]",True,"(4, 5, 101, 215)"
ZJ006154,ZJ006154.jpg,0.798,animal,0.798,"(417, 792, 102, 79)","[0.8208, 0.7648, 0.09062, 0.2037]",True,"(175, 188, 38, 12)"
ZJ006155,ZJ006155.jpg,0.632,animal,0.632,"(244, 161, 114, 195)","[0.1635, 0.4444, 0.2114, 0.2259]",True,"(104, 41, 43, 39)"
ZJ006156,ZJ006156.jpg,0.909,animal,0.909,"(185, 4, 155, 624)","[0, 0.5027, 0.9875, 0.4527]",True,"(117, 4, 93, 213)"
ZJ006157,ZJ006157.jpg,0.0357,animal,0.0357,"(186, 163, 21, 50)","[0.2484, 0.5055, 0.09062, 0.08055]",True,"(117, 60, 10, 12)"
ZJ006158,ZJ006158.jpg,0.882,animal,0.882,"(295, 787, 91, 112)","[0.8156, 0.5388, 0.125, 0.1833]",True,"(125, 187, 33, 20)"
ZJ006159,ZJ006159.jpg,,,,,,False,
ZJ006160,ZJ006160.jpg,0.831,animal,0.831,"(305, 421, 51, 215)","[0.6515, 0.8361, 0.3484, 0.1638]",True,"(191, 150, 29, 70)"
ZJ006161,ZJ006161.jpg,0.841,animal,0.841,"(226, 251, 63, 42)","[0.2572, 0.4111, 0.05208, 0.1314]",True,"(96, 62, 21, 4)"
ZJ006162,ZJ006162.jpg,0.833,animal,0.833,"(226, 297, 42, 74)","[0.4578, 0.6166, 0.1281, 0.1388]",True,"(142, 107, 23, 21)"
ZJ006163,ZJ006163.jpg,0.198,animal,0.198,"(67, 257, 31, 24)","[0.3953, 0.175, 0.05, 0.1083]",True,"(43, 93, 16, 3)"
ZJ006164,ZJ006164.jpg,0.897,animal,0.897,"(473, 671, 47, 62)","[0.6947, 0.8685, 0.07291, 0.1018]",True,"(199, 160, 15, 8)"
ZJ006165,ZJ006165.jpg,0.095,animal,0.095,"(5, 4, 170, 33)","[0, 0.002777, 0.06406, 0.4944]",True,"(5, 4, 103, 6)"
ZJ006166,ZJ006166.jpg,0.609,animal,0.609,"(288, 309, 57, 42)","[0.3177, 0.5259, 0.05208, 0.1203]",True,"(122, 75, 19, 4)"
ZJ006167,ZJ006167.jpg,0.0436,animal,0.0436,"(298, 134, 33, 261)","[0.2031, 0.8776, 0.4203, 0.1223]",True,"(201, 49, 19, 86)"
ZJ006168,ZJ006168.jpg,0.854,animal,0.854,"(221, 205, 70, 51)","[0.314, 0.6027, 0.09218, 0.2166]",True,"(139, 74, 41, 13)"
ZJ006169,ZJ006169.jpg,0.763,animal,0.763,"(337, 755, 153, 201)","[0.7822, 0.6166, 0.2177, 0.2981]",True,"(142, 179, 59, 41)"
ZJ006170,ZJ006170.jpg,0.0134,animal,0.0134,"(259, 544, 83, 92)","[0.8437, 0.7083, 0.1562, 0.2527]",True,"(163, 193, 49, 27)"
ZJ006171,ZJ006171.jpg,0.956,animal,0.956,"(114, 4, 226, 438)","[0, 0.3055, 0.6968, 0.6499]",True,"(72, 4, 138, 148)"
