id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ018988,test_features/ZJ018988.jpg,S0082,0.694,"(236, 4, 253, 235)","[0, 0.4296, 0.2531, 0.4833]",True,"(100, 4, 100, 49)"
ZJ018989,test_features/ZJ018989.jpg,S0199,0.163,"(51, 90, 23, 3)","[0.2388, 0.1958, 0.03055, 0.1291]",True,"(48, 57, 21, -1)"
ZJ018990,test_features/ZJ018990.jpg,S0114,0.17,"(4, 73, 327, 371)","[0.1078, 0, 0.5921, 1.0]",True,"(4, 28, 216, 125)"
ZJ018991,test_features/ZJ018991.jpg,S0037,0.879,"(177, 474, 97, 162)","[0.7343, 0.4805, 0.2656, 0.2916]",True,"(112, 168, 57, 51)"
ZJ018992,test_features/ZJ018992.jpg,S0116,0.461,"(304, 305, 27, 84)","[0.4703, 0.8955, 0.1437, 0.1044]",True,"(205, 109, 15, 24)"
ZJ018993,test_features/ZJ018993.jpg,S0132,0.944,"(4, 4, 351, 80)","[0, 0, 0.1375, 0.9972]",True,"(4, 4, 215, 23)"
ZJ018994,test_features/ZJ018994.jpg,S0142,0.0292,"(179, 4, 49, 43)","[0, 0.4861, 0.07968, 0.1583]",True,"(113, 4, 27, 10)"
ZJ018995,test_features/ZJ018995.jpg,S0066,0.331,"(215, 347, 106, 169)","[0.5359, 0.5861, 0.2765, 0.3166]",True,"(135, 124, 63, 54)"
ZJ018996,test_features/ZJ018996.jpg,S0066,0.0124,"(294, 121, 61, 155)","[0.1828, 0.8055, 0.2546, 0.1916]",True,"(184, 45, 35, 49)"
ZJ018997,test_features/ZJ018997.jpg,S0067,0.147,"(189, 440, 130, 98)","[0.6812, 0.5138, 0.1656, 0.3833]",True,"(119, 157, 78, 29)"
ZJ018998,test_features/ZJ018998.jpg,S0086,0.594,"(136, 226, 20, 34)","[0.6937, 0.55, 0.1312, 0.1166]",True,"(127, 159, 18, 21)"
ZJ018999,test_features/ZJ018999.jpg,S0128,0.594,"(267, 298, 37, 110)","[0.4593, 0.785, 0.1843, 0.1343]",True,"(180, 107, 22, 33)"
ZJ019000,test_features/ZJ019000.jpg,S0151,0.765,"(269, 279, 86, 357)","[0.4296, 0.7361, 0.5703, 0.2611]",True,"(169, 100, 50, 120)"
ZJ019001,test_features/ZJ019001.jpg,S0012,0.845,"(284, 4, 117, 234)","[0, 0.5185, 0.252, 0.2314]",True,"(120, 4, 44, 48)"
ZJ019002,test_features/ZJ019002.jpg,S0162,0.439,"(384, 652, 96, 137)","[0.6749, 0.7037, 0.151, 0.1925]",True,"(162, 155, 35, 26)"
ZJ019003,test_features/ZJ019003.jpg,S0189,0.451,"(172, 102, 44, 53)","[0.2722, 0.7, 0.1694, 0.2166]",True,"(161, 65, 41, 30)"
ZJ019004,test_features/ZJ019004.jpg,S0126,0.819,"(406, 508, 113, 103)","[0.5249, 0.7444, 0.1156, 0.224]",True,"(171, 122, 42, 18)"
ZJ019005,test_features/ZJ019005.jpg,S0072,0.94,"(349, 522, 170, 146)","[0.5395, 0.6388, 0.1604, 0.3296]",True,"(147, 125, 66, 28)"
ZJ019006,test_features/ZJ019006.jpg,S0100,0.959,"(192, 211, 147, 123)","[0.3234, 0.5222, 0.2046, 0.4305]",True,"(121, 76, 88, 38)"
ZJ019007,test_features/ZJ019007.jpg,S0037,0.703,"(118, 157, 133, 89)","[0.239, 0.3166, 0.1515, 0.3916]",True,"(75, 58, 80, 26)"
ZJ019008,test_features/ZJ019008.jpg,S0128,0.303,"(247, 159, 92, 115)","[0.2421, 0.675, 0.1921, 0.2777]",True,"(155, 58, 54, 35)"
ZJ019009,test_features/ZJ019009.jpg,S0072,0.019,"(186, 347, 82, 52)","[0.3572, 0.3533, 0.0625, 0.1747]",True,"(83, 84, 31, 6)"
ZJ019010,test_features/ZJ019010.jpg,S0033,0.385,"(256, 61, 56, 66)","[0.08906, 0.6999, 0.1156, 0.1777]",True,"(161, 24, 32, 18)"
ZJ019011,test_features/ZJ019011.jpg,S0114,0.822,"(4, 4, 336, 419)","[0, 0, 0.6671, 0.9555]",True,"(4, 4, 206, 141)"
ZJ019012,test_features/ZJ019012.jpg,S0072,0.903,"(324, 521, 196, 152)","[0.5385, 0.5925, 0.1666, 0.3777]",True,"(137, 125, 77, 29)"
ZJ019013,test_features/ZJ019013.jpg,S0041,0.81,"(107, 4, 195, 130)","[0, 0.2861, 0.2156, 0.5638]",True,"(68, 4, 118, 40)"
ZJ019014,test_features/ZJ019014.jpg,S0126,0.415,"(426, 176, 93, 154)","[0.1791, 0.7814, 0.1687, 0.187]",True,"(179, 44, 34, 30)"
ZJ019015,test_features/ZJ019015.jpg,S0126,0.893,"(412, 503, 72, 164)","[0.5197, 0.7555, 0.1791, 0.1481]",True,"(173, 120, 25, 32)"
ZJ019016,test_features/ZJ019016.jpg,S0033,0.695,"(112, 575, 154, 61)","[0.8921, 0.2999, 0.1078, 0.4499]",True,"(71, 204, 93, 16)"
ZJ019017,test_features/ZJ019017.jpg,S0162,0.0169,"(395, 174, 124, 196)","[0.177, 0.724, 0.2125, 0.2444]",True,"(166, 44, 47, 40)"
ZJ019018,test_features/ZJ019018.jpg,S0111,0.55,"(312, 184, 44, 253)","[0.2812, 0.8555, 0.4078, 0.1444]",True,"(196, 67, 24, 83)"
ZJ019019,test_features/ZJ019019.jpg,S0082,0.902,"(232, 4, 252, 392)","[0, 0.4222, 0.4166, 0.4814]",True,"(99, 4, 100, 85)"
ZJ019020,test_features/ZJ019020.jpg,S0114,0.538,"(4, 4, 327, 498)","[0, 0, 0.7906, 1.0]",True,"(4, 4, 216, 169)"
ZJ019021,test_features/ZJ019021.jpg,S0040,0.639,"(186, 198, 129, 147)","[0.202, 0.337, 0.1614, 0.2537]",True,"(79, 49, 49, 28)"
ZJ019022,test_features/ZJ019022.jpg,S0065,0.0652,"(189, 151, 150, 105)","[0.2296, 0.5138, 0.1765, 0.4388]",True,"(119, 55, 90, 32)"
ZJ019023,test_features/ZJ019023.jpg,S0116,0.368,"(312, 106, 28, 67)","[0.1593, 0.8555, 0.1171, 0.1]",True,"(196, 40, 14, 18)"
ZJ019024,test_features/ZJ019024.jpg,S0065,0.957,"(119, 4, 220, 255)","[0, 0.3194, 0.4109, 0.6333]",True,"(76, 4, 134, 84)"
ZJ019025,test_features/ZJ019025.jpg,S0033,0.73,"(119, 540, 105, 82)","[0.8374, 0.3194, 0.1406, 0.3138]",True,"(76, 192, 62, 23)"
ZJ019026,test_features/ZJ019026.jpg,S0189,0.156,"(178, 97, 26, 23)","[0.2583, 0.725, 0.08611, 0.1416]",True,"(166, 62, 24, 11)"
ZJ019027,test_features/ZJ019027.jpg,S0128,0.894,"(270, 470, 70, 165)","[0.7281, 0.7388, 0.2703, 0.2166]",True,"(169, 167, 41, 53)"
ZJ019028,test_features/ZJ019028.jpg,S0058,0.0132,"(48, 4, 61, 64)","[0, 0.3666, 0.4499, 0.5749]",True,"(86, 4, 121, 93)"
ZJ019029,test_features/ZJ019029.jpg,S0064,0.661,"(223, 276, 181, 366)","[0.2833, 0.4055, 0.3895, 0.3499]",True,"(95, 67, 70, 79)"
ZJ019030,test_features/ZJ019030.jpg,S0037,0.0246,"(4, 4, 351, 73)","[0, 0, 0.1265, 0.9972]",True,"(4, 4, 215, 20)"
ZJ019031,test_features/ZJ019031.jpg,S0100,0.749,"(52, 4, 287, 298)","[0, 0.1333, 0.4781, 0.8194]",True,"(34, 4, 176, 99)"
ZJ019032,test_features/ZJ019032.jpg,S0040,0.792,"(174, 61, 138, 108)","[0.05937, 0.3148, 0.1208, 0.2703]",True,"(75, 17, 53, 19)"
ZJ019033,test_features/ZJ019033.jpg,S0034,,,,False,
ZJ019034,test_features/ZJ019034.jpg,S0128,0.577,"(274, 276, 31, 27)","[0.425, 0.75, 0.05468, 0.1083]",True,"(172, 99, 16, 4)"
ZJ019035,test_features/ZJ019035.jpg,S0114,0.302,"(4, 4, 334, 171)","[0, 0, 0.2796, 0.9499]",True,"(4, 4, 205, 55)"
ZJ019036,test_features/ZJ019036.jpg,S0162,0.00551,"(168, 920, 88, 36)","[0.9541, 0.3037, 0.04583, 0.1777]",True,"(72, 218, 32, 2)"
ZJ019037,test_features/ZJ019037.jpg,S0055,0.816,"(165, 226, 129, 119)","[0.3468, 0.4472, 0.1984, 0.3805]",True,"(104, 82, 77, 36)"
ZJ019038,test_features/ZJ019038.jpg,S0126,0.902,"(413, 514, 88, 159)","[0.5312, 0.7574, 0.1739, 0.1777]",True,"(174, 123, 32, 31)"
ZJ019039,test_features/ZJ019039.jpg,S0162,0.666,"(279, 865, 93, 91)","[0.8968, 0.5092, 0.1031, 0.187]",True,"(118, 205, 34, 15)"
ZJ019040,test_features/ZJ019040.jpg,S0011,0.00946,"(212, 8, 144, 389)","[0.006249, 0.5777, 0.6203, 0.4222]",True,"(133, 5, 87, 131)"
ZJ019041,test_features/ZJ019041.jpg,S0086,0.387,"(77, 4, 64, 92)","[0, 0.3041, 0.3125, 0.3]",True,"(72, 4, 59, 62)"
ZJ019042,test_features/ZJ019042.jpg,S0128,0.841,"(205, 241, 74, 72)","[0.3703, 0.5583, 0.125, 0.2277]",True,"(129, 87, 43, 20)"
ZJ019043,test_features/ZJ019043.jpg,S0064,0.0193,"(390, 768, 127, 188)","[0.7958, 0.7148, 0.2041, 0.25]",True,"(164, 182, 48, 38)"
ZJ019044,test_features/ZJ019044.jpg,S0065,0.851,"(185, 145, 154, 214)","[0.2203, 0.5027, 0.3468, 0.4499]",True,"(117, 53, 93, 70)"
ZJ019045,test_features/ZJ019045.jpg,S0114,0.00934,"(4, 4, 327, 632)","[0, 0, 1.0, 1.0]",True,"(4, 4, 216, 216)"
ZJ019046,test_features/ZJ019046.jpg,S0040,0.943,"(289, 838, 87, 84)","[0.8687, 0.5277, 0.09583, 0.1759]",True,"(122, 199, 31, 13)"
ZJ019047,test_features/ZJ019047.jpg,S0033,0.392,"(4, 4, 335, 317)","[0, 0, 0.5078, 0.9527]",True,"(4, 4, 205, 106)"
ZJ019048,test_features/ZJ019048.jpg,S0039,0.0285,"(348, 4, 70, 13)","[0, 0.637, 0.02187, 0.1444]",True,"(147, 4, 24, -3)"
ZJ019049,test_features/ZJ019049.jpg,S0040,0.39,"(295, 209, 89, 67)","[0.2135, 0.5388, 0.07812, 0.1796]",True,"(125, 52, 32, 9)"
ZJ019050,test_features/ZJ019050.jpg,S0065,,,,False,
ZJ019051,test_features/ZJ019051.jpg,S0116,0.448,"(276, 77, 61, 92)","[0.114, 0.7555, 0.1562, 0.1916]",True,"(173, 30, 35, 27)"
ZJ019052,test_features/ZJ019052.jpg,S0109,0.713,"(329, 223, 27, 137)","[0.3421, 0.9027, 0.2265, 0.09722]",True,"(206, 81, 14, 43)"
ZJ019053,test_features/ZJ019053.jpg,S0037,0.938,"(160, 4, 140, 213)","[0, 0.4656, 0.3453, 0.4417]",True,"(108, 4, 91, 69)"
ZJ019054,test_features/ZJ019054.jpg,S0072,0.0332,"(346, 96, 119, 63)","[0.09583, 0.6333, 0.07395, 0.2351]",True,"(146, 25, 45, 9)"
ZJ019055,test_features/ZJ019055.jpg,S0086,0.842,"(122, 116, 109, 43)","[0.35, 0.4916, 0.1593, 0.4875]",True,"(114, 82, 101, 28)"
ZJ019056,test_features/ZJ019056.jpg,S0037,0.943,"(184, 180, 172, 209)","[0.275, 0.5, 0.339, 0.5]",True,"(116, 66, 104, 68)"
ZJ019057,test_features/ZJ019057.jpg,S0040,0.851,"(289, 124, 80, 142)","[0.125, 0.5277, 0.1562, 0.1629]",True,"(122, 32, 28, 27)"
ZJ019058,test_features/ZJ019058.jpg,S0033,0.816,"(97, 15, 51, 129)","[0.01718, 0.2583, 0.214, 0.1638]",True,"(62, 8, 29, 40)"
ZJ019059,test_features/ZJ019059.jpg,S0128,0.0164,"(319, 4, 20, 50)","[0, 0.8749, 0.09062, 0.07777]",True,"(200, 4, 9, 12)"
ZJ019060,test_features/ZJ019060.jpg,S0072,0.948,"(383, 413, 136, 145)","[0.426, 0.7018, 0.1593, 0.2666]",True,"(161, 99, 52, 28)"
ZJ019061,test_features/ZJ019061.jpg,S0116,0.63,"(219, 419, 41, 50)","[0.6484, 0.5972, 0.09062, 0.1361]",True,"(138, 149, 22, 12)"
ZJ019062,test_features/ZJ019062.jpg,S0058,0.047,"(63, 7, 42, 69)","[0.01875, 0.4916, 0.4812, 0.4166]",True,"(114, 8, 85, 100)"
ZJ019063,test_features/ZJ019063.jpg,S0086,0.61,"(122, 186, 98, 53)","[0.5687, 0.4916, 0.1906, 0.4416]",True,"(114, 131, 91, 35)"
ZJ019064,test_features/ZJ019064.jpg,S0086,0.029,"(78, 28, 60, 75)","[0.075, 0.3083, 0.2593, 0.2833]",True,"(73, 21, 55, 50)"
ZJ019065,test_features/ZJ019065.jpg,S0162,,,,False,
ZJ019066,test_features/ZJ019066.jpg,S0162,0.902,"(244, 274, 274, 142)","[0.2812, 0.4444, 0.1562, 0.5222]",True,"(104, 67, 109, 27)"
ZJ019067,test_features/ZJ019067.jpg,S0165,0.312,"(278, 534, 61, 102)","[0.8281, 0.7611, 0.1718, 0.1916]",True,"(174, 189, 35, 30)"
ZJ019068,test_features/ZJ019068.jpg,S0128,0.765,"(269, 292, 33, 19)","[0.4499, 0.7361, 0.04218, 0.1138]",True,"(169, 105, 17, 1)"
ZJ019069,test_features/ZJ019069.jpg,S0111,0.924,"(231, 341, 125, 193)","[0.5265, 0.6305, 0.314, 0.3694]",True,"(145, 122, 75, 62)"
ZJ019070,test_features/ZJ019070.jpg,S0055,0.854,"(137, 537, 174, 99)","[0.8328, 0.3694, 0.1671, 0.5055]",True,"(87, 191, 105, 29)"
ZJ019071,test_features/ZJ019071.jpg,S0116,0.545,"(306, 110, 34, 65)","[0.1656, 0.8388, 0.114, 0.1166]",True,"(192, 41, 18, 18)"
ZJ019072,test_features/ZJ019072.jpg,S0111,0.709,"(251, 119, 57, 59)","[0.1796, 0.6861, 0.1046, 0.1805]",True,"(158, 44, 32, 15)"
ZJ019073,test_features/ZJ019073.jpg,S0100,0.917,"(136, 4, 203, 285)","[0, 0.3666, 0.4578, 0.5861]",True,"(86, 4, 123, 95)"
ZJ019074,test_features/ZJ019074.jpg,S0082,0.669,"(245, 22, 205, 171)","[0.01874, 0.4462, 0.1864, 0.3944]",True,"(104, 8, 80, 34)"
ZJ019075,test_features/ZJ019075.jpg,S0114,0.117,"(5, 4, 334, 632)","[0, 0.002777, 1.0, 0.9499]",True,"(5, 4, 205, 216)"
ZJ019076,test_features/ZJ019076.jpg,S0034,,,,False,
ZJ019077,test_features/ZJ019077.jpg,S0142,0.0375,"(323, 406, 33, 57)","[0.6281, 0.8861, 0.1015, 0.1138]",True,"(202, 145, 17, 15)"
ZJ019078,test_features/ZJ019078.jpg,S0114,0.522,"(4, 4, 327, 524)","[0, 0, 0.8312, 1.0]",True,"(4, 4, 216, 178)"
ZJ019079,test_features/ZJ019079.jpg,S0067,,,,False,
ZJ019080,test_features/ZJ019080.jpg,S0064,0.245,"(276, 661, 55, 163)","[0.6843, 0.5037, 0.1781, 0.1166]",True,"(117, 157, 18, 32)"
ZJ019081,test_features/ZJ019081.jpg,S0072,0.946,"(396, 408, 123, 147)","[0.4208, 0.7259, 0.1614, 0.2425]",True,"(167, 98, 46, 28)"
ZJ019082,test_features/ZJ019082.jpg,S0052,0.901,"(285, 486, 234, 470)","[0.502, 0.5203, 0.4979, 0.4481]",True,"(121, 116, 92, 104)"
ZJ019083,test_features/ZJ019083.jpg,S0100,0.365,"(265, 144, 58, 62)","[0.2187, 0.7249, 0.1093, 0.1833]",True,"(166, 53, 33, 16)"
ZJ019084,test_features/ZJ019084.jpg,S0066,0.944,"(169, 428, 187, 138)","[0.6625, 0.4583, 0.2281, 0.5416]",True,"(107, 152, 113, 43)"
ZJ019085,test_features/ZJ019085.jpg,S0040,0.776,"(203, 304, 187, 86)","[0.3124, 0.3864, 0.09791, 0.3786]",True,"(91, 74, 77, 14)"
ZJ019086,test_features/ZJ019086.jpg,S0166,0.084,"(239, 339, 116, 291)","[0.5234, 0.6527, 0.4671, 0.3444]",True,"(150, 121, 69, 97)"
ZJ019087,test_features/ZJ019087.jpg,S0040,0.588,"(183, 4, 335, 636)","[0, 0.3314, 0.6708, 0.6351]",True,"(78, 4, 134, 142)"
ZJ019088,test_features/ZJ019088.jpg,S0128,0.93,"(253, 278, 86, 43)","[0.4281, 0.6916, 0.07968, 0.2611]",True,"(159, 100, 50, 10)"
ZJ019089,test_features/ZJ019089.jpg,S0199,0.0322,"(144, 99, 17, 25)","[0.2638, 0.5833, 0.09166, 0.1041]",True,"(135, 63, 15, 13)"
ZJ019090,test_features/ZJ019090.jpg,S0091,0.783,"(334, 555, 170, 281)","[0.5739, 0.6111, 0.301, 0.3296]",True,"(141, 133, 66, 59)"
ZJ019091,test_features/ZJ019091.jpg,S0064,0.485,"(343, 354, 86, 282)","[0.3645, 0.6277, 0.302, 0.174]",True,"(145, 86, 31, 60)"
ZJ019092,test_features/ZJ019092.jpg,S0116,0.707,"(257, 342, 73, 80)","[0.5281, 0.7027, 0.1375, 0.2249]",True,"(161, 122, 42, 23)"
ZJ019093,test_features/ZJ019093.jpg,S0162,0.859,"(299, 412, 82, 158)","[0.425, 0.5462, 0.1729, 0.1666]",True,"(126, 99, 29, 31)"
ZJ019094,test_features/ZJ019094.jpg,S0040,0.198,"(291, 4, 227, 683)","[0, 0.5314, 0.7197, 0.4351]",True,"(123, 4, 89, 153)"
ZJ019095,test_features/ZJ019095.jpg,S0132,0.922,"(116, 235, 159, 108)","[0.3609, 0.3111, 0.1812, 0.4638]",True,"(74, 85, 96, 33)"
ZJ019096,test_features/ZJ019096.jpg,S0034,0.838,"(298, 286, 42, 109)","[0.4406, 0.8166, 0.1828, 0.1388]",True,"(187, 103, 23, 33)"
ZJ019097,test_features/ZJ019097.jpg,S0067,0.865,"(171, 4, 127, 94)","[0, 0.4638, 0.1593, 0.375]",True,"(108, 4, 76, 28)"
ZJ019098,test_features/ZJ019098.jpg,S0040,0.0162,"(376, 341, 26, 51)","[0.351, 0.6888, 0.06145, 0.06296]",True,"(158, 83, 6, 6)"
ZJ019099,test_features/ZJ019099.jpg,S0052,,,,False,
ZJ019100,test_features/ZJ019100.jpg,S0066,,,,False,
ZJ019101,test_features/ZJ019101.jpg,S0195,0.186,"(7, 4, 215, 17)","[0, 0.01249, 0.06944, 0.9291]",True,"(7, 4, 200, 8)"
ZJ019102,test_features/ZJ019102.jpg,S0040,0.592,"(230, 749, 107, 161)","[0.776, 0.4185, 0.176, 0.2129]",True,"(98, 178, 40, 31)"
ZJ019103,test_features/ZJ019103.jpg,S0116,,,,False,
ZJ019104,test_features/ZJ019104.jpg,S0037,,,,False,
ZJ019105,test_features/ZJ019105.jpg,S0039,,,,False,
ZJ019106,test_features/ZJ019106.jpg,S0116,0.947,"(265, 361, 74, 51)","[0.5578, 0.7249, 0.09218, 0.2277]",True,"(166, 129, 43, 13)"
ZJ019107,test_features/ZJ019107.jpg,S0091,0.933,"(398, 644, 104, 159)","[0.6666, 0.7296, 0.1739, 0.2074]",True,"(167, 153, 38, 31)"
ZJ019108,test_features/ZJ019108.jpg,S0100,0.936,"(259, 40, 80, 270)","[0.05625, 0.7083, 0.4343, 0.2444]",True,"(163, 17, 47, 89)"
ZJ019109,test_features/ZJ019109.jpg,S0040,0.359,"(271, 17, 236, 939)","[0.01354, 0.4944, 0.9864, 0.4518]",True,"(115, 7, 93, 213)"
ZJ019110,test_features/ZJ019110.jpg,S0064,0.491,"(151, 492, 287, 402)","[0.5083, 0.2722, 0.427, 0.5462]",True,"(65, 118, 114, 88)"
ZJ019111,test_features/ZJ019111.jpg,S0087,0.02,"(88, 4, 21, 13)","[0, 0.6999, 0.1312, 0.2416]",True,"(161, 4, 46, 21)"
ZJ019112,test_features/ZJ019112.jpg,S0145,,,,False,
ZJ019113,test_features/ZJ019113.jpg,S0100,0.553,"(227, 106, 109, 165)","[0.1593, 0.6194, 0.2703, 0.3249]",True,"(143, 40, 65, 53)"
ZJ019114,test_features/ZJ019114.jpg,S0151,0.785,"(183, 429, 172, 183)","[0.664, 0.4972, 0.2984, 0.5]",True,"(115, 153, 104, 59)"
ZJ019115,test_features/ZJ019115.jpg,S0116,0.673,"(292, 297, 48, 75)","[0.4578, 0.7999, 0.1296, 0.1555]",True,"(183, 107, 27, 21)"
ZJ019116,test_features/ZJ019116.jpg,S0052,0.0688,"(486, 562, 34, 226)","[0.5812, 0.8925, 0.2437, 0.07777]",True,"(204, 134, 9, 47)"
ZJ019117,test_features/ZJ019117.jpg,S0116,0.52,"(279, 387, 60, 107)","[0.5984, 0.7638, 0.1796, 0.1888]",True,"(175, 138, 34, 32)"
ZJ019118,test_features/ZJ019118.jpg,S0065,0.458,"(278, 110, 62, 109)","[0.1656, 0.7611, 0.1828, 0.1944]",True,"(174, 41, 36, 33)"
ZJ019119,test_features/ZJ019119.jpg,S0118,0.00818,"(322, 4, 18, 69)","[0, 0.8833, 0.1203, 0.07222]",True,"(202, 4, 8, 19)"
ZJ019120,test_features/ZJ019120.jpg,S0034,,,,False,
ZJ019121,test_features/ZJ019121.jpg,S0162,0.431,"(224, 199, 200, 305)","[0.2031, 0.4074, 0.326, 0.3851]",True,"(95, 49, 78, 65)"
ZJ019122,test_features/ZJ019122.jpg,S0034,0.785,"(296, 292, 44, 99)","[0.45, 0.8111, 0.1671, 0.1444]",True,"(186, 105, 24, 29)"
ZJ019123,test_features/ZJ019123.jpg,S0111,0.873,"(221, 258, 135, 311)","[0.3968, 0.6027, 0.4984, 0.3972]",True,"(139, 93, 81, 104)"
ZJ019124,test_features/ZJ019124.jpg,S0086,0.419,"(182, 173, 30, 107)","[0.5281, 0.7416, 0.3593, 0.1583]",True,"(170, 122, 27, 72)"
ZJ019125,test_features/ZJ019125.jpg,S0128,0.867,"(170, 4, 170, 222)","[0, 0.4611, 0.3593, 0.4944]",True,"(107, 4, 103, 72)"
ZJ019126,test_features/ZJ019126.jpg,S0067,0.613,"(159, 18, 80, 129)","[0.02187, 0.4305, 0.214, 0.2444]",True,"(100, 9, 47, 40)"
ZJ019127,test_features/ZJ019127.jpg,S0011,,,,False,
ZJ019128,test_features/ZJ019128.jpg,S0040,0.0812,"(351, 4, 65, 40)","[0, 0.6425, 0.05, 0.1351]",True,"(148, 4, 22, 3)"
ZJ019129,test_features/ZJ019129.jpg,S0055,0.0664,"(254, 602, 60, 34)","[0.9343, 0.6944, 0.06562, 0.1888]",True,"(160, 213, 34, 7)"
ZJ019130,test_features/ZJ019130.jpg,S0086,0.805,"(156, 128, 25, 39)","[0.3875, 0.6333, 0.1468, 0.1375]",True,"(146, 91, 23, 25)"
ZJ019131,test_features/ZJ019131.jpg,S0128,0.938,"(161, 4, 178, 273)","[0, 0.4361, 0.439, 0.5166]",True,"(102, 4, 108, 90)"
ZJ019132,test_features/ZJ019132.jpg,S0118,0.169,"(279, 245, 61, 297)","[0.3765, 0.7638, 0.4765, 0.1916]",True,"(175, 88, 35, 99)"
ZJ019133,test_features/ZJ019133.jpg,S0151,0.0357,"(283, 336, 33, 55)","[0.5187, 0.775, 0.09843, 0.1138]",True,"(178, 120, 17, 14)"
ZJ019134,test_features/ZJ019134.jpg,S0033,0.694,"(113, 455, 171, 181)","[0.7046, 0.3027, 0.2953, 0.4972]",True,"(72, 162, 103, 58)"
ZJ019135,test_features/ZJ019135.jpg,S0132,0.964,"(158, 57, 198, 297)","[0.08281, 0.4277, 0.4765, 0.5722]",True,"(100, 23, 120, 99)"
ZJ019136,test_features/ZJ019136.jpg,S0165,0.918,"(145, 225, 91, 44)","[0.6138, 0.5874, 0.1444, 0.4124]",True,"(136, 141, 84, 24)"
ZJ019137,test_features/ZJ019137.jpg,S0040,0.929,"(210, 147, 145, 363)","[0.1489, 0.3814, 0.3864, 0.2833]",True,"(89, 37, 55, 79)"
ZJ019138,test_features/ZJ019138.jpg,S0162,0.286,"(129, 523, 109, 97)","[0.5406, 0.2314, 0.1093, 0.2166]",True,"(56, 125, 41, 16)"
ZJ019139,test_features/ZJ019139.jpg,S0072,0.514,"(451, 638, 69, 35)","[0.6604, 0.8277, 0.04479, 0.1425]",True,"(189, 152, 24, 2)"
ZJ019140,test_features/ZJ019140.jpg,S0199,0.0992,"(138, 59, 49, 53)","[0.1527, 0.5583, 0.1694, 0.2374]",True,"(129, 38, 45, 30)"
ZJ019141,test_features/ZJ019141.jpg,S0132,0.403,"(236, 260, 24, 41)","[0.3999, 0.6444, 0.07656, 0.08888]",True,"(148, 94, 12, 9)"
ZJ019142,test_features/ZJ019142.jpg,S0087,0.334,"(46, 4, 24, 9)","[0, 0.3499, 0.1062, 0.2666]",True,"(82, 4, 52, 16)"
ZJ019143,test_features/ZJ019143.jpg,S0012,0.00793,"(5, 4, 513, 952)","[0, 0.001851, 1.0, 0.9648]",True,"(4, 4, 208, 216)"
ZJ019144,test_features/ZJ019144.jpg,S0064,0.762,"(162, 171, 249, 240)","[0.1739, 0.2925, 0.2583, 0.4759]",True,"(70, 43, 99, 50)"
ZJ019145,test_features/ZJ019145.jpg,S0033,0.217,"(275, 65, 41, 35)","[0.09531, 0.7527, 0.06718, 0.1361]",True,"(173, 25, 22, 7)"
ZJ019146,test_features/ZJ019146.jpg,S0165,0.527,"(274, 568, 66, 68)","[0.8812, 0.75, 0.1187, 0.2055]",True,"(172, 201, 38, 19)"
ZJ019147,test_features/ZJ019147.jpg,S0039,0.777,"(344, 260, 128, 134)","[0.2666, 0.6296, 0.1479, 0.2518]",True,"(145, 64, 48, 25)"
ZJ019148,test_features/ZJ019148.jpg,S0040,0.451,"(236, 736, 98, 97)","[0.7624, 0.4296, 0.1093, 0.1962]",True,"(100, 175, 36, 16)"
ZJ019149,test_features/ZJ019149.jpg,S0040,0.898,"(292, 832, 81, 110)","[0.8625, 0.5333, 0.1229, 0.1648]",True,"(123, 197, 29, 20)"
ZJ019150,test_features/ZJ019150.jpg,S0041,0.337,"(22, 5, 308, 485)","[0.001562, 0.05373, 0.7703, 0.9432]",True,"(16, 4, 203, 165)"
ZJ019151,test_features/ZJ019151.jpg,S0037,0.757,"(180, 82, 69, 116)","[0.1218, 0.4888, 0.1937, 0.2138]",True,"(113, 31, 40, 35)"
ZJ019152,test_features/ZJ019152.jpg,S0082,0.629,"(274, 375, 245, 255)","[0.3864, 0.4999, 0.2739, 0.4685]",True,"(116, 91, 97, 53)"
ZJ019153,test_features/ZJ019153.jpg,S0086,0.662,"(139, 262, 19, 29)","[0.8062, 0.5624, 0.1156, 0.1124]",True,"(130, 185, 17, 18)"
ZJ019154,test_features/ZJ019154.jpg,S0116,0.946,"(236, 356, 103, 58)","[0.55, 0.6444, 0.1031, 0.3083]",True,"(148, 127, 61, 15)"
ZJ019155,test_features/ZJ019155.jpg,S0162,0.138,"(467, 57, 53, 134)","[0.0552, 0.8574, 0.1479, 0.1129]",True,"(196, 16, 17, 25)"
ZJ019156,test_features/ZJ019156.jpg,S0194,0.148,"(8, 4, 228, 19)","[0, 0.01666, 0.075, 0.9833]",True,"(8, 4, 212, 9)"
ZJ019157,test_features/ZJ019157.jpg,S0114,0.118,"(4, 5, 327, 628)","[0.001562, 0, 0.9937, 1.0]",True,"(4, 4, 216, 215)"
ZJ019158,test_features/ZJ019158.jpg,S0128,0.00836,"(241, 398, 51, 20)","[0.6156, 0.7074, 0.04374, 0.1761]",True,"(162, 142, 31, 2)"
ZJ019159,test_features/ZJ019159.jpg,S0199,0.0546,"(139, 88, 31, 91)","[0.2333, 0.5625, 0.275, 0.1624]",True,"(130, 56, 28, 54)"
