id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true
ZJ006474,train_features/ZJ006474.jpg,S0059,4.0,0.949,animal,0.949,"[0.6052, 0.6518, 0.3406, 0.3166]",True
ZJ006475,train_features/ZJ006475.jpg,S0027,3.0,0.952,animal,0.952,"[0.3421, 0.4999, 0.6562, 0.4972]",True
ZJ006476,train_features/ZJ006476.jpg,S0161,2.0,0.595,animal,0.595,"[0.1265, 0.4694, 0.2703, 0.4361]",True
ZJ006477,train_features/ZJ006477.jpg,S0096,3.0,0.326,animal,0.326,"[0.5859, 0.3361, 0.06562, 0.1805]",True
ZJ006478,train_features/ZJ006478.jpg,S0184,0.0,0.919,animal,0.919,"[0.8229, 0.424, 0.1156, 0.2703]",True
ZJ006479,train_features/ZJ006479.jpg,S0060,2.0,0.943,animal,0.943,"[0, 0.6944, 0.2104, 0.2518]",True
ZJ006480,train_features/ZJ006480.jpg,S0125,2.0,,,,,False
ZJ006481,train_features/ZJ006481.jpg,S0179,4.0,0.265,person,0.265,"[0, 0.5541, 0.04722, 0.4458]",True
ZJ006482,train_features/ZJ006482.jpg,S0157,0.0,0.0107,animal,0.0107,"[0.7109, 0.4861, 0.08437, 0.4611]",True
ZJ006483,train_features/ZJ006483.jpg,S0059,4.0,0.379,animal,0.379,"[0.4187, 0.7407, 0.07708, 0.08148]",True
ZJ006484,train_features/ZJ006484.jpg,S0120,2.0,0.91,animal,0.91,"[0.601, 0.3796, 0.226, 0.2796]",True
ZJ006485,train_features/ZJ006485.jpg,S0056,2.0,0.00559,animal,0.00559,"[0, 0.4583, 0.1624, 0.3499]",True
ZJ006486,train_features/ZJ006486.jpg,S0085,4.0,0.00753,animal,0.00753,"[0.6718, 0.4861, 0.08906, 0.075]",True
ZJ006487,train_features/ZJ006487.jpg,S0060,2.0,0.822,animal,0.822,"[0.1531, 0.5833, 0.3385, 0.1888]",True
ZJ006488,train_features/ZJ006488.jpg,S0159,2.0,0.405,animal,0.405,"[0.2906, 0.9027, 0.1593, 0.09722]",True
ZJ006489,train_features/ZJ006489.jpg,S0008,4.0,0.71,animal,0.71,"[0.6203, 0.6055, 0.1328, 0.1305]",True
ZJ006490,train_features/ZJ006490.jpg,S0002,4.0,0.679,person,0.679,"[0.7937, 0.1805, 0.2062, 0.7722]",True
ZJ006491,train_features/ZJ006491.jpg,S0043,3.0,,,,,False
ZJ006492,train_features/ZJ006492.jpg,S0043,3.0,0.874,animal,0.874,"[0.8187, 0, 0.1812, 1.0]",True
ZJ006493,train_features/ZJ006493.jpg,S0009,0.0,0.79,animal,0.79,"[0.05781, 0.3749, 0.5046, 0.5777]",True
ZJ006494,train_features/ZJ006494.jpg,S0063,1.0,0.972,animal,0.972,"[0.03125, 0.487, 0.3989, 0.4814]",True
ZJ006495,train_features/ZJ006495.jpg,S0083,2.0,0.936,animal,0.936,"[0, 0, 1.0, 0.9703]",True
ZJ006496,train_features/ZJ006496.jpg,S0136,0.0,0.797,animal,0.797,"[0.4968, 0.6277, 0.2171, 0.2444]",True
ZJ006497,train_features/ZJ006497.jpg,S0029,4.0,,,,,False
ZJ006498,train_features/ZJ006498.jpg,S0183,0.0,0.0204,animal,0.0204,"[0.6277, 0.525, 0.1361, 0.2624]",True
ZJ006499,train_features/ZJ006499.jpg,S0074,0.0,0.629,animal,0.629,"[0.614, 0.7777, 0.08906, 0.1777]",True
ZJ006500,train_features/ZJ006500.jpg,S0101,1.0,0.0986,animal,0.0986,"[0.3359, 0.6611, 0.08281, 0.1277]",True
ZJ006501,train_features/ZJ006501.jpg,S0009,0.0,0.802,animal,0.802,"[0.1812, 0.5222, 0.1765, 0.2]",True
ZJ006502,train_features/ZJ006502.jpg,S0036,0.0,0.195,animal,0.195,"[0, 0, 0.1328, 0.2472]",True
ZJ006503,train_features/ZJ006503.jpg,S0176,1.0,0.131,animal,0.131,"[0, 0, 1.0, 0.9958]",True
ZJ006504,train_features/ZJ006504.jpg,S0020,4.0,0.941,animal,0.941,"[0.6354, 0.474, 0.2541, 0.3518]",True
ZJ006505,train_features/ZJ006505.jpg,S0013,3.0,0.845,animal,0.845,"[0.3499, 0.5222, 0.1687, 0.2111]",True
ZJ006506,train_features/ZJ006506.jpg,S0026,0.0,0.953,animal,0.953,"[0.1734, 0.4166, 0.8265, 0.5805]",True
ZJ006507,train_features/ZJ006507.jpg,S0059,4.0,0.874,animal,0.874,"[0.8312, 0.7722, 0.07708, 0.1962]",True
ZJ006508,train_features/ZJ006508.jpg,S0110,4.0,0.77,animal,0.77,"[0.7625, 0.4, 0.1453, 0.3722]",True
ZJ006509,train_features/ZJ006509.jpg,S0080,1.0,0.0552,animal,0.0552,"[0.5874, 0.6666, 0.1, 0.25]",True
ZJ006510,train_features/ZJ006510.jpg,S0008,4.0,0.575,animal,0.575,"[0, 0.6916, 0.2078, 0.2611]",True
ZJ006511,train_features/ZJ006511.jpg,S0014,4.0,0.947,animal,0.947,"[0.4984, 0.6138, 0.5015, 0.3861]",True
ZJ006512,train_features/ZJ006512.jpg,S0043,3.0,0.879,animal,0.879,"[0.7281, 0, 0.2718, 1.0]",True
ZJ006513,train_features/ZJ006513.jpg,S0014,4.0,0.0874,animal,0.0874,"[0.1843, 0.3972, 0.2374, 0.4111]",True
ZJ006514,train_features/ZJ006514.jpg,S0030,1.0,0.75,animal,0.75,"[0.9052, 0.3592, 0.0802, 0.1685]",True
ZJ006515,train_features/ZJ006515.jpg,S0073,3.0,0.816,animal,0.816,"[0.2515, 0.5833, 0.1468, 0.15]",True
ZJ006516,train_features/ZJ006516.jpg,S0060,2.0,0.704,animal,0.704,"[0.1333, 0.6333, 0.06979, 0.2685]",True
ZJ006517,train_features/ZJ006517.jpg,S0009,0.0,0.942,animal,0.942,"[0.1156, 0.3805, 0.3187, 0.3555]",True
ZJ006518,train_features/ZJ006518.jpg,S0170,1.0,0.791,animal,0.791,"[0.8305, 0.6416, 0.1694, 0.3583]",True
ZJ006519,train_features/ZJ006519.jpg,S0062,2.0,0.895,animal,0.895,"[0.6166, 0.5111, 0.05, 0.1685]",True
ZJ006520,train_features/ZJ006520.jpg,S0133,0.0,0.0338,animal,0.0338,"[0.3406, 0.8694, 0.3046, 0.1305]",True
ZJ006521,train_features/ZJ006521.jpg,S0105,3.0,0.354,animal,0.354,"[0, 0, 1.0, 1.0]",True
ZJ006522,train_features/ZJ006522.jpg,S0022,0.0,0.264,animal,0.264,"[0, 0.6583, 0.2374, 0.3416]",True
ZJ006523,train_features/ZJ006523.jpg,S0038,1.0,0.286,animal,0.286,"[0.7302, 0.231, 0.2697, 0.7689]",True
ZJ006524,train_features/ZJ006524.jpg,S0009,0.0,0.847,animal,0.847,"[0.1093, 0.3666, 0.4453, 0.5861]",True
ZJ006525,train_features/ZJ006525.jpg,S0120,2.0,0.899,animal,0.899,"[0.6718, 0.3314, 0.1124, 0.1259]",True
ZJ006526,train_features/ZJ006526.jpg,S0030,1.0,0.95,animal,0.95,"[0.602, 0.4981, 0.226, 0.387]",True
ZJ006527,train_features/ZJ006527.jpg,S0020,4.0,0.071,animal,0.071,"[0.1656, 0.3703, 0.0427, 0.1833]",True
ZJ006528,train_features/ZJ006528.jpg,S0188,3.0,0.00526,animal,0.00526,"[0, 0, 0.9972, 0.9916]",True
ZJ006529,train_features/ZJ006529.jpg,S0026,0.0,0.692,animal,0.692,"[0.1218, 0.4722, 0.55, 0.5249]",True
ZJ006530,train_features/ZJ006530.jpg,S0188,3.0,0.00768,animal,0.00768,"[0.4944, 0.2749, 0.1444, 0.2833]",True
ZJ006531,train_features/ZJ006531.jpg,S0184,0.0,0.903,animal,0.903,"[0.25, 0.6351, 0.1166, 0.2259]",True
ZJ006532,train_features/ZJ006532.jpg,S0004,2.0,0.774,animal,0.774,"[0.3671, 0.7611, 0.2578, 0.1944]",True
ZJ006533,train_features/ZJ006533.jpg,S0188,3.0,0.117,animal,0.117,"[0.06388, 0.3458, 0.4083, 0.3333]",True
ZJ006534,train_features/ZJ006534.jpg,S0043,3.0,0.949,animal,0.949,"[0.4593, 0, 0.5406, 1.0]",True
ZJ006535,train_features/ZJ006535.jpg,S0163,2.0,0.958,animal,0.958,"[0, 0.6416, 0.5312, 0.3555]",True
ZJ006536,train_features/ZJ006536.jpg,S0174,1.0,,,,,False
ZJ006537,train_features/ZJ006537.jpg,S0069,3.0,0.0424,animal,0.0424,"[0.2812, 0.8481, 0.1052, 0.1129]",True
ZJ006538,train_features/ZJ006538.jpg,S0060,2.0,0.907,animal,0.907,"[0, 0.7759, 0.5864, 0.1944]",True
ZJ006539,train_features/ZJ006539.jpg,S0173,1.0,0.645,animal,0.645,"[0.6156, 0.5666, 0.1859, 0.1361]",True
ZJ006540,train_features/ZJ006540.jpg,S0013,3.0,0.399,animal,0.399,"[0.8359, 0.025, 0.164, 0.9527]",True
ZJ006541,train_features/ZJ006541.jpg,S0038,1.0,0.398,animal,0.398,"[0.7666, 0.6155, 0.2333, 0.3825]",True
ZJ006542,train_features/ZJ006542.jpg,S0025,4.0,0.553,animal,0.553,"[0.001562, 0.4749, 0.7265, 0.5222]",True
ZJ006543,train_features/ZJ006543.jpg,S0063,1.0,0.951,animal,0.951,"[0.4937, 0.5462, 0.1989, 0.287]",True
ZJ006544,train_features/ZJ006544.jpg,S0009,0.0,0.202,animal,0.202,"[0, 0.5134, 0.9968, 0.4865]",True
ZJ006545,train_features/ZJ006545.jpg,S0047,2.0,0.00871,animal,0.00871,"[0.003124, 0, 0.9953, 0.9972]",True
ZJ006546,train_features/ZJ006546.jpg,S0095,2.0,0.798,animal,0.798,"[0, 0.4907, 0.09791, 0.3944]",True
ZJ006547,train_features/ZJ006547.jpg,S0020,4.0,0.472,animal,0.472,"[0.1656, 0.5407, 0.1322, 0.1462]",True
ZJ006548,train_features/ZJ006548.jpg,S0051,4.0,0.927,animal,0.927,"[0.02083, 0.4851, 0.4239, 0.2925]",True
ZJ006549,train_features/ZJ006549.jpg,S0184,0.0,0.485,animal,0.485,"[0.6791, 0.6611, 0.1041, 0.08333]",True
ZJ006550,train_features/ZJ006550.jpg,S0060,2.0,0.725,animal,0.725,"[0.1645, 0.6222, 0.6135, 0.3481]",True
ZJ006551,train_features/ZJ006551.jpg,S0031,2.0,0.951,animal,0.951,"[0.3484, 0.5249, 0.3468, 0.4749]",True
ZJ006552,train_features/ZJ006552.jpg,S0108,0.0,0.849,animal,0.849,"[0.01718, 0.3861, 0.9828, 0.5666]",True
ZJ006553,train_features/ZJ006553.jpg,S0043,3.0,0.86,animal,0.86,"[0.4453, 0, 0.5546, 1.0]",True
ZJ006554,train_features/ZJ006554.jpg,S0120,2.0,0.843,animal,0.843,"[0.1135, 0.5907, 0.08437, 0.2462]",True
ZJ006555,train_features/ZJ006555.jpg,S0008,4.0,0.421,animal,0.421,"[0.001562, 0.7055, 0.2093, 0.25]",True
ZJ006556,train_features/ZJ006556.jpg,S0025,4.0,0.946,animal,0.946,"[0.1703, 0.1694, 0.375, 0.8277]",True
ZJ006557,train_features/ZJ006557.jpg,S0038,1.0,0.244,animal,0.244,"[0.03958, 0.3925, 0.9593, 0.5777]",True
ZJ006558,train_features/ZJ006558.jpg,S0186,4.0,0.882,animal,0.882,"[0.1354, 0.5925, 0.2843, 0.1962]",True
ZJ006559,train_features/ZJ006559.jpg,S0089,3.0,0.014,animal,0.014,"[0.6343, 0.8111, 0.09531, 0.1416]",True
ZJ006560,train_features/ZJ006560.jpg,S0060,2.0,0.715,animal,0.715,"[0.1927, 0.8481, 0.1218, 0.1222]",True
ZJ006561,train_features/ZJ006561.jpg,S0009,0.0,0.00778,animal,0.00778,"[0.4015, 0.6, 0.1031, 0.1333]",True
ZJ006562,train_features/ZJ006562.jpg,S0088,1.0,0.8,animal,0.8,"[0.5546, 0.7583, 0.1781, 0.15]",True
ZJ006563,train_features/ZJ006563.jpg,S0074,0.0,0.891,animal,0.891,"[0.7484, 0.06666, 0.03593, 0.1694]",True
ZJ006564,train_features/ZJ006564.jpg,S0030,1.0,0.534,animal,0.534,"[0.527, 0.5351, 0.0927, 0.2055]",True
ZJ006565,train_features/ZJ006565.jpg,S0009,0.0,0.59,animal,0.59,"[0.1953, 0.3166, 0.3953, 0.6361]",True
ZJ006566,train_features/ZJ006566.jpg,S0062,2.0,0.918,animal,0.918,"[0.7416, 0.3555, 0.05208, 0.1648]",True
ZJ006567,train_features/ZJ006567.jpg,S0188,3.0,,,,,False
ZJ006568,train_features/ZJ006568.jpg,S0009,0.0,0.71,animal,0.71,"[0.1046, 0.3722, 0.4593, 0.5805]",True
ZJ006569,train_features/ZJ006569.jpg,S0095,2.0,0.546,animal,0.546,"[0.002083, 0.7666, 0.85, 0.2018]",True
ZJ006570,train_features/ZJ006570.jpg,S0059,4.0,0.579,animal,0.579,"[0.3656, 0.5999, 0.05312, 0.1074]",True
ZJ006571,train_features/ZJ006571.jpg,S0098,3.0,0.774,animal,0.774,"[0.5437, 0.02222, 0.4562, 0.975]",True
ZJ006572,train_features/ZJ006572.jpg,S0070,1.0,0.636,animal,0.636,"[0.1447, 0.5518, 0.0927, 0.1462]",True
ZJ006573,train_features/ZJ006573.jpg,S0008,4.0,0.76,animal,0.76,"[0.4859, 0.4138, 0.514, 0.3722]",True
ZJ006574,train_features/ZJ006574.jpg,S0071,1.0,0.638,animal,0.638,"[0.2093, 0.4351, 0.1072, 0.1444]",True
ZJ006575,train_features/ZJ006575.jpg,S0101,1.0,0.903,animal,0.903,"[0.3624, 0.3305, 0.2374, 0.5805]",True
ZJ006576,train_features/ZJ006576.jpg,S0184,0.0,,,,,False
ZJ006577,train_features/ZJ006577.jpg,S0038,1.0,0.547,animal,0.547,"[0.1979, 0.001851, 0.802, 0.9666]",True
ZJ006578,train_features/ZJ006578.jpg,S0120,2.0,0.6,animal,0.6,"[0.09166, 0.005555, 0.2989, 0.4481]",True
ZJ006579,train_features/ZJ006579.jpg,S0051,4.0,,,,,False
ZJ006580,train_features/ZJ006580.jpg,S0088,1.0,0.92,animal,0.92,"[0.3609, 0.7777, 0.5312, 0.1749]",True
ZJ006581,train_features/ZJ006581.jpg,S0144,4.0,0.908,animal,0.908,"[0.1322, 0.4155, 0.1104, 0.3805]",True
ZJ006582,train_features/ZJ006582.jpg,S0060,2.0,0.447,animal,0.447,"[0.1604, 0.8425, 0.09687, 0.1074]",True
ZJ006583,train_features/ZJ006583.jpg,S0159,2.0,0.254,person,0.254,"[0.2812, 0.6166, 0.09375, 0.3833]",True
ZJ006584,train_features/ZJ006584.jpg,S0108,0.0,0.316,animal,0.316,"[0.3156, 0.825, 0.3906, 0.1277]",True
ZJ006585,train_features/ZJ006585.jpg,S0144,4.0,0.786,animal,0.786,"[0.9041, 0.1728, 0.09583, 0.8252]",True
ZJ006586,train_features/ZJ006586.jpg,S0093,1.0,,,,,False
ZJ006587,train_features/ZJ006587.jpg,S0184,0.0,0.851,animal,0.851,"[0.1114, 0.4518, 0.1218, 0.1296]",True
ZJ006588,train_features/ZJ006588.jpg,S0096,3.0,0.233,animal,0.233,"[0.5859, 0.3555, 0.05468, 0.1611]",True
ZJ006589,train_features/ZJ006589.jpg,S0001,0.0,0.782,animal,0.782,"[0.6343, 0.8861, 0.1171, 0.06944]",True
ZJ006590,train_features/ZJ006590.jpg,S0023,2.0,0.0145,animal,0.0145,"[0.6718, 0.7104, 0.1671, 0.185]",True
ZJ006591,train_features/ZJ006591.jpg,S0083,2.0,0.846,animal,0.846,"[0.6802, 0.7296, 0.1124, 0.2388]",True
ZJ006592,train_features/ZJ006592.jpg,S0063,1.0,0.949,animal,0.949,"[0.4895, 0.4314, 0.2937, 0.4166]",True
ZJ006593,train_features/ZJ006593.jpg,S0157,0.0,0.0269,animal,0.0269,"[0.09999, 0.7166, 0.189, 0.2361]",True
ZJ006594,train_features/ZJ006594.jpg,S0170,1.0,0.0408,animal,0.0408,"[0.6388, 0.6, 0.275, 0.275]",True
ZJ006595,train_features/ZJ006595.jpg,S0186,4.0,,,,,False
ZJ006596,train_features/ZJ006596.jpg,S0030,1.0,0.901,animal,0.901,"[0.776, 0.2037, 0.2125, 0.4481]",True
ZJ006597,train_features/ZJ006597.jpg,S0077,1.0,0.0267,animal,0.0267,"[0.6453, 0.5916, 0.08124, 0.06388]",True
ZJ006598,train_features/ZJ006598.jpg,S0179,4.0,0.136,animal,0.136,"[0, 0.0625, 1.0, 0.9375]",True
ZJ006599,train_features/ZJ006599.jpg,S0096,3.0,0.08,animal,0.08,"[0.08437, 0.3444, 0.3625, 0.6527]",True
ZJ006600,train_features/ZJ006600.jpg,S0169,3.0,0.0309,animal,0.0309,"[0.5555, 0.3, 0.08333, 0.2083]",True
ZJ006601,train_features/ZJ006601.jpg,S0008,4.0,0.771,animal,0.771,"[0, 0.6333, 0.2046, 0.3166]",True
ZJ006602,train_features/ZJ006602.jpg,S0117,4.0,0.623,animal,0.623,"[0.3166, 0.5259, 0.07083, 0.2666]",True
ZJ006603,train_features/ZJ006603.jpg,S0149,0.0,0.805,animal,0.805,"[0.4156, 0.6888, 0.09218, 0.1472]",True
ZJ006604,train_features/ZJ006604.jpg,S0036,0.0,0.373,animal,0.373,"[0.5359, 0.8, 0.08593, 0.09166]",True
ZJ006605,train_features/ZJ006605.jpg,S0038,1.0,0.919,animal,0.919,"[0.04583, 0.09514, 0.9531, 0.9029]",True
ZJ006606,train_features/ZJ006606.jpg,S0062,2.0,0.91,animal,0.91,"[0.5312, 0.537, 0.09062, 0.2314]",True
ZJ006607,train_features/ZJ006607.jpg,S0029,4.0,0.558,animal,0.558,"[0.1406, 0.737, 0.04791, 0.1462]",True
ZJ006608,train_features/ZJ006608.jpg,S0008,4.0,0.932,animal,0.932,"[0.5343, 0.2472, 0.4656, 0.5444]",True
ZJ006609,train_features/ZJ006609.jpg,S0069,3.0,,,,,False
ZJ006610,train_features/ZJ006610.jpg,S0123,0.0,,,,,False
ZJ006611,train_features/ZJ006611.jpg,S0053,3.0,0.0996,animal,0.0996,"[0.4093, 0.4666, 0.06354, 0.04074]",True
ZJ006612,train_features/ZJ006612.jpg,S0088,1.0,0.652,animal,0.652,"[0.5265, 0.5527, 0.1, 0.125]",True
ZJ006613,train_features/ZJ006613.jpg,S0185,0.0,0.0605,animal,0.0605,"[0.9611, 0.525, 0.03888, 0.15]",True
ZJ006614,train_features/ZJ006614.jpg,S0060,2.0,0.808,animal,0.808,"[0.3531, 0.574, 0.1375, 0.1851]",True
ZJ006615,train_features/ZJ006615.jpg,S0101,1.0,0.02,animal,0.02,"[0.7999, 0.4916, 0.06562, 0.08611]",True
ZJ006616,train_features/ZJ006616.jpg,S0125,2.0,,,,,False
ZJ006617,train_features/ZJ006617.jpg,S0023,2.0,0.037,animal,0.037,"[0.06093, 0.8444, 0.09218, 0.1083]",True
ZJ006618,train_features/ZJ006618.jpg,S0060,2.0,0.561,animal,0.561,"[0, 0.5444, 0.2145, 0.1907]",True
ZJ006619,train_features/ZJ006619.jpg,S0029,4.0,0.231,animal,0.231,"[0.5874, 0.6796, 0.08645, 0.1111]",True
ZJ006620,train_features/ZJ006620.jpg,S0008,4.0,0.911,animal,0.911,"[0.5046, 0.2861, 0.4953, 0.4833]",True
ZJ006621,train_features/ZJ006621.jpg,S0120,2.0,0.772,animal,0.772,"[0.427, 0.3796, 0.1312, 0.3277]",True
ZJ006622,train_features/ZJ006622.jpg,S0008,4.0,0.589,animal,0.589,"[0, 0.6722, 0.2187, 0.2805]",True
ZJ006623,train_features/ZJ006623.jpg,S0170,1.0,0.00892,animal,0.00892,"[0.3777, 0.5458, 0.07222, 0.1541]",True
ZJ006624,train_features/ZJ006624.jpg,S0156,0.0,0.91,animal,0.91,"[0.8322, 0.6444, 0.1677, 0.3185]",True
ZJ006625,train_features/ZJ006625.jpg,S0008,4.0,0.108,animal,0.108,"[0.04843, 0.6777, 0.1624, 0.2777]",True
ZJ006626,train_features/ZJ006626.jpg,S0138,0.0,0.844,animal,0.844,"[0, 0.2833, 0.3234, 0.2555]",True
ZJ006627,train_features/ZJ006627.jpg,S0089,3.0,0.938,animal,0.938,"[0.264, 0.8277, 0.3593, 0.1277]",True
ZJ006628,train_features/ZJ006628.jpg,S0043,3.0,0.352,animal,0.352,"[0.5406, 0.6944, 0.2406, 0.1722]",True
ZJ006629,train_features/ZJ006629.jpg,S0051,4.0,0.865,animal,0.865,"[0.6489, 0.3444, 0.1104, 0.187]",True
ZJ006630,train_features/ZJ006630.jpg,S0088,1.0,0.403,animal,0.403,"[0.264, 0.4916, 0.08124, 0.1333]",True
ZJ006631,train_features/ZJ006631.jpg,S0136,0.0,0.0309,animal,0.0309,"[0, 0, 0.1421, 0.9527]",True
ZJ006632,train_features/ZJ006632.jpg,S0120,2.0,0.368,animal,0.368,"[0.2208, 0.4814, 0.1416, 0.09629]",True
ZJ006633,train_features/ZJ006633.jpg,S0022,0.0,0.789,animal,0.789,"[0.05468, 0.5777, 0.2031, 0.2555]",True
ZJ006634,train_features/ZJ006634.jpg,S0186,4.0,,,,,False
ZJ006635,train_features/ZJ006635.jpg,S0179,4.0,0.805,animal,0.805,"[0.3249, 0.5041, 0.1972, 0.4375]",True
ZJ006636,train_features/ZJ006636.jpg,S0043,3.0,0.768,animal,0.768,"[0.2296, 0.5277, 0.2249, 0.2277]",True
ZJ006637,train_features/ZJ006637.jpg,S0061,1.0,0.0062,animal,0.0062,"[0.3531, 0.6037, 0.09062, 0.2]",True
ZJ006638,train_features/ZJ006638.jpg,S0030,1.0,0.0132,animal,0.0132,"[0.09062, 0.2814, 0.0427, 0.1703]",True
ZJ006639,train_features/ZJ006639.jpg,S0059,4.0,0.976,animal,0.976,"[0.5864, 0.1814, 0.4135, 0.787]",True
ZJ006640,train_features/ZJ006640.jpg,S0096,3.0,0.555,animal,0.555,"[0.5859, 0.3527, 0.05468, 0.1666]",True
ZJ006641,train_features/ZJ006641.jpg,S0005,4.0,0.645,animal,0.645,"[0.2437, 0.7249, 0.4734, 0.2722]",True
ZJ006642,train_features/ZJ006642.jpg,S0036,0.0,0.688,animal,0.688,"[0.2578, 0.5777, 0.08281, 0.2416]",True
ZJ006643,train_features/ZJ006643.jpg,S0010,2.0,0.943,animal,0.943,"[0.3828, 0.4666, 0.2453, 0.4888]",True
ZJ006644,train_features/ZJ006644.jpg,S0001,0.0,0.381,animal,0.381,"[0, 0, 0.8249, 0.9527]",True
ZJ006645,train_features/ZJ006645.jpg,S0060,2.0,0.705,animal,0.705,"[0.5302, 0.5833, 0.2291, 0.3074]",True
ZJ006646,train_features/ZJ006646.jpg,S0016,1.0,0.956,animal,0.956,"[0.001041, 0.3611, 0.9604, 0.6148]",True
ZJ006647,train_features/ZJ006647.jpg,S0185,0.0,0.00999,animal,0.00999,"[0, 0.3916, 0.06944, 0.1916]",True
ZJ006648,train_features/ZJ006648.jpg,S0002,4.0,0.64,animal,0.64,"[0.2015, 0.6055, 0.07812, 0.2111]",True
ZJ006649,train_features/ZJ006649.jpg,S0120,2.0,0.522,animal,0.522,"[0.176, 0.3925, 0.06041, 0.137]",True
ZJ006650,train_features/ZJ006650.jpg,S0141,3.0,0.757,animal,0.757,"[0.2781, 0.6477, 0.1078, 0.185]",True
ZJ006651,train_features/ZJ006651.jpg,S0022,0.0,0.246,animal,0.246,"[0, 0.6555, 0.2374, 0.3444]",True
ZJ006652,train_features/ZJ006652.jpg,S0059,4.0,0.67,animal,0.67,"[0.2114, 0.7833, 0.4395, 0.187]",True
ZJ006653,train_features/ZJ006653.jpg,S0038,1.0,0.174,animal,0.174,"[0.07916, 0.1864, 0.9208, 0.8097]",True
ZJ006654,train_features/ZJ006654.jpg,S0010,2.0,0.85,animal,0.85,"[0.339, 0.7916, 0.2515, 0.1638]",True
ZJ006655,train_features/ZJ006655.jpg,S0022,0.0,0.327,animal,0.327,"[0, 0.6611, 0.2374, 0.3361]",True
ZJ006656,train_features/ZJ006656.jpg,S0069,3.0,0.0374,animal,0.0374,"[0.5635, 0, 0.126, 0.9685]",True
ZJ006657,train_features/ZJ006657.jpg,S0120,2.0,0.35,animal,0.35,"[0.1833, 0.4018, 0.04895, 0.1222]",True
ZJ006658,train_features/ZJ006658.jpg,S0008,4.0,0.545,animal,0.545,"[0.001562, 0.6833, 0.2187, 0.2694]",True
ZJ006659,train_features/ZJ006659.jpg,S0159,2.0,0.0547,animal,0.0547,"[0.2124, 0.9249, 0.08749, 0.075]",True
ZJ006660,train_features/ZJ006660.jpg,S0009,0.0,0.00843,animal,0.00843,"[0.5593, 0.4722, 0.09531, 0.1388]",True
ZJ006661,train_features/ZJ006661.jpg,S0002,4.0,0.779,animal,0.779,"[0.5625, 0, 0.4375, 0.8999]",True
ZJ006662,train_features/ZJ006662.jpg,S0060,2.0,0.474,animal,0.474,"[0.002083, 0.6111, 0.1, 0.1796]",True
ZJ006663,train_features/ZJ006663.jpg,S0081,1.0,0.351,animal,0.351,"[0.5718, 0.6148, 0.152, 0.1055]",True
ZJ006664,train_features/ZJ006664.jpg,S0008,4.0,0.814,animal,0.814,"[0, 0.6249, 0.2125, 0.3194]",True
ZJ006665,train_features/ZJ006665.jpg,S0060,2.0,0.381,animal,0.381,"[0.001041, 0.737, 0.3083, 0.2333]",True
ZJ006666,train_features/ZJ006666.jpg,S0059,4.0,0.73,animal,0.73,"[0.8479, 0.8018, 0.126, 0.1648]",True
ZJ006667,train_features/ZJ006667.jpg,S0031,2.0,0.0527,animal,0.0527,"[0.8437, 0.7111, 0.1562, 0.25]",True
ZJ006668,train_features/ZJ006668.jpg,S0060,2.0,0.693,animal,0.693,"[0.3802, 0.6037, 0.2104, 0.1925]",True
ZJ006669,train_features/ZJ006669.jpg,S0060,2.0,0.859,animal,0.859,"[0.1687, 0.4444, 0.1468, 0.2537]",True
ZJ006670,train_features/ZJ006670.jpg,S0023,2.0,0.0311,animal,0.0311,"[0.6812, 0.7253, 0.06718, 0.1611]",True
ZJ006671,train_features/ZJ006671.jpg,S0023,2.0,0.0568,animal,0.0568,"[0.6749, 0.7253, 0.075, 0.1552]",True
ZJ006672,train_features/ZJ006672.jpg,S0093,1.0,0.705,animal,0.705,"[0.3718, 0.6425, 0.09791, 0.3203]",True
ZJ006673,train_features/ZJ006673.jpg,S0009,0.0,0.0138,animal,0.0138,"[0, 0.002777, 1.0, 0.9499]",True
ZJ006674,train_features/ZJ006674.jpg,S0107,1.0,0.956,animal,0.956,"[0, 0.7037, 0.3177, 0.2648]",True
ZJ006675,train_features/ZJ006675.jpg,S0071,1.0,0.459,animal,0.459,"[0.2208, 0.4388, 0.05, 0.1203]",True
ZJ006676,train_features/ZJ006676.jpg,S0186,4.0,0.00713,animal,0.00713,"[0, 0.5629, 0.03958, 0.2555]",True
ZJ006677,train_features/ZJ006677.jpg,S0069,3.0,0.871,animal,0.871,"[0.5604, 0, 0.1312, 0.9666]",True
ZJ006678,train_features/ZJ006678.jpg,S0170,1.0,,,,,False
ZJ006679,train_features/ZJ006679.jpg,S0060,2.0,0.781,animal,0.781,"[0.3656, 0.424, 0.2135, 0.2518]",True
ZJ006680,train_features/ZJ006680.jpg,S0030,1.0,0.905,animal,0.905,"[0.7531, 0.3351, 0.2395, 0.2796]",True
ZJ006681,train_features/ZJ006681.jpg,S0147,2.0,0.81,animal,0.81,"[0.1999, 0.7388, 0.2109, 0.1277]",True
ZJ006682,train_features/ZJ006682.jpg,S0043,3.0,0.311,animal,0.311,"[0.2546, 0.5222, 0.2046, 0.2138]",True
ZJ006683,train_features/ZJ006683.jpg,S0068,1.0,0.855,animal,0.855,"[0.6145, 0.8148, 0.1229, 0.1537]",True
ZJ006684,train_features/ZJ006684.jpg,S0080,1.0,0.00504,animal,0.00504,"[0, 0.7916, 0.1562, 0.2083]",True
