image_name,file,max_detection_conf,category,conf,bbox,conf_th
ZJ008446,ZJ008446.jpg,0.613,animal,0.613,"[0.6859, 0.8972, 0.09843, 0.05833]",True
ZJ008447,ZJ008447.jpg,0.00681,vehicle,0.00681,"[0, 0.9373, 0.06406, 0.06268]",False
ZJ008448,ZJ008448.jpg,0.613,animal,0.613,"[0.5833, 0.6444, 0.1854, 0.1777]",True
ZJ008449,ZJ008449.jpg,0.674,animal,0.674,"[0.2437, 0.5055, 0.1734, 0.4944]",True
ZJ008450,ZJ008450.jpg,0.613,animal,0.613,"[0.3484, 0.5972, 0.1984, 0.1777]",True
ZJ008451,ZJ008451.jpg,0.214,animal,0.214,"[0.3552, 0.7648, 0.08229, 0.1166]",False
ZJ008452,ZJ008452.jpg,0.206,animal,0.206,"[0.5093, 0.4444, 0.1296, 0.1638]",False
ZJ008453,ZJ008453.jpg,0.95,animal,0.95,"[0, 0.3701, 1.0, 0.6268]",True
ZJ008454,ZJ008454.jpg,,,,,False
ZJ008455,ZJ008455.jpg,0.963,animal,0.963,"[0.4124, 0.3166, 0.3312, 0.6361]",True
ZJ008456,ZJ008456.jpg,0.755,animal,0.755,"[0.1656, 0.5416, 0.1406, 0.1555]",True
ZJ008457,ZJ008457.jpg,0.484,animal,0.484,"[0.7645, 0.7314, 0.075, 0.06666]",False
ZJ008458,ZJ008458.jpg,0.825,animal,0.825,"[0.4874, 0.4583, 0.1812, 0.2083]",True
ZJ008459,ZJ008459.jpg,0.661,animal,0.661,"[0.7031, 0.5574, 0.2802, 0.2185]",True
ZJ008460,ZJ008460.jpg,0.916,animal,0.916,"[0.3968, 0.08955, 0.2906, 0.9104]",True
ZJ008461,ZJ008461.jpg,0.59,animal,0.59,"[0.4343, 0.5333, 0.3046, 0.2361]",False
ZJ008462,ZJ008462.jpg,0.505,animal,0.505,"[0.3546, 0.6722, 0.2328, 0.3277]",False
ZJ008463,ZJ008463.jpg,0.775,animal,0.775,"[0.5703, 0.3472, 0.2312, 0.1944]",True
ZJ008464,ZJ008464.jpg,0.855,animal,0.855,"[0.4187, 0.8277, 0.1281, 0.1722]",True
ZJ008465,ZJ008465.jpg,0.308,person,0.308,"[0, 0, 0.5781, 0.9972]",False
ZJ008466,ZJ008466.jpg,0.0119,animal,0.0119,"[0, 0.7611, 0.04218, 0.1555]",False
ZJ008467,ZJ008467.jpg,0.762,animal,0.762,"[0, 0.02912, 1.0, 0.9669]",True
ZJ008468,ZJ008468.jpg,0.788,animal,0.788,"[0.08593, 0.4694, 0.85, 0.4833]",True
ZJ008469,ZJ008469.jpg,0.791,animal,0.791,"[0.2421, 0.7333, 0.2218, 0.2194]",True
ZJ008470,ZJ008470.jpg,,,,,False
ZJ008471,ZJ008471.jpg,0.343,animal,0.343,"[0.03281, 0.7194, 0.1812, 0.2361]",False
ZJ008472,ZJ008472.jpg,0.364,animal,0.364,"[0.7489, 0.45, 0.05208, 0.05925]",False
ZJ008473,ZJ008473.jpg,0.908,animal,0.908,"[0.3125, 0.4111, 0.1312, 0.2305]",True
ZJ008474,ZJ008474.jpg,0.786,animal,0.786,"[0.4749, 0.474, 0.1604, 0.1814]",True
ZJ008475,ZJ008475.jpg,0.919,animal,0.919,"[0, 0.6222, 0.4104, 0.3462]",True
ZJ008476,ZJ008476.jpg,0.042,animal,0.042,"[0.1312, 0.5259, 0.1291, 0.1425]",False
ZJ008477,ZJ008477.jpg,0.854,animal,0.854,"[0.6171, 0.4916, 0.2203, 0.25]",True
ZJ008478,ZJ008478.jpg,0.953,animal,0.953,"[0, 0.1333, 0.2572, 0.5166]",True
ZJ008479,ZJ008479.jpg,,,,,False
ZJ008480,ZJ008480.jpg,0.643,animal,0.643,"[0, 0.3361, 0.6562, 0.6166]",True
ZJ008481,ZJ008481.jpg,0.55,animal,0.55,"[0.8203, 0.8388, 0.1468, 0.1166]",False
ZJ008482,ZJ008482.jpg,0.0857,vehicle,0.0857,"[0, 0.1223, 0.3718, 0.8746]",False
ZJ008483,ZJ008483.jpg,0.644,animal,0.644,"[0.2937, 0.3518, 0.1333, 0.08703]",True
ZJ008484,ZJ008484.jpg,0.961,animal,0.961,"[0.06093, 0.4555, 0.6421, 0.4972]",True
ZJ008485,ZJ008485.jpg,0.0114,animal,0.0114,"[0, 0.5916, 0.3015, 0.3083]",False
ZJ008486,ZJ008486.jpg,0.88,animal,0.88,"[0.3989, 0.5629, 0.1614, 0.3037]",True
ZJ008487,ZJ008487.jpg,0.814,animal,0.814,"[0.02812, 0.2833, 0.1781, 0.1916]",True
ZJ008488,ZJ008488.jpg,0.0209,animal,0.0209,"[0.4833, 0.5703, 0.5156, 0.4]",False
ZJ008489,ZJ008489.jpg,0.785,animal,0.785,"[0.2322, 0.4796, 0.1864, 0.2629]",True
ZJ008490,ZJ008490.jpg,0.0833,animal,0.0833,"[0, 0.6611, 0.05156, 0.1805]",False
ZJ008491,ZJ008491.jpg,0.915,animal,0.915,"[0, 0.7851, 0.2718, 0.1833]",True
ZJ008492,ZJ008492.jpg,0.549,animal,0.549,"[0.9145, 0.5296, 0.08541, 0.1388]",False
ZJ008493,ZJ008493.jpg,0.0833,animal,0.0833,"[0.01249, 0.4472, 0.07187, 0.125]",False
ZJ008494,ZJ008494.jpg,0.873,animal,0.873,"[0.8437, 0.4814, 0.1562, 0.3444]",True
ZJ008495,ZJ008495.jpg,,,,,False
ZJ008496,ZJ008496.jpg,0.641,animal,0.641,"[0.4281, 0.4805, 0.075, 0.1638]",True
ZJ008497,ZJ008497.jpg,0.498,animal,0.498,"[0.6624, 0.6972, 0.1546, 0.1444]",False
ZJ008498,ZJ008498.jpg,0.119,animal,0.119,"[0.7666, 0.7055, 0.2333, 0.2648]",False
ZJ008499,ZJ008499.jpg,0.117,animal,0.117,"[0.102, 0.4777, 0.05833, 0.1055]",False
ZJ008500,ZJ008500.jpg,0.868,animal,0.868,"[0.1489, 0.5907, 0.2187, 0.2574]",True
ZJ008501,ZJ008501.jpg,0.245,animal,0.245,"[0.5234, 0.8694, 0.1156, 0.08611]",False
ZJ008502,ZJ008502.jpg,0.617,animal,0.617,"[0.4343, 0.2111, 0.2656, 0.1444]",True
ZJ008503,ZJ008503.jpg,0.189,animal,0.189,"[0.1203, 0.7388, 0.3625, 0.2138]",False
ZJ008504,ZJ008504.jpg,0.714,animal,0.714,"[0.8312, 0.3759, 0.1687, 0.3259]",True
ZJ008505,ZJ008505.jpg,0.824,animal,0.824,"[0.7395, 0.7796, 0.2604, 0.1888]",True
ZJ008506,ZJ008506.jpg,0.63,animal,0.63,"[0.3468, 0, 0.6531, 0.997]",True
ZJ008507,ZJ008507.jpg,0.214,animal,0.214,"[0.1484, 0.9194, 0.1671, 0.08059]",False
ZJ008508,ZJ008508.jpg,0.00918,animal,0.00918,"[0.3234, 0.5611, 0.08593, 0.2722]",False
ZJ008509,ZJ008509.jpg,0.0149,animal,0.0149,"[0.3111, 0.425, 0.3305, 0.2583]",False
ZJ008510,ZJ008510.jpg,0.531,animal,0.531,"[0.3833, 0.6629, 0.1531, 0.1851]",False
ZJ008511,ZJ008511.jpg,0.798,animal,0.798,"[0.1572, 0.5981, 0.3281, 0.1796]",True
ZJ008512,ZJ008512.jpg,0.61,animal,0.61,"[0.2812, 0.5888, 0.2197, 0.1611]",True
ZJ008513,ZJ008513.jpg,0.0398,animal,0.0398,"[0.4031, 0.1694, 0.04218, 0.1138]",False
ZJ008514,ZJ008514.jpg,0.792,animal,0.792,"[0.2453, 0.3555, 0.439, 0.5972]",True
ZJ008515,ZJ008515.jpg,0.861,animal,0.861,"[0.9135, 0.4425, 0.08645, 0.524]",True
ZJ008516,ZJ008516.jpg,0.66,animal,0.66,"[0, 0.2805, 0.1359, 0.2833]",True
ZJ008517,ZJ008517.jpg,0.079,person,0.079,"[0, 0, 0.1562, 1.0]",False
ZJ008518,ZJ008518.jpg,0.935,animal,0.935,"[0.5114, 0.01481, 0.4885, 0.9425]",True
ZJ008519,ZJ008519.jpg,0.0902,animal,0.0902,"[0.7166, 0, 0.2833, 0.9685]",False
ZJ008520,ZJ008520.jpg,0.187,animal,0.187,"[0.00625, 0.3333, 0.1359, 0.4416]",False
ZJ008521,ZJ008521.jpg,0.969,animal,0.969,"[0, 0.2796, 1.0, 0.6888]",True
ZJ008522,ZJ008522.jpg,0.947,animal,0.947,"[0.3239, 0.4925, 0.2385, 0.2277]",True
ZJ008523,ZJ008523.jpg,0.252,animal,0.252,"[0.2416, 0.4537, 0.02604, 0.1314]",False
ZJ008524,ZJ008524.jpg,0.806,animal,0.806,"[0.2729, 0.3537, 0.1541, 0.09074]",True
ZJ008525,ZJ008525.jpg,0.0375,animal,0.0375,"[0.4812, 0.7416, 0.08281, 0.1083]",False
ZJ008526,ZJ008526.jpg,,,,,False
ZJ008527,ZJ008527.jpg,0.85,animal,0.85,"[0.5833, 0.4592, 0.1885, 0.2111]",True
ZJ008528,ZJ008528.jpg,0.854,animal,0.854,"[0.007291, 0.2611, 0.1302, 0.4333]",True
ZJ008529,ZJ008529.jpg,0.367,animal,0.367,"[0.8109, 0.2083, 0.189, 0.7444]",False
ZJ008530,ZJ008530.jpg,0.0289,animal,0.0289,"[0, 0, 0.2406, 0.9499]",False
ZJ008531,ZJ008531.jpg,0.489,person,0.489,"[0, 0.4291, 0.05277, 0.5666]",False
ZJ008532,ZJ008532.jpg,0.741,animal,0.741,"[0.464, 0.6305, 0.2156, 0.3083]",True
ZJ008533,ZJ008533.jpg,0.371,animal,0.371,"[0.5578, 0, 0.4421, 0.925]",False
ZJ008534,ZJ008534.jpg,0.855,animal,0.855,"[0.03124, 0.5666, 0.06875, 0.2361]",True
ZJ008535,ZJ008535.jpg,0.963,animal,0.963,"[0.1052, 0.6925, 0.3802, 0.2759]",True
ZJ008536,ZJ008536.jpg,,,,,False
ZJ008537,ZJ008537.jpg,0.758,animal,0.758,"[0.3666, 0.5208, 0.4111, 0.3833]",True
ZJ008538,ZJ008538.jpg,0.0277,animal,0.0277,"[0.1343, 0.7611, 0.09218, 0.1916]",False
ZJ008539,ZJ008539.jpg,0.188,animal,0.188,"[0.4416, 0.5145, 0.5583, 0.4854]",False
ZJ008540,ZJ008540.jpg,0.184,animal,0.184,"[0.714, 0.5083, 0.1, 0.2222]",False
ZJ008541,ZJ008541.jpg,0.817,animal,0.817,"[0.45, 0.5592, 0.1291, 0.1092]",True
ZJ008542,ZJ008542.jpg,0.049,animal,0.049,"[0.6156, 0.8638, 0.1671, 0.08888]",False
ZJ008543,ZJ008543.jpg,0.623,animal,0.623,"[0.8875, 0.8111, 0.1124, 0.1416]",True
ZJ008544,ZJ008544.jpg,0.386,animal,0.386,"[0.8343, 0.587, 0.1135, 0.08888]",False
ZJ008545,ZJ008545.jpg,0.0283,animal,0.0283,"[0.1, 0.5777, 0.1203, 0.125]",False
ZJ008546,ZJ008546.jpg,0.962,animal,0.962,"[0.4458, 0.3629, 0.3177, 0.5166]",True
ZJ008547,ZJ008547.jpg,0.717,animal,0.717,"[0.101, 0.6148, 0.3572, 0.2759]",True
ZJ008548,ZJ008548.jpg,0.933,animal,0.933,"[0.8239, 0.7537, 0.08958, 0.2148]",True
ZJ008549,ZJ008549.jpg,0.83,animal,0.83,"[0, 0.575, 0.09218, 0.2972]",True
ZJ008550,ZJ008550.jpg,0.0434,animal,0.0434,"[0.8218, 0.6444, 0.05781, 0.125]",False
ZJ008551,ZJ008551.jpg,0.05,person,0.05,"[0.9515, 0.1444, 0.04843, 0.3888]",False
ZJ008552,ZJ008552.jpg,0.965,animal,0.965,"[0.05208, 0.4388, 0.5385, 0.4796]",True
ZJ008553,ZJ008553.jpg,0.924,animal,0.924,"[0.06718, 0.4833, 0.5671, 0.5138]",True
ZJ008554,ZJ008554.jpg,0.0338,animal,0.0338,"[0.0375, 0.5027, 0.04687, 0.1416]",False
ZJ008555,ZJ008555.jpg,0.978,animal,0.978,"[0.6208, 0.4148, 0.3791, 0.5537]",True
ZJ008556,ZJ008556.jpg,0.399,animal,0.399,"[0, 0, 0.9989, 0.9685]",False
ZJ008557,ZJ008557.jpg,0.724,animal,0.724,"[0.6484, 0.7472, 0.1343, 0.1]",True
ZJ008558,ZJ008558.jpg,0.597,animal,0.597,"[0.1718, 0.6185, 0.1354, 0.1259]",False
ZJ008559,ZJ008559.jpg,0.466,animal,0.466,"[0.3222, 0.6291, 0.1027, 0.2291]",False
ZJ008560,ZJ008560.jpg,,,,,False
ZJ008561,ZJ008561.jpg,0.0101,animal,0.0101,"[0.225, 0.5249, 0.1046, 0.1083]",False
ZJ008562,ZJ008562.jpg,0.98,animal,0.98,"[0.4406, 0.5555, 0.3843, 0.4148]",True
ZJ008563,ZJ008563.jpg,0.83,animal,0.83,"[0.007812, 0.7166, 0.5656, 0.2361]",True
ZJ008564,ZJ008564.jpg,0.00932,animal,0.00932,"[0.07656, 0.4166, 0.125, 0.1166]",False
ZJ008565,ZJ008565.jpg,,,,,False
ZJ008566,ZJ008566.jpg,0.291,animal,0.291,"[0.08055, 0.35, 0.2055, 0.2833]",False
ZJ008567,ZJ008567.jpg,0.122,animal,0.122,"[0.6135, 0.5148, 0.1145, 0.2592]",False
ZJ008568,ZJ008568.jpg,0.683,animal,0.683,"[0, 0.5981, 0.1437, 0.3148]",True
ZJ008569,ZJ008569.jpg,0.0978,person,0.0978,"[0.2875, 0.625, 0.1124, 0.375]",False
ZJ008570,ZJ008570.jpg,0.94,animal,0.94,"[0.2968, 0.6314, 0.6031, 0.3388]",True
ZJ008571,ZJ008571.jpg,0.747,animal,0.747,"[0.5656, 0.4583, 0.1984, 0.2138]",True
ZJ008572,ZJ008572.jpg,0.924,animal,0.924,"[0.3421, 0.4861, 0.2359, 0.3388]",True
ZJ008573,ZJ008573.jpg,0.0115,animal,0.0115,"[0, 0.001851, 0.2531, 0.2796]",False
ZJ008574,ZJ008574.jpg,0.791,animal,0.791,"[0.5593, 0, 0.1343, 0.9666]",True
ZJ008575,ZJ008575.jpg,0.153,person,0.153,"[0.9453, 0.6029, 0.05468, 0.397]",False
ZJ008576,ZJ008576.jpg,0.122,animal,0.122,"[0.4114, 0.2271, 0.5885, 0.7728]",False
ZJ008577,ZJ008577.jpg,0.0415,animal,0.0415,"[0.4625, 0.4666, 0.1281, 0.1518]",False
ZJ008578,ZJ008578.jpg,0.867,animal,0.867,"[0.1437, 0.6555, 0.3593, 0.3416]",True
ZJ008579,ZJ008579.jpg,0.0129,animal,0.0129,"[0.4484, 0.5388, 0.1062, 0.1666]",False
ZJ008580,ZJ008580.jpg,,,,,False
ZJ008581,ZJ008581.jpg,0.926,animal,0.926,"[0, 0.3027, 0.3468, 0.3944]",True
ZJ008582,ZJ008582.jpg,0.808,animal,0.808,"[0, 0.08333, 1.0, 0.9138]",True
ZJ008583,ZJ008583.jpg,0.0073,vehicle,0.0073,"[0, 0.7999, 0.9937, 0.1916]",False
ZJ008584,ZJ008584.jpg,0.0117,animal,0.0117,"[0.2916, 0.8374, 0.2222, 0.1541]",False
ZJ008585,ZJ008585.jpg,0.134,animal,0.134,"[0.6812, 0.3, 0.075, 0.1916]",False
ZJ008586,ZJ008586.jpg,0.73,animal,0.73,"[0.3593, 0.7722, 0.2109, 0.1972]",True
ZJ008587,ZJ008587.jpg,0.766,animal,0.766,"[0.5734, 0.4944, 0.15, 0.2361]",True
ZJ008588,ZJ008588.jpg,0.184,animal,0.184,"[0.4906, 0.8333, 0.08906, 0.1194]",False
ZJ008589,ZJ008589.jpg,0.927,animal,0.927,"[0.2375, 0.5944, 0.07187, 0.2888]",True
ZJ008590,ZJ008590.jpg,0.731,animal,0.731,"[0.5027, 0.4, 0.07777, 0.2833]",True
ZJ008591,ZJ008591.jpg,0.689,animal,0.689,"[0.7055, 0.7583, 0.15, 0.2125]",True
ZJ008592,ZJ008592.jpg,0.753,animal,0.753,"[0.4359, 0.6277, 0.05937, 0.2027]",True
ZJ008593,ZJ008593.jpg,0.0341,person,0.0341,"[0, 0.4125, 0.03055, 0.375]",False
ZJ008594,ZJ008594.jpg,0.65,animal,0.65,"[0.1953, 0.6027, 0.2265, 0.2944]",True
ZJ008595,ZJ008595.jpg,0.912,animal,0.912,"[0.2302, 0.5888, 0.0802, 0.2944]",True
ZJ008596,ZJ008596.jpg,0.856,animal,0.856,"[0.575, 0.4462, 0.09062, 0.3129]",True
ZJ008597,ZJ008597.jpg,0.00707,animal,0.00707,"[0.4027, 0.4583, 0.07222, 0.04166]",False
ZJ008598,ZJ008598.jpg,0.957,animal,0.957,"[0.3729, 0.5814, 0.25, 0.2462]",True
ZJ008599,ZJ008599.jpg,0.0469,animal,0.0469,"[0, 0.8703, 0.08854, 0.1]",False
ZJ008600,ZJ008600.jpg,0.924,animal,0.924,"[0.4828, 0.5055, 0.1046, 0.2111]",True
ZJ008601,ZJ008601.jpg,0.114,animal,0.114,"[0, 0.7407, 0.08854, 0.2296]",False
ZJ008602,ZJ008602.jpg,0.0185,animal,0.0185,"[0.7359, 0.7111, 0.1015, 0.1611]",False
ZJ008603,ZJ008603.jpg,0.968,animal,0.968,"[0, 0.5472, 0.3859, 0.4527]",True
ZJ008604,ZJ008604.jpg,0.0949,animal,0.0949,"[0.5234, 0.8833, 0.1421, 0.07222]",False
ZJ008605,ZJ008605.jpg,0.00713,animal,0.00713,"[0, 0.65, 0.03333, 0.2041]",False
ZJ008606,ZJ008606.jpg,0.934,animal,0.934,"[0.6333, 0.4722, 0.302, 0.3055]",True
ZJ008607,ZJ008607.jpg,0.371,animal,0.371,"[0.1875, 0.6944, 0.2062, 0.1972]",False
ZJ008608,ZJ008608.jpg,0.892,animal,0.892,"[0.8484, 0.00597, 0.1515, 0.991]",True
ZJ008609,ZJ008609.jpg,0.323,animal,0.323,"[0, 0, 0.8937, 0.9527]",False
ZJ008610,ZJ008610.jpg,0.894,animal,0.894,"[0, 0.5999, 0.239, 0.3527]",True
ZJ008611,ZJ008611.jpg,0.401,animal,0.401,"[0, 0, 0.9984, 0.9499]",False
ZJ008612,ZJ008612.jpg,0.563,animal,0.563,"[0.1109, 0.8194, 0.1593, 0.1055]",False
ZJ008613,ZJ008613.jpg,0.583,animal,0.583,"[0.4687, 0.8361, 0.389, 0.1166]",False
ZJ008614,ZJ008614.jpg,0.783,animal,0.783,"[0.3239, 0.6092, 0.06041, 0.1555]",True
ZJ008615,ZJ008615.jpg,0.916,animal,0.916,"[0, 0.2298, 1.0, 0.7671]",True
ZJ008616,ZJ008616.jpg,0.789,animal,0.789,"[0, 0.6944, 0.2109, 0.2611]",True
ZJ008617,ZJ008617.jpg,0.0147,vehicle,0.0147,"[0.6937, 0.7166, 0.2937, 0.2166]",False
ZJ008618,ZJ008618.jpg,0.0574,animal,0.0574,"[0.8406, 0.537, 0.1093, 0.07407]",False
ZJ008619,ZJ008619.jpg,0.789,animal,0.789,"[0, 0.4194, 0.1187, 0.2777]",True
ZJ008620,ZJ008620.jpg,0.119,animal,0.119,"[0.2468, 0, 0.7515, 0.6666]",False
ZJ008621,ZJ008621.jpg,0.0134,animal,0.0134,"[0.9453, 0.7499, 0.05468, 0.08888]",False
ZJ008622,ZJ008622.jpg,0.0479,animal,0.0479,"[0.2765, 0.3944, 0.07031, 0.1666]",False
ZJ008623,ZJ008623.jpg,0.903,animal,0.903,"[0.4479, 0.8259, 0.2093, 0.1444]",True
ZJ008624,ZJ008624.jpg,0.443,animal,0.443,"[0.8031, 0.5481, 0.1114, 0.09629]",False
ZJ008625,ZJ008625.jpg,0.916,animal,0.916,"[0.7468, 0.4138, 0.1859, 0.5833]",True
ZJ008626,ZJ008626.jpg,0.6,animal,0.6,"[0.1562, 0.6259, 0.3708, 0.2666]",False
ZJ008627,ZJ008627.jpg,,,,,False
ZJ008628,ZJ008628.jpg,0.288,animal,0.288,"[0.2687, 0.4925, 0.06562, 0.3074]",False
ZJ008629,ZJ008629.jpg,0.153,animal,0.153,"[0.05156, 0, 0.9453, 0.997]",False
ZJ008630,ZJ008630.jpg,0.152,animal,0.152,"[0.2718, 0.8166, 0.1078, 0.1361]",False
ZJ008631,ZJ008631.jpg,0.924,animal,0.924,"[0.3421, 0.3333, 0.4296, 0.6583]",True
ZJ008632,ZJ008632.jpg,0.894,animal,0.894,"[0.05625, 0.4111, 0.8203, 0.5416]",True
ZJ008633,ZJ008633.jpg,0.641,animal,0.641,"[0.2515, 0.591, 0.7484, 0.4089]",True
ZJ008634,ZJ008634.jpg,0.687,animal,0.687,"[0, 0.3527, 0.5093, 0.6055]",True
ZJ008635,ZJ008635.jpg,0.247,animal,0.247,"[0, 0.8388, 0.1406, 0.07777]",False
ZJ008636,ZJ008636.jpg,0.218,animal,0.218,"[0.7234, 0.6222, 0.05468, 0.1138]",False
ZJ008637,ZJ008637.jpg,0.945,animal,0.945,"[0.7052, 0.3425, 0.2947, 0.5814]",True
ZJ008638,ZJ008638.jpg,0.263,animal,0.263,"[0.7322, 0.7555, 0.2541, 0.1037]",False
ZJ008639,ZJ008639.jpg,0.682,animal,0.682,"[0.2593, 0.7694, 0.2687, 0.1833]",True
ZJ008640,ZJ008640.jpg,0.16,animal,0.16,"[0.7479, 0.2932, 0.252, 0.7048]",False
ZJ008641,ZJ008641.jpg,0.579,animal,0.579,"[0.2453, 0.4027, 0.3156, 0.2888]",False
ZJ008642,ZJ008642.jpg,0.69,animal,0.69,"[0.4781, 0.5749, 0.2828, 0.3194]",True
ZJ008643,ZJ008643.jpg,0.822,animal,0.822,"[0.3968, 0.6298, 0.08749, 0.1343]",True
ZJ008644,ZJ008644.jpg,0.864,animal,0.864,"[0.3296, 0.4865, 0.6703, 0.5134]",True
ZJ008645,ZJ008645.jpg,0.0246,vehicle,0.0246,"[0.6718, 0.6083, 0.3249, 0.3138]",False
ZJ008646,ZJ008646.jpg,0.0106,vehicle,0.0106,"[0.7791, 0.4718, 0.2208, 0.5262]",False
ZJ008647,ZJ008647.jpg,0.799,animal,0.799,"[0.7468, 0.4666, 0.2234, 0.3083]",True
ZJ008648,ZJ008648.jpg,0.405,animal,0.405,"[0, 0.6361, 0.2046, 0.3166]",False
ZJ008649,ZJ008649.jpg,0.664,animal,0.664,"[0.08541, 0.6129, 0.2437, 0.2203]",True
ZJ008650,ZJ008650.jpg,,,,,False
ZJ008651,ZJ008651.jpg,0.902,animal,0.902,"[0.0427, 0.4722, 0.2187, 0.324]",True
ZJ008652,ZJ008652.jpg,0.106,animal,0.106,"[0.1765, 0.05277, 0.8203, 0.9472]",False
ZJ008653,ZJ008653.jpg,0.811,animal,0.811,"[0.6135, 0.2018, 0.1031, 0.2351]",True
ZJ008654,ZJ008654.jpg,0.702,animal,0.702,"[0.4718, 0.8351, 0.2802, 0.1333]",True
ZJ008655,ZJ008655.jpg,0.936,animal,0.936,"[0.3187, 0.5, 0.2, 0.3055]",True
ZJ008656,ZJ008656.jpg,0.578,animal,0.578,"[0.1921, 0.4333, 0.2281, 0.275]",False
ZJ008657,ZJ008657.jpg,0.0168,person,0.0168,"[0, 0, 0.15, 0.06666]",False
ZJ008658,ZJ008658.jpg,0.625,animal,0.625,"[0.4135, 0.5851, 0.1927, 0.174]",True
ZJ008659,ZJ008659.jpg,0.0282,animal,0.0282,"[0, 0.887, 0.1458, 0.08333]",False
ZJ008660,ZJ008660.jpg,0.451,animal,0.451,"[0.8125, 0.2055, 0.1875, 0.7472]",False
ZJ008661,ZJ008661.jpg,0.675,animal,0.675,"[0, 0.7055, 0.2546, 0.2472]",True
ZJ008662,ZJ008662.jpg,0.0547,animal,0.0547,"[0.477, 0.6815, 0.04374, 0.08349]",False
ZJ008663,ZJ008663.jpg,0.756,animal,0.756,"[0.864, 0.8222, 0.0625, 0.08611]",True
ZJ008664,ZJ008664.jpg,0.81,animal,0.81,"[0, 0.7027, 0.1406, 0.25]",True
ZJ008665,ZJ008665.jpg,0.863,animal,0.863,"[0, 0.6444, 0.2031, 0.3083]",True
ZJ008666,ZJ008666.jpg,0.797,animal,0.797,"[0.1343, 0.5814, 0.1489, 0.2037]",True
ZJ008667,ZJ008667.jpg,0.954,animal,0.954,"[0.05625, 0.7388, 0.5484, 0.2166]",True
ZJ008668,ZJ008668.jpg,0.844,animal,0.844,"[0.7666, 0.6018, 0.1416, 0.1277]",True
ZJ008669,ZJ008669.jpg,0.0534,person,0.0534,"[0, 0.6499, 0.2125, 0.3027]",False
ZJ008670,ZJ008670.jpg,0.471,animal,0.471,"[0, 0.5499, 0.2031, 0.1583]",False
ZJ008671,ZJ008671.jpg,0.418,animal,0.418,"[0.1916, 0.6777, 0.06875, 0.2222]",False
ZJ008672,ZJ008672.jpg,0.00684,animal,0.00684,"[0.7197, 0.5222, 0.1031, 0.1277]",False
ZJ008673,ZJ008673.jpg,0.0545,animal,0.0545,"[0.95, 0.7208, 0.05, 0.1333]",False
ZJ008674,ZJ008674.jpg,0.936,animal,0.936,"[0.05, 0.6194, 0.2078, 0.3305]",True
ZJ008675,ZJ008675.jpg,0.885,animal,0.885,"[0.8083, 0.3407, 0.09166, 0.2907]",True
ZJ008676,ZJ008676.jpg,0.942,animal,0.942,"[0, 0.4805, 1.0, 0.4722]",True
ZJ008677,ZJ008677.jpg,0.928,animal,0.928,"[0.7296, 0.2861, 0.2703, 0.4305]",True
ZJ008678,ZJ008678.jpg,0.0787,animal,0.0787,"[0.7234, 0.6944, 0.05, 0.1111]",False
ZJ008679,ZJ008679.jpg,0.895,animal,0.895,"[0.2895, 0.4685, 0.1822, 0.2833]",True
ZJ008680,ZJ008680.jpg,0.395,animal,0.395,"[0.7625, 0.524, 0.152, 0.1537]",False
ZJ008681,ZJ008681.jpg,0.11,animal,0.11,"[0.08593, 0.6861, 0.8187, 0.3]",False
ZJ008682,ZJ008682.jpg,0.366,animal,0.366,"[0, 0.5888, 0.1583, 0.1277]",False
ZJ008683,ZJ008683.jpg,0.806,animal,0.806,"[0.001562, 0.5472, 0.4421, 0.4055]",True
ZJ008684,ZJ008684.jpg,0.551,animal,0.551,"[0.4638, 0.5749, 0.4388, 0.2666]",False
ZJ008685,ZJ008685.jpg,0.877,animal,0.877,"[0.2453, 0.6305, 0.4796, 0.3694]",True
ZJ008686,ZJ008686.jpg,,,,,False
ZJ008687,ZJ008687.jpg,0.459,animal,0.459,"[0.5468, 0.4907, 0.09895, 0.3296]",False
ZJ008688,ZJ008688.jpg,0.954,animal,0.954,"[0.3578, 0.4833, 0.6421, 0.4694]",True
ZJ008689,ZJ008689.jpg,,,,,False
ZJ008690,ZJ008690.jpg,0.471,animal,0.471,"[0.7656, 0.8861, 0.08281, 0.06944]",False
ZJ008691,ZJ008691.jpg,0.961,animal,0.961,"[0.4208, 0.337, 0.1177, 0.3092]",True
ZJ008692,ZJ008692.jpg,0.078,animal,0.078,"[0.04375, 0.3314, 0.9562, 0.6388]",False
ZJ008693,ZJ008693.jpg,0.692,animal,0.692,"[0, 0.6416, 0.3062, 0.3583]",True
ZJ008694,ZJ008694.jpg,0.311,person,0.311,"[0, 0, 0.9984, 0.997]",False
ZJ008695,ZJ008695.jpg,0.86,animal,0.86,"[0, 0.4527, 0.3187, 0.5472]",True
ZJ008696,ZJ008696.jpg,0.0826,animal,0.0826,"[0, 0.5416, 0.4765, 0.4555]",False
ZJ008697,ZJ008697.jpg,0.488,animal,0.488,"[0.5031, 0.5972, 0.1203, 0.1083]",False
ZJ008698,ZJ008698.jpg,0.676,animal,0.676,"[0.8984, 0.2916, 0.1015, 0.6611]",True
ZJ008699,ZJ008699.jpg,0.776,animal,0.776,"[0.3765, 0.4444, 0.2515, 0.5527]",True
ZJ008700,ZJ008700.jpg,0.822,animal,0.822,"[0.4166, 0.4425, 0.1677, 0.2351]",True
